_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
influence of preparation design marginal gingiva location and tooth morphology on the accuracy of digital impressions for full crown restorations an in vitro investigation,"Influence of Preparation Design, Marginal Gingiva Location, and Tooth Morphology on the Accuracy of Digital Impressions for Full-Crown Restorations: An In Vitro Investigation",JOURNAL OF CLINICAL MEDICINE,journalArticle,7D3DPPH4,"Bernauer 等 - 2020 - Influence of Preparation Design, Marginal Gingiva Location, and Tooth Morphology on the Accuracy of.pdf",INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件进行数字化设计，原文明确写道""These designs were digitally computed with the software Geomatic Design X (3D Systems, Rock Hill, SC, USA) and saved as STL files""。",Geomagic Design X,Prosthodontics,Digital design and manufacturing,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件进行数字化设计，原文明确写道""These designs were digitally computed with the software Geomatic Design X (3D Systems, Rock Hill, SC, USA) and saved as STL files""。
【软件】: Geomagic Design X
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: in_vitro"
no significant bone resorption after open treatment of mandibular condylar head fractures in the medium term,No Significant Bone Resorption after Open Treatment of Mandibular Condylar Head Fractures in the Medium-Term,JOURNAL OF CLINICAL MEDICINE,journalArticle,9MP86R5J,Neuhaus 等 - 2022 - No Significant Bone Resorption after Open Treatment of Mandibular Condylar Head Fractures in the Med.pdf,EXCLUDE,"证据片段仅提及""measured by using a sophisticated 3D-algorithm""，未出现任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及""measured by using a sophisticated 3D-algorithm""，未出现任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
correlation analysis of nasal septum deviation and results of ai driven automated 3d cephalometric analysis,Correlation Analysis of Nasal Septum Deviation and Results of AI-Driven Automated 3D Cephalometric Analysis,JOURNAL OF CLINICAL MEDICINE,journalArticle,XRXG22EC,Kazimierczak 等 - 2023 - Correlation Analysis of Nasal Septum Deviation and Results of AI-Driven Automated 3D Cephalometric A.pdf,EXCLUDE,"该研究仅使用 AI 网络软件 CephX（""Cephalometric analysis was performed using an AI web-based software, CephX""），属于牙科专用软件，未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用 AI 网络软件 CephX（""Cephalometric analysis was performed using an AI web-based software, CephX""），属于牙科专用软件，未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
early placement of patient specific one piece drill free fully digital designed dental implants a feasibility study,Early Placement of Patient-Specific One-Piece Drill-Free Fully Digital Designed Dental Implants: A Feasibility Study,JOURNAL OF CLINICAL PERIODONTOLOGY,journalArticle,L5U9ITAK,Romito 等 - 2025 - Early Placement of Patient‐Specific One‐Piece Drill‐Free Fully Digital Designed Dental Implants A F.pdf,INCLUDE,"该研究自身在材料与方法中使用 Mimics 软件进行三维重建与分割，原文明确写道 ""analysed using the Mimics software (v. 24, Materialise, Leuven, Belgium)"" 及 ""The subject tooth was segmented using the software (Mimics)""。",Mimics,Implantology,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Mimics 软件进行三维重建与分割，原文明确写道 ""analysed using the Mimics software (v. 24, Materialise, Leuven, Belgium)"" 及 ""The subject tooth was segmented using the software (Mimics)""。
【软件】: Mimics
【专科】: Implantology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
automatic segmentation of the nasolacrimal canal application of the nnu net v2 model in cbct imaging,Automatic Segmentation of the Nasolacrimal Canal: Application of the nnU-Net v2 Model in CBCT Imaging,JOURNAL OF CLINICAL MEDICINE,journalArticle,7N57MWGV,Haylaz 等 - 2025 - Automatic Segmentation of the Nasolacrimal Canal Application of the nnU-Net v2 Model in CBCT Imagin.pdf,INCLUDE,"摘要明确说明 ""The raw data were transferred to the 3D Slicer imaging software in DICOM format (Version 4.10.2; MIT, Massachusetts, USA)""，即该研究自身使用了具名第三方非牙科3D软件 3D Slicer 进行数据处理。",3D Slicer,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 摘要明确说明 ""The raw data were transferred to the 3D Slicer imaging software in DICOM format (Version 4.10.2; MIT, Massachusetts, USA)""，即该研究自身使用了具名第三方非牙科3D软件 3D Slicer 进行数据处理。
【软件】: 3D Slicer
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
endodontic treatment of a molar with peculiar anatomy case study with cbct and 3d printed model,Endodontic Treatment of a Molar with Peculiar Anatomy: Case Study with CBCT and 3D Printed Model.,The journal of contemporary dental practice,journalArticle,L8M7M2BX,Costamagna 等 - 2022 - Endodontic Treatment of a Molar with Peculiar Anatomy Case Study with CBCT and 3D Printed Model.pdf,INCLUDE,"证据片段明确显示该研究自身使用了具名第三方非牙科3D软件：""the digital imaging and communications in medicine (DICOM) files from CBCT were imported in a dedicated software application for segmentation (Mimics Medical 20.0 trial, Materialise; Leuven, Belgium)""。",Mimics,Endodontics,Image segmentation and 3D reconstruction,case_report,"【判定】: INCLUDE
【判定理由】: 证据片段明确显示该研究自身使用了具名第三方非牙科3D软件：""the digital imaging and communications in medicine (DICOM) files from CBCT were imported in a dedicated software application for segmentation (Mimics Medical 20.0 trial, Materialise; Leuven, Belgium)""。
【软件】: Mimics
【专科】: Endodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: case_report"
comparative evaluation of stress distribution around various threaded implants with and without platform switch a 3 d finite element analysis,Comparative Evaluation of Stress Distribution around Various Threaded Implants with and without Platform Switch: A 3-D Finite Element Analysis.,The journal of contemporary dental practice,journalArticle,5TGPGAFM,Mohapatra 等 - 2020 - Comparative Evaluation of Stress Distribution around Various Threaded Implants with and without Plat.pdf,INCLUDE,"该研究自身在材料与方法中使用 CATIA V5R19 软件建模，原文明确写道 ""A geometric model of the posterior maxillary segment (first molar region) with an implant and abutment was modeled using the CATIA V5R19 software.""",CATIA,Implantology,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 CATIA V5R19 软件建模，原文明确写道 ""A geometric model of the posterior maxillary segment (first molar region) with an implant and abutment was modeled using the CATIA V5R19 software.""
【软件】: CATIA
【专科】: Implantology
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
a 3 d finite element analysis of stress distribution on implant supported fixed prosthesis with four different commercially available implant systems,A 3-D Finite Element Analysis of Stress Distribution on Implant-supported Fixed Prosthesis with Four Different Commercially Available Implant Systems.,The journal of contemporary dental practice,journalArticle,WYDE6M86,Kumar 等 - 2020 - A 3-D Finite Element Analysis of Stress Distribution on Implant-supported Fixed Prosthesis with Four.pdf,EXCLUDE,"证据片段仅泛泛提及""finite element analysis (FEA)""方法，未出现任何该研究自身使用的具名第三方非牙科3D软件（如 ANSYS、ABAQUS 等）。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""finite element analysis (FEA)""方法，未出现任何该研究自身使用的具名第三方非牙科3D软件（如 ANSYS、ABAQUS 等）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
patient specific implant customization for treatment of internal orbital fractures using office based three dimensional printing,Patient-Specific Implant Customization for Treatment of Internal Orbital Fractures Using Office-Based Three-Dimensional Printing.,The Journal of craniofacial surgery,journalArticle,Z2SBK7IA,Yoon 等 - 2024 - Patient-Specific Implant Customization for Treatment of Internal Orbital Fractures Using Office-Base.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道""the virtual 3D models were created by iPlan 3.0 Cranial CMF software (Brainlab)""，并用""iPlan software""进行术后测量。",iPlan 3.0 Cranial CMF (Brainlab),Oral and Maxillofacial Surgery,Surgical planning and precise implementation,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道""the virtual 3D models were created by iPlan 3.0 Cranial CMF software (Brainlab)""，并用""iPlan software""进行术后测量。
【软件】: iPlan 3.0 Cranial CMF (Brainlab)
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【研究设计】: clinical"
volumetric and morphological analysis of mandibular condyles of angle class 2 and 3 malocclusion patients,Volumetric and Morphological Analysis of Mandibular Condyles of Angle Class 2 and 3 Malocclusion Patients,JOURNAL OF CRANIOFACIAL SURGERY,journalArticle,VPLLGW2S,Lentzen 等 - 2022 - Volumetric and Morphological Analysis of Mandibular Condyles of Angle Class 2 and 3 Malocclusion Pat.PDF,INCLUDE,"摘要明确说明该研究自身""By using the open-source software 'ITK-SNAP', diametric and volumetric measurements of 158 mandibular condyles were performed""，ITK-SNAP 为具名的第三方非牙科3D软件，用于3D数据的处理与测量。",ITK-SNAP,Orthodontics,Morphological and phenotypic analysis,clinical,"【判定】: INCLUDE
【判定理由】: 摘要明确说明该研究自身""By using the open-source software 'ITK-SNAP', diametric and volumetric measurements of 158 mandibular condyles were performed""，ITK-SNAP 为具名的第三方非牙科3D软件，用于3D数据的处理与测量。
【软件】: ITK-SNAP
【专科】: Orthodontics
【应用场景】: Morphological and phenotypic analysis
【研究设计】: clinical"
using 3d printing and mirror image modeling in orbital floor reconstruction,Using 3D Printing and Mirror Image Modeling in Orbital Floor Reconstruction.,The Journal of craniofacial surgery,journalArticle,2TJBVIZP,Akiki 等 - 2021 - Using 3D Printing and Mirror Image Modeling in Orbital Floor Reconstruction.PDF,INCLUDE,"证据片段明确写明""The model was processed with free, open-source software [3D Slicer (NIH), Blender (Blender""，表明该研究自身使用了具名第三方非牙科3D软件进行建模处理。",3D Slicer; Blender,Oral and Maxillofacial Surgery,Surgical planning and precise implementation,case_report,"【判定】: INCLUDE
【判定理由】: 证据片段明确写明""The model was processed with free, open-source software [3D Slicer (NIH), Blender (Blender""，表明该研究自身使用了具名第三方非牙科3D软件进行建模处理。
【软件】: 3D Slicer; Blender
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【研究设计】: case_report"
effect of different veneering techniques on mechanical properties and translucency of zirconia framework veneer ceramic crowns,Effect of Different Veneering Techniques on Mechanical Properties and Translucency of Zirconia Framework-veneer Ceramic Crowns.,The journal of contemporary dental practice,journalArticle,K66NDIA5,Sanad 等 - 2025 - Effect of Different Veneering Techniques on Mechanical Properties and Translucency of Zirconia Frame.pdf,EXCLUDE,证据片段仅提及牙科专用材料与设备（如 IPS e.max CAD、分光光度计），未出现任何该研究自身使用的具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及牙科专用材料与设备（如 IPS e.max CAD、分光光度计），未出现任何该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fully digital workflow for an immediate implant retained prosthesis following maxillectomy resection surgery,Fully Digital Workflow for an Immediate Implant-Retained Prosthesis Following Maxillectomy Resection Surgery,JOURNAL OF CRANIOFACIAL SURGERY,journalArticle,9HL5KCJ3,Jensen和Cheng - 2025 - Fully Digital Workflow for an Immediate Implant-Retained Prosthesis Following Maxillectomy Resection.pdf,EXCLUDE,抽取的证据片段仅包含参考文献列表和摘要/引言内容，未出现任何该研究自身在材料与方法中使用的具名第三方非牙科3D软件（如 Mimics、3D Slicer、Geomagic 等）。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 抽取的证据片段仅包含参考文献列表和摘要/引言内容，未出现任何该研究自身在材料与方法中使用的具名第三方非牙科3D软件（如 Mimics、3D Slicer、Geomagic 等）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
facial asymmetry in syndromic craniosynostosis patients undergoing midface surgery compared to a large general population,Facial asymmetry in syndromic craniosynostosis patients undergoing midface surgery compared to a large general population.,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery,journalArticle,SW2VBSEU,Rostamzad 等 - 2025 - Facial asymmetry in syndromic craniosynostosis patients undergoing midface surgery compared to a lar.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""Using Mimics version 25.0 (Materialise), 3D facial (soft tissue) meshes were created from both pre- and aligned postoperative scans""。",Mimics,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""Using Mimics version 25.0 (Materialise), 3D facial (soft tissue) meshes were created from both pre- and aligned postoperative scans""。
【软件】: Mimics
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
biomechanical behavior of different distributions of zygoma and pterygoid implants in rehabilitation of severely atrophic posterior maxilla a 3d finite element analysis,Biomechanical Behavior of Different Distributions of Zygoma and Pterygoid Implants in Rehabilitation of Severely Atrophic Posterior Maxilla: A 3D Finite Element Analysis,JOURNAL OF CRANIOFACIAL SURGERY,journalArticle,5SW9J4UC,Darwish 等 - 2025 - Biomechanical Behavior of Different Distributions of Zygoma and Pterygoid Implants in Rehabilitation.pdf,EXCLUDE,证据片段仅提及使用CBCT扫描和有限元分析（FEA）建模，但未出现任何具名的第三方非牙科3D软件（如Mimics、ANSYS、ABAQUS等）被该研究自己使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及使用CBCT扫描和有限元分析（FEA）建模，但未出现任何具名的第三方非牙科3D软件（如Mimics、ANSYS、ABAQUS等）被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
postoperative assessment of forehead contouring in facial feminization surgery,Postoperative assessment of forehead contouring in facial feminization surgery,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,journalArticle,K7WRBECT,Abazi 等 - 2025 - Postoperative assessment of forehead contouring in facial feminization surgery.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道 ""Image processing was carried out using the Mimics Innovation Suite (Version 25.0, Materialise NV, Leuven, Belgium)""，用于术前术后CT/CBCT的三维分割与体积测量。",Mimics Innovation Suite,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道 ""Image processing was carried out using the Mimics Innovation Suite (Version 25.0, Materialise NV, Leuven, Belgium)""，用于术前术后CT/CBCT的三维分割与体积测量。
【软件】: Mimics Innovation Suite
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
automated orofacial virtual patient creation a proof of concept,Automated orofacial virtual patient creation: A proof of concept.,Journal of dentistry,journalArticle,TQZ3FUDA,Jindanil 等 - 2024 - Automated orofacial virtual patient creation A proof of concept..pdf,INCLUDE,"摘要与全文中明确记载 ""The accuracy of the virtual patients created using different approaches was further analyzed in the Mimics software""，即该研究自身在方法中使用 Mimics 进行三维数据分析。",Mimics,Orthodontics,3D data analysis and accuracy assessment,computational,"【判定】: INCLUDE
【判定理由】: 摘要与全文中明确记载 ""The accuracy of the virtual patients created using different approaches was further analyzed in the Mimics software""，即该研究自身在方法中使用 Mimics 进行三维数据分析。
【软件】: Mimics
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: computational"
a portable mixed reality navigation system for oral and maxillofacial surgery design and preliminary clinical evaluation,A portable mixed reality navigation system for oral and maxillofacial surgery: Design and preliminary clinical evaluation,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,journalArticle,VPIYMEQ5,Shi 等 - 2025 - A portable mixed reality navigation system for oral and maxillofacial surgery Design and preliminar.pdf,INCLUDE,"该研究自身在方法中使用了具名第三方非牙科3D软件，原文明确写道""A customized software module, developed on the 3D Slicer platform, enabled automatic registration and real-time 3D anatomical visualization""。",3D Slicer,Oral and Maxillofacial Surgery,Surgical planning and precise implementation,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用了具名第三方非牙科3D软件，原文明确写道""A customized software module, developed on the 3D Slicer platform, enabled automatic registration and real-time 3D anatomical visualization""。
【软件】: 3D Slicer
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【研究设计】: clinical"
a comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive and negative average calculations through two software,A comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive and negative average calculations through two software.,Journal of dentistry,journalArticle,UI48XFYD,Figueras-Alvarez 等 - 2025 - A comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件 ""Geomagic Control X, 3D Systems"" 进行3D偏差比较（""using metrology-grade (Geomagic Control X, 3D Systems) and nonmetrology-grade (Medit Design, Medit Link) software programs""）。",Geomagic Control X,Periodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件 ""Geomagic Control X, 3D Systems"" 进行3D偏差比较（""using metrology-grade (Geomagic Control X, 3D Systems) and nonmetrology-grade (Medit Design, Medit Link) software programs""）。
【软件】: Geomagic Control X
【专科】: Periodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
accuracy of a novel semi autonomous robotic assisted surgery system for single implant placement a case series,Accuracy of a Novel Semi-Autonomous Robotic-Assisted Surgery System for Single Implant Placement: a Case Series.,Journal of dentistry,journalArticle,Y6BWB87N,Ding 等 - 2023 - Accuracy of a novel semi-autonomous robotic-assisted surgery system for single implant placement A.pdf,INCLUDE,"摘要与正文均明确该研究自己使用""a three-dimensional Slicer software""来评估计划与植入种植体之间的偏差，属于具名第三方非牙科3D软件（3D Slicer）用于3D数据分析与测量。",3D Slicer,Implantology,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 摘要与正文均明确该研究自己使用""a three-dimensional Slicer software""来评估计划与植入种植体之间的偏差，属于具名第三方非牙科3D软件（3D Slicer）用于3D数据分析与测量。
【软件】: 3D Slicer
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
effect of the number and distribution of fiducial markers on the accuracy of robot guided implant surgery in edentulous mandibular arches an in vitro study,Effect of the number and distribution of fiducial markers on the accuracy of robot-guided implant surgery in edentulous mandibular arches: An in vitro study.,Journal of dentistry,journalArticle,E39JLY9S,Zhao 等 - 2023 - Effect of the number and distribution of fiducial markers on the accuracy of robot-guided implant su.pdf,EXCLUDE,"抽取的软件相关证据片段仅泛泛提及机器人系统（如""Yomi""）及配准技术，未出现该研究自身在材料与方法中使用任何具名第三方非牙科3D软件的原文证据。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 抽取的软件相关证据片段仅泛泛提及机器人系统（如""Yomi""）及配准技术，未出现该研究自身在材料与方法中使用任何具名第三方非牙科3D软件的原文证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
application of the virtual fit method for fixed complete denture cases designed on intraoral scans effect of cement spacing,Application of the virtual-fit method for fixed complete denture cases designed on intraoral scans: Effect of cement spacing.,Journal of dentistry,journalArticle,XK8P9LMU,Vag 等 - 2024 - Application of the virtual-fit method for fixed complete denture cases designed on intraoral scans.pdf,INCLUDE,"该研究自身在方法中使用 GOM Inspect 软件进行对齐分析，原文明确写道""Two types of alignment were performed by GOM Inspect software""。",GOM Inspect,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 GOM Inspect 软件进行对齐分析，原文明确写道""Two types of alignment were performed by GOM Inspect software""。
【软件】: GOM Inspect
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
facial scanning accuracy depending on the alignment algorithm and digitized surface area location an in vitro study,Facial scanning accuracy depending on the alignment algorithm and digitized surface area location: An in vitro study.,Journal of dentistry,journalArticle,RX5BZKF9,Revilla-León 等 - 2021 - Facial scanning accuracy depending on the alignment algorithm and digitized surface area location A.pdf,INCLUDE,"该研究自身在方法中使用工业扫描仪 ""GOM Atos Q 3D 12 M; Carl Zeiss Industrielle Messtechnik GmbH"" 获取对照网格，GOM 系列属于非牙科三维软件/系统，用于3D数据处理与测量。",GOM Atos Q 3D,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用工业扫描仪 ""GOM Atos Q 3D 12 M; Carl Zeiss Industrielle Messtechnik GmbH"" 获取对照网格，GOM 系列属于非牙科三维软件/系统，用于3D数据处理与测量。
【软件】: GOM Atos Q 3D
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
accuracy of conventional impressions and digital scans for implant supported fixed prostheses in maxillary free ended partial edentulism an in vitro study,Accuracy of conventional impressions and digital scans for implant-supported fixed prostheses in maxillary free-ended partial edentulism: An in vitro study.,Journal of dentistry,journalArticle,7TRUUDTS,El Osta 等 - 2024 - Accuracy of conventional impressions and digital scans for implant-supported fixed prostheses in max.pdf,INCLUDE,"该研究自身在方法中使用 ""Geomagic® Control X™ (3DSYSTEM®) metrology software was employed to analyze the 3D state of digital impressions and scan bodies"" 进行3D数据叠加与偏差分析。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 ""Geomagic® Control X™ (3DSYSTEM®) metrology software was employed to analyze the 3D state of digital impressions and scan bodies"" 进行3D数据叠加与偏差分析。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
feasibility and accuracy of a partial point cloud registration method for transoral robot assisted surgery of zygoma fracture a phantom study,Feasibility and accuracy of a partial point cloud registration method for transoral robot-assisted surgery of zygoma fracture: A phantom study,JOURNAL OF DENTISTRY,journalArticle,45ZDRSPX,Liu 等 - 2026 - Feasibility and accuracy of a partial point cloud registration method for transoral robot-assisted s.pdf,EXCLUDE,"证据片段仅提及""using the Iterative Closest Point (ICP) algorithm""及""a self-developed and previously validated binocular vision camera and probe""，未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及""using the Iterative Closest Point (ICP) algorithm""及""a self-developed and previously validated binocular vision camera and probe""，未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
chairside virtual patient protocol part 1 free vs guided face scan protocol,Chairside virtual patient protocol. Part 1: Free vs Guided face scan protocol.,Journal of dentistry,journalArticle,JR957DQR,Raffone 等 - 2022 - Chairside virtual patient protocol. Part 1 Free vs Guided face scan protocol..pdf,INCLUDE,"该研究自身在材料与方法中使用 Meshlab 记录测量距离（""An open-source software (Meshlab; Meshlab) was used to record all the distances""），并使用 GOM Inspect 进行表面偏差分析（""a surface analysis was performed with both scanning techniques using a CAD software (GOM inspect, GOM)""）。",MeshLab; GOM Inspect,Prosthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Meshlab 记录测量距离（""An open-source software (Meshlab; Meshlab) was used to record all the distances""），并使用 GOM Inspect 进行表面偏差分析（""a surface analysis was performed with both scanning techniques using a CAD software (GOM inspect, GOM)""）。
【软件】: MeshLab; GOM Inspect
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
effect of auxiliary geometric devices on the accuracy of intraoral scans in full arch implant supported rehabilitations an in vitro study,Effect of auxiliary geometric devices on the accuracy of intraoral scans in full-arch implant-supported rehabilitations: An in vitro study.,Journal of dentistry,journalArticle,AN569QGJ,Canullo 等 - 2024 - Effect of auxiliary geometric devices on the accuracy of intraoral scans in full-arch implant-suppor.pdf,INCLUDE,"该研究自身在方法中使用工业光学扫描仪（ATOS compact Scan 5M, GOM GmbH）创建数字主模型，并将扫描数据导入检查软件（GOM Inspect Professional, GOM GmbH）进行表面对比与偏差分析。",GOM Inspect Professional,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用工业光学扫描仪（ATOS compact Scan 5M, GOM GmbH）创建数字主模型，并将扫描数据导入检查软件（GOM Inspect Professional, GOM GmbH）进行表面对比与偏差分析。
【软件】: GOM Inspect Professional
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
retentive design of a small surgical guide for implant surgery an in vitro study,Retentive design of a small surgical guide for implant surgery: An in-vitro study,JOURNAL OF DENTISTRY,journalArticle,B88UY5CW,Kobe 等 - 2023 - Retentive design of a small surgical guide for implant surgery An in-vitro study.pdf,INCLUDE,"该研究自身在方法中使用非牙科3D软件，证据片段明确写道 ""A platform to evaluate the stability of the surgical guide was designed using 3D-modelling software (Meshmixer 3.5, Autodesk)"" 以及 ""Scans were imported for analysis (GOM Inspect 2018, GOM GmbH)""。",Meshmixer; GOM Inspect,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用非牙科3D软件，证据片段明确写道 ""A platform to evaluate the stability of the surgical guide was designed using 3D-modelling software (Meshmixer 3.5, Autodesk)"" 以及 ""Scans were imported for analysis (GOM Inspect 2018, GOM GmbH)""。
【软件】: Meshmixer; GOM Inspect
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
segmentation of the upper airway using deep learning nnunet,Segmentation of the upper airway using deep learning - nnUNet,JOURNAL OF DENTISTRY,journalArticle,KI9W5W7K,Gianoni-Capenakas 等 - 2026 - Segmentation of the upper airway using deep learning - nnUNet.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件 3D Slicer 进行手动分割以建立 ground truth（""Ground truth was established through manual segmentation using 3D Slicer""）。",3D Slicer,Orthodontics,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件 3D Slicer 进行手动分割以建立 ground truth（""Ground truth was established through manual segmentation using 3D Slicer""）。
【软件】: 3D Slicer
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
comparison of the accuracy of static and dynamic computer assisted implant surgery in extraction sockets encased healed sites and distal extension an in vitro study,"Comparison of the accuracy of static and dynamic computer-assisted implant surgery in extraction sockets, encased healed sites, and distal extension: an in vitro study",JOURNAL OF DENTISTRY,journalArticle,JCMKQXDT,Marceron 等 - 2025 - Comparison of the accuracy of static and dynamic computer-assisted implant surgery in extraction soc.pdf,EXCLUDE,证据片段中出现的具名软件为 DTX Studio（Envista）和 X-Guide，均属牙科专用种植规划/导航软件，而非原始开发领域在牙科之外的第三方非牙科3D软件；文中未见 Mimics、3D Slicer、Geomagic 等非牙科3D软件被该研究自身使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中出现的具名软件为 DTX Studio（Envista）和 X-Guide，均属牙科专用种植规划/导航软件，而非原始开发领域在牙科之外的第三方非牙科3D软件；文中未见 Mimics、3D Slicer、Geomagic 等非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
