序号,Key,Title,run1,run2,run3,一致,一致度,多数标签
,7XQRAIBP,Blood vessel-on-a-chip examines the biomechanics of microvasculature,exclude,exclude,exclude,True,1.0,exclude
,H82E653Y,Development and evaluation of a multimodal feature-based predictive model for radiotherapy-induced oral mucositis in nasopharyngeal carcinoma,exclude,exclude,exclude,True,1.0,exclude
,ZMQU8EMV,Biomechanical analysis of All-on-4 implant supported framework using different materials across various clinical practice,unsure,unsure,unsure,True,1.0,unsure
,5GKX37T6,Patient-specific virtual surgical planning for tongue reconstruction: evaluating hyperelastic inverse FEM with four simulated tongue cancer cases,include,unsure,unsure,False,0.6666666666666666,unsure
,V8QWI6T2,Relationship between medial meniscus extrusion and cartilage measurements in the knee by fully automatic three-dimensional MRI analysis,exclude,exclude,exclude,True,1.0,exclude
,R2BLA7IJ,Single-Shot 3D Incoherent Imaging Using Deterministic and Random Optical Fields with Lucy-Richardson-Rosen Algorithm,exclude,exclude,exclude,True,1.0,exclude
,2N5V8KH4,Validation of three-dimensional facial imaging captured with smartphone-based photogrammetry application in comparison to stereophotogrammetry system,include,include,include,True,1.0,include
,TZGXEUSU,Evaluation of the Retentive Forces from Removable Partial Denture Clasps Manufactured by the Digital Method,unsure,unsure,unsure,True,1.0,unsure
,B2M3DARR,Computer Aided Orthognathic Surgery: A General Method for Designing and Manufacturing Personalized Cutting/Repositioning Templates,unsure,unsure,unsure,True,1.0,unsure
,7SSEI926,Donor Side Preference in Maxillary Reconstruction With the Free Fibula Flap,unsure,unsure,unsure,True,1.0,unsure
,HPUYEQHM,The potential of hydrogel-free tumoroids in head and neck squamous cell carcinoma,exclude,exclude,exclude,True,1.0,exclude
,RFT3JZXH,A Multivariate Logistic Regression Analysis of Risk Factors for Peri-implant Bone Loss,unsure,unsure,unsure,True,1.0,unsure
,ZVGTDRFP,Deep learning-based automated positioning system for maxillary skeletal expander: development and clinical validation,unsure,unsure,unsure,True,1.0,unsure
,MLRQPJHS,Evaluating the Effectiveness of Large Language Models in Addressing Patient Queries Regarding Maxillomandibular Fixation for Maxillofacial Fractures,exclude,exclude,exclude,True,1.0,exclude
,ZNBJWPHI,Craniomaxillofacial landmarks detection in CT scans with limited labeled data via semi-supervised learning,unsure,unsure,unsure,True,1.0,unsure
,IF7WG7DS,Principles of interdisciplinary orthodontic and restorative treatment,exclude,exclude,exclude,True,1.0,exclude
,YTX9I6KD,Precise sparse-view dental crown reconstruction via 3D Gaussian neural fields,unsure,unsure,unsure,True,1.0,unsure
,8QTP4PBI,TESTING OF ZIRCONIA FPD FRAMEWORKS FOR FIXED PROSTHESES: MODEL DESIGN AND EVALUATION OF FRACTURE LOAD,unsure,unsure,unsure,True,1.0,unsure
,4HEU9QFR,Comparison of denture base adaptation between additive and conventional fabrication techniques,unsure,unsure,unsure,True,1.0,unsure
,5II46PIR,The uses of 3-dimensional printing technology in orthodontic offices in North America,exclude,exclude,exclude,True,1.0,exclude
,2DAKBG4U,Digital Imaging Technologies for Forensic Orofacial Identification: A Systematic Review and Research Agenda,exclude,exclude,exclude,True,1.0,exclude
,SV633XBK,Quantitative Image-Based Cell Viability (QuantICV) Assay for Microfluidic 3D Tissue Culture Applications,exclude,exclude,exclude,True,1.0,exclude
,K7USC6AL,A Comparative Study on a Novel Fibula Malleolus Cap to Increase the Accuracy of Oncologic Jaw Reconstruction,unsure,unsure,unsure,True,1.0,unsure
,ZLXKNJ5X,Decellularized bone matrix-enriched 3D-printed GelMA scaffold as a cell-homing platform: analysis using an artificial pulp chamber model,unsure,unsure,unsure,True,1.0,unsure
,ZE3WQLXI,Comparison Study of Extraction Accuracy of 3D Facial Anatomical Landmarks Based on Non-Rigid Registration of Face Template,include,include,include,True,1.0,include
,7IZQ956D,Machine learning in 3D auto-filling alveolar cleft of CT images to assess the influence of alveolar bone grafting on the development of maxilla,unsure,unsure,unsure,True,1.0,unsure
,ZJFKXSSM,Two experimental methods to integrate intra-oral scans into 3D stereophotogrammetric facial images,unsure,unsure,unsure,True,1.0,unsure
,RANJH5SW,Biomimetic dual-structured zirconia scaffolds for bone tissue engineering,exclude,exclude,exclude,True,1.0,exclude
,9ZT8GFB8,Polysaccharide-protein microparticles based-scaffolds to recover soft tissue loss in mild periodontitis,unsure,exclude,unsure,False,0.6666666666666666,unsure
,X6NG9MRZ,Accuracy of automatic and manual dynamic navigation registration techniques for dental implant surgery in posterior sites missing a single tooth: A retrospective clinical analysis,unsure,unsure,unsure,True,1.0,unsure
,ITMJC47T,Influence of three coded healing abutment design on intraoral scan accuracy: a comparative in vitro study,include,include,include,True,1.0,include
,3SM4ML53,AI-initiated second opinions: a framework for advanced caries treatment planning,unsure,exclude,exclude,False,0.6666666666666666,exclude
,NHTJCU8E,Digital science platform: an interactive web application and database of osteological material for anatomy education,exclude,exclude,exclude,True,1.0,exclude
,2ZAM6LZB,Influence of Framework Material on Biomechanical Performance of an All-on-4 Prosthesis Supported by Bendable Monoblock Implants,include,include,include,True,1.0,include
,FC9UPLQ5,Osteomatrix as a personalized 3D tissue-specific invasion test-bed for oral carcinoma,unsure,unsure,unsure,True,1.0,unsure
,TXLBAMRE,Accuracy of facial skeletal surfaces segmented from CT and CBCT radiographs,unsure,unsure,unsure,True,1.0,unsure
,6NAE9L3R,Influence of ceramic firing on marginal gap accuracy and metal-ceramic bond strength of 3D-printed Co-Cr frameworks,unsure,unsure,unsure,True,1.0,unsure
,UBMKKMB9,Development of a multicellular 3D-bioprinted microtissue model of human periodontal ligament-alveolar bone biointerface: Towards a pre-clinical model of periodontal diseases and personalized periodontal tissue engineering,exclude,exclude,exclude,True,1.0,exclude
,R2YYAV9G,"Torque Loss, Survival, and Strain Distribution of Implant-Supported Prostheses with Zirconia and Cobalt-Chromium Hybrid Abutments",unsure,unsure,unsure,True,1.0,unsure
,RHIDMTCI,Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extraction: A Randomized Controlled Trial,unsure,unsure,unsure,True,1.0,unsure
,DHQBWA35,Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Technology for Removable Partial Denture Frameworks,unsure,unsure,unsure,True,1.0,unsure
,4FBLMYQK,3D printing of metal-organic framework incorporated porous scaffolds to promote osteogenic differentiation and bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,MSKWSUZY,Biological effects of a premixed calcium silicate pulp-capping material containing dimethyl sulphoxide as a vehicle: In vitro and in vivo study,unsure,unsure,unsure,True,1.0,unsure
,4Z274IMC,Biomechanical behavior of implant retained prostheses in the posterior maxilla using different materials: a finite element study,include,include,include,True,1.0,include
,JEQ53V28,Balanced enhancement of antibacterial activity and biocompatibility in chitosan-vancomycin 3D-printed scaffolds through mesoporous bioactive glass addition,exclude,exclude,exclude,True,1.0,exclude
,IU4TXBBS,Efficient tooth gingival margin line reconstruction via adversarial learning,unsure,unsure,unsure,True,1.0,unsure
,5IVRF5NF,AI-Powered Identification of Osteoporosis in Dental Panoramic Radiographs: Addressing Methodological Flaws in Current Research,unsure,exclude,unsure,False,0.6666666666666666,unsure
,Q4WEAUUG,"Transforming surgical planning and procedures through the synergistic use of additive manufacturing, advanced materials and artificial intelligence: challenges and opportunities",exclude,exclude,exclude,True,1.0,exclude
,P6W4Y5XA,Telescopic prosthesis for extensive mandibular tooth loss with a polyetherketoneketone framework fabricated using digital workflow: A case report,unsure,unsure,unsure,True,1.0,unsure
,SMP7ULWB,Feasibility of a hybrid SEMD-VMI-NMAR framework for metal artifact reduction in dental computed tomography: simulation study,unsure,unsure,unsure,True,1.0,unsure
,PI7AZ8NJ,Facial appearance prediction for orthognathic surgery with diffusion models,unsure,unsure,unsure,True,1.0,unsure
,9KKERB22,Attention-Base deep learning for 3D craniofacial soft tissue landmark detection and diagnosis in orthodontics,unsure,unsure,unsure,True,1.0,unsure
,4IYETYX2,Fitness accuracy and retentive forces of additive manufactured titanium clasp,unsure,unsure,unsure,True,1.0,unsure
,GT3HSR5N,Development of a Statistical Shape Model and Assessment of Anatomical Shape Variations in the Hemipelvis,exclude,exclude,exclude,True,1.0,exclude
,WJH5GAGS,"Traditional, 2D and 3D Workflows: What Is Better for Aesthetic Rehabilitation of Superior Anterior Teeth?",unsure,unsure,unsure,True,1.0,unsure
,B7TAIWTK,A 3D Co-Culture System Inspired by Fracture Healing Cell Interactions for Bone Tissue Engineering,exclude,exclude,exclude,True,1.0,exclude
,4M67GUVH,3D-Printed Functional Biphasic Scaffolds with Nanocomposites for Osteochondral Regeneration: A Step Toward Bioengineered Cartilage and Bone Integration,exclude,exclude,exclude,True,1.0,exclude
,GPMMUGAQ,Self-Organized Vascularized Microtissue Based on the Human Microvascular Unit for Tissue Repair and Regeneration,exclude,exclude,exclude,True,1.0,exclude
,UFHK2BUQ,Planimetric quantification of plaque in patients with multibracket appliances using an intraoral scanner - proof-of-concept,unsure,unsure,unsure,True,1.0,unsure
,JSU2KA77,Metal Organic Framework-Incorporated Three-Dimensional (3D) Bio-Printable Hydrogels to Facilitate Bone Repair: Preparation and In Vitro Bioactivity Analysis,exclude,exclude,exclude,True,1.0,exclude
,TT3FFFAV,Simple and Cost-Effective Generation of 3D Cell Sheets and Spheroids Using Curvature-Controlled Paraffin Wax Substrates,exclude,exclude,exclude,True,1.0,exclude
,A7JC68HD,3D-Printed Porous Titanium Root-Analogue Implant for the Treatment of Longitudinal Fracture of Mandibular Molars with Periapical Periodontitis: A Case Report,unsure,unsure,unsure,True,1.0,unsure
,HIGYUZZD,A robust registration algorithm based on salient object detection,exclude,exclude,exclude,True,1.0,exclude
,J78F7I8I,Differentiation of radicular cysts and radicular granulomas via texture analysis of multi-slice computed tomography images,include,unsure,unsure,False,0.6666666666666666,unsure
,RGNQYCDK,Retentive Forces of Removable Partial Denture Clasp Assemblies Made from Polyaryletherketone and Cobalt-Chromium: A Comparative Study,unsure,unsure,unsure,True,1.0,unsure
,3BAYRGI4,Deep absolute phase recovery from single- frequency phase map for handheld 3D measurement,exclude,exclude,exclude,True,1.0,exclude
,FEHPJQNB,Ginger extract release from 3D printed calcium phosphate scaffolds for bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,A88G5IRI,Novel standardized method for inducing medication-related osteonecrosis of the jaw in rats and precise quantitative assessment of pathological outcomes,unsure,unsure,unsure,True,1.0,unsure
,RAR7M36P,Temporal Modulation of DNA Methylation and Gene Expression in Monolayer and 3D Spheroids of Dental Pulp Stem Cells during Osteogenic Differentiation: A Comparative Study,exclude,exclude,exclude,True,1.0,exclude
,58D6XU47,A Rare Coeliacomesenteric Trunk Arising from the Aorta and a Hepatophrenic Trunk Giving Rise to an Accessory Left Hepatic Artery: Proposal of a New Classification System for Hepatic Arterial Variations,exclude,exclude,exclude,True,1.0,exclude
,SYDHVGXW,Comparative analysis of the safety and efficacy of 3D-bioprinted constructs embedded with human mesenchymal stem cells for bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,5Q98LR84,pH-responsive polydopamine-coated mesoporous silica nanoplatform integrated into 3D-printed PLA/nHA scaffolds for synergistic bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,2UMIFZRN,Development and virtual validation of a novel digital workflow to rehabilitate palatal defects by using smartphone-integrated stereophotogrammetry (SPINS),include,include,include,True,1.0,include
,I2CX599X,Evaluation of two printing techniques for maxillary removable partial denture frameworks,unsure,unsure,unsure,True,1.0,unsure
,BIUPRBSD,In-fiber Bragg sensor measurements assess fluid effects on strain in the periodontal space of an ex-vivo swine incisor complex under mechanical loading,exclude,exclude,exclude,True,1.0,exclude
,PGF7LT48,Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cast designs manufactured using stereolithographic 3D printing,include,include,include,True,1.0,include
,MTZIVEQB,Tissue surface adaptation and retention of digital obturator after one year of use,include,include,include,True,1.0,include
,4ZGWKF9Y,Estimation of centers of rotation of the maxillary incisors during nonextraction space closure using the Invisalign appliance,include,include,include,True,1.0,include
,7XTL6VPY,A Retrospective Cohort Study on Scan Quality of Implant Scanbodies Matched With CAD Libraries,unsure,unsure,unsure,True,1.0,unsure
,6FE3CE5K,3D printing for tissue/organ regeneration in China,exclude,exclude,exclude,True,1.0,exclude
,JJKKKQD7,A deep learning derived prostate zonal volume-based biomarker from T2-weighted MRI to distinguish between prostate cancer and benign prostatic hyperplasia,exclude,exclude,exclude,True,1.0,exclude
,99SWF2CI,"3D models for oral inflammation using gingival fibroblasts, lipopolysaccharides and hypoxia",unsure,exclude,exclude,False,0.6666666666666666,exclude
,CTGPJFQL,Motion-compensated noninvasive periodontal health monitoring using handheld and motor-based photoacoustic-ultrasound imaging systems,unsure,unsure,unsure,True,1.0,unsure
,7QYLAPD5,DentSeg-EDA: A 3D tooth segmentation framework for CBCT images using enhanced dual attention,unsure,unsure,unsure,True,1.0,unsure
,22UQETPW,Establishment and validation of an efficient method for the 3D culture of osteoclasts in vitro,exclude,exclude,exclude,True,1.0,exclude
,C23E6TBN,Development and validation of intraoral periapical radiography-based machine learning model for periodontal defect diagnosis,unsure,unsure,unsure,True,1.0,unsure
,JILIPTM5,The link between abutment configuration and marginal bone loss in subcrestally placed posterior implant-supported restorations,unsure,unsure,unsure,True,1.0,unsure
,4BWKTZSG,Explainable artificial intelligence to quantify adenoid hypertrophy-related upper airway obstruction using 3D Shape Analysis,unsure,unsure,unsure,True,1.0,unsure
,TJ9ACC3S,Innovative Approach to Computer-Aided Measurement of Unilateral Cleft Lip and Palate Models Using OnyxCeph3?,unsure,exclude,exclude,False,0.6666666666666666,exclude
,CQM5FTNI,An Innovative “Tooth-On-Chip” Microfluidic Device Emulating the Structure and Physiology of the Dental Pulp Tissue,unsure,exclude,exclude,False,0.6666666666666666,exclude
,A6ZJAKRM,Biofabricated poly (g-glutamic acid) bio-ink reinforced with calcium silicate exhibiting superior mechanical properties and biocompatibility for bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,JBLBAXQD,Dynamic finite element analysis of stress distribution in edentulous fixed restorations: Effects of different implant configurations and framework materials,unsure,unsure,unsure,True,1.0,unsure
,XCI3WWY4,Factors influencing craniofaciadental changes in skeletal Class III orthognathic surgery by using machine learning,unsure,unsure,unsure,True,1.0,unsure
,FUT7TPXZ,Evaluating Surgical Approaches for Hemimandibular Hyperplasia Associated with Osteochondroma: A Systematic Literature Review,exclude,exclude,exclude,True,1.0,exclude
,J59JBZ9K,Artificial intelligence performance in maxillary canine impaction: a systematic review,exclude,exclude,exclude,True,1.0,exclude
,7NHTLBL9,Explainable and lightweight deep learning for oral disease diagnosis: An ensemble and knowledge distillation approach,exclude,exclude,exclude,True,1.0,exclude
,P23TVHFB,Effect of build angle and layer height on the accuracy of 3-dimensional printed dental models,unsure,unsure,unsure,True,1.0,unsure
,Y8U8B9F6,Image quality evaluation of a new high-performance ring-gantry cone-beam computed tomography imager,exclude,exclude,exclude,True,1.0,exclude
,JYJSMM4M,Dynamic navigation for prosthetically driven zygomatic implant placement in extensive maxillary defects: Results of a prospective case series,unsure,unsure,unsure,True,1.0,unsure
,8CQXSRJC,Effect of different surface treatments on the bond strength of milled polyetheretherketone posts,unsure,unsure,unsure,True,1.0,unsure
,BTMYCI59,Periodontium-derived fibroblasts as a model to evaluate inflammation and pharmacological modulation of osteogenesis and osteoclast formation,exclude,exclude,exclude,True,1.0,exclude
,GDQYG6RJ,"Microneedle Technologies for Drug Delivery: Innovations, Applications, and Commercial Challenges",exclude,exclude,exclude,True,1.0,exclude
,R9QBMTFF,Iteration of Tumor Organoids in Drug Development: Simplification and Integration,exclude,exclude,exclude,True,1.0,exclude
,QFG24RI9,The relevance of intraoral scanner (IOS) for periodontal diagnosis: A scoping review,exclude,exclude,exclude,True,1.0,exclude
,SE8L9A5N,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",unsure,unsure,unsure,True,1.0,unsure
,NZG7YSMU,Intraoral Scanning Versus Conventional Methods for Obtaining Full-Arch Implant-Supported Prostheses: A Systematic Review with Meta-Analysis,exclude,exclude,exclude,True,1.0,exclude
,BRZ6NS5I,Differential osteo-specific invasion of patient-derived cancer cells in a microfluidic co-culture model,exclude,exclude,exclude,True,1.0,exclude
,WW4VCMZ8,An in vitro accuracy study on scan body-assisted surface based registration for conventional and zygomatic dental implants,unsure,unsure,unsure,True,1.0,unsure
,JMJ55A6A,Focal-AttentionNet: A novel AI-driven framework integrating holographic imaging for head and neck cancer diagnosis,exclude,exclude,exclude,True,1.0,exclude
,8HLZZQ59,A 3D Bioprinted Material That Recapitulates the Perivascular Bone Marrow Structure for Sustained Hematopoietic and Cancer Models,exclude,exclude,exclude,True,1.0,exclude
,QNNIKAKV,The Patterning Cascade Model and Human Mandibular Premolar Variation,unsure,unsure,unsure,True,1.0,unsure
,7SAXBVIP,A clinically oriented and interpretable AI framework for classifying dentin caries severity on CBCT images,unsure,unsure,unsure,True,1.0,unsure
,E7QLY3AY,Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies: A comparative in vitro study,unsure,unsure,unsure,True,1.0,unsure
,2DHJ2WE8,FHD-HybridNet: A fuzzy hellinger distance-guided hybrid deep learning framework for robust multiclass brain tumor classification,exclude,exclude,exclude,True,1.0,exclude
,XQQ4EMYY,Fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3D in-vitro IBD disease model for high throughput drug screening,exclude,exclude,exclude,True,1.0,exclude
,6CWVAMF6,Comparison of precision of implant placement between two different guided systems for static computer-assisted implant surgery: A simulation-based experimental study,unsure,unsure,unsure,True,1.0,unsure
,UZP59EBY,Computational Design of a Multi-Epitope Vaccine Against Porphyromonas gingivalis,exclude,exclude,exclude,True,1.0,exclude
,RCHE3PNM,Few-shot learning and explainable AI for colon cancer histopathology: A prototypical network with multi-technique interpretability,exclude,exclude,exclude,True,1.0,exclude
,8BGRVF7K,Automated detection of cephalometric landmarks using deep neural patchworks,unsure,unsure,unsure,True,1.0,unsure
,WS5IQGA2,Baicalein-Loaded Chitosan Films for Local Treatment of Oral Infections,unsure,unsure,unsure,True,1.0,unsure
,23Y7ND62,Assessing the physical and mechanical properties of 3D printed acrylic material for denture base application,unsure,unsure,exclude,False,0.6666666666666666,unsure
,W7TILNFK,Explainable vision transformer framework for multi-class classification and prognostic interpretation of oral cancer in histopathology images,exclude,exclude,exclude,True,1.0,exclude
,2HHCZJZ3,3D model construction and biomechanical analysis of temporomandibular joint disc perforation based on arthrography,unsure,unsure,unsure,True,1.0,unsure
,6J23L4DI,Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,unsure,unsure,unsure,True,1.0,unsure
,3ZVZI7FS,Design of an interactive system for access cavity assessment: A novel feedback tool for preclinical endodontics,unsure,unsure,unsure,True,1.0,unsure
,M7TB44ID,Artificial Intelligence-Based Multi-Stage System for Automated Angle's Classification of Malocclusion from Intraoral Images in Orthodontics,unsure,exclude,exclude,False,0.6666666666666666,exclude
,26P3U92E,"Engineering microspheres for breast cancer: integrating tumor modeling, diagnostics, and targeted treatment",exclude,exclude,exclude,True,1.0,exclude
,HDYG8L7N,Unleashing the potency of multi-segmental DCIA flap in mandibular reconstruction with the aid of virtual surgery-A retrospective cohort study,unsure,unsure,unsure,True,1.0,unsure
,YLHSPAZW,Development of a Complex Human In Vitro Model of Endochondral Ossification,exclude,exclude,exclude,True,1.0,exclude
,YUDZDAIE,Objective evaluation of orbito-zygomatic reconstruction with scapular tip free flaps to restore facial projection and orbital volume,unsure,unsure,unsure,True,1.0,unsure
,YPPZ6Q53,Automated segmentation of head CT scans for computer-assisted craniomaxillofacial surgery applying a hierarchical patch-based stack of convolutional neural networks,unsure,unsure,unsure,True,1.0,unsure
,ZKMGBIXX,A fully automated deep learning approach for coronary artery segmentation and comprehensive characterization,exclude,exclude,exclude,True,1.0,exclude
,VY5CRRHN,Accuracy of dental implant placement using static versus dynamic computer-assisted implant surgery: An in vitro study,unsure,unsure,unsure,True,1.0,unsure
,4CJX2G8D,Unsupervised learning of reference bony shapes for orthognathic surgical planning with a surface deformation network,unsure,unsure,unsure,True,1.0,unsure
,I5J9AXNU,Comparing the trueness of 3D printing and conventional casting for the fabrication of removable partial denture metal frameworks for patients with different palatal vault depths: An in vitro study,include,include,include,True,1.0,include
,TAVPDM8D,"Effect of thermal cycling on the mechanical properties of conventional, milled, and 3D-printed base resin materials: a comparative in vitro study",include,include,include,True,1.0,include
,ZX84PTKG,Multifunctional implantable hydrogels: Smart platforms at the forefront of biomedical innovation,exclude,exclude,exclude,True,1.0,exclude
,LZEYGM5C,Automatic landmark identification for surgical 3d-navigation - A proposed method for marker-free dental surgical navigation systems,include,include,include,True,1.0,include
,N2Y7K34F,Evaluation of different registration methods and dental restorations on the registration duration and accuracy of cone beam computed tomography data and intraoral scans: a retrospective clinical study,unsure,unsure,unsure,True,1.0,unsure
,GY8ZSQRM,CMF-Net: craniomaxillofacial landmark localization on CBCT images using geometric constraint and transformer,unsure,unsure,unsure,True,1.0,unsure
,E92DLAGP,Fabrication and In Vitro Characterization of Novel Hydroxyapatite Scaffolds 3D Printed Using Polyvinyl Alcohol as a Thermoplastic Binder,exclude,exclude,exclude,True,1.0,exclude
,D5VQSNCE,"Marginal and internal fit of three-unit zirconia fixed dental prostheses: Effects of prosthesis design, cement space, and zirconia type",unsure,unsure,unsure,True,1.0,unsure
,7ZKZHFDS,3D environment with BMP-2-releasing nanocarriers enhances osteogenic commitment of human tendon stem cells,exclude,exclude,exclude,True,1.0,exclude
,HVSVPP5G,Full-laser-enabled clean hierarchical structuring and multifunctional synergy for high-performance in vivo 3D-printed implants,exclude,exclude,exclude,True,1.0,exclude
,AF87XDDY,Study on the densification drilling mechanism and evaluation system of polyurethane foam as a simulated material for alveolar bone,unsure,unsure,unsure,True,1.0,unsure
,I3TST95R,Demographic and structural indicators of temporomandibular joint osteoarthritis in asymptomatic adults: a cone-beam computed tomography-based multivariate analysis,unsure,unsure,unsure,True,1.0,unsure
,UQD3PPU3,Comparative biomechanics of all-on-4 and vertical implant placement in asymmetrical mandibular: a finite element study,unsure,unsure,unsure,True,1.0,unsure
,6FDZK9VR,Planning system for the optimization of electric field delivery using implanted electrodes for brain tumor control,exclude,exclude,exclude,True,1.0,exclude
,M9JXA2JA,Remedying infectious bone defects via 3D printing technology,exclude,exclude,exclude,True,1.0,exclude
,25923KNL,Platform technologies for regenerative endodontics from multifunctional biomaterials to tooth-on-a-chip strategies,exclude,exclude,exclude,True,1.0,exclude
,QNGMXXMT,Label-free saliva screening platform using M13 bacteriophage-based 3D plasmonic structures for MRONJ diagnosis,exclude,exclude,exclude,True,1.0,exclude
,4PNISP4D,Explainable CNN-Radiomics Fusion and Ensemble Learning for Multimodal Lesion Classification in Dental Radiographs,exclude,exclude,exclude,True,1.0,exclude
,RJTHGWR9,Influence of the Angulation and Insertion Depth of Implants on the 3D Trueness of Conventional and Digital Impressions,unsure,unsure,unsure,True,1.0,unsure
,4CX3I2NW,In Vitro and In Vivo Evaluation of 3D Printed Poly(Ethylene Glycol) Dimethacrylate-Based Photocurable Hydrogel Platform for Bone Tissue Engineering,exclude,exclude,exclude,True,1.0,exclude
,KACG2NYI,Accuracy and efficiency of a calibration approach in dynamic navigation for implant placement: An in vitro study,unsure,unsure,unsure,True,1.0,unsure
,3H4DSIRU,Osteogenic Nanozymes for Diabetic Bone Regeneration via Synergistic Antioxidant and Osteoinductive Functions,exclude,exclude,exclude,True,1.0,exclude
,4FC2X3LJ,Trueness of removable partial denture frameworks additively manufactured with selective laser melting,unsure,unsure,unsure,True,1.0,unsure
,5B8XDKKQ,"Comparison of the accuracy of implant position among freehand implant placement, static and dynamic computer-assisted implant surgery in fully edentulous patients: a non- randomized prospective study",unsure,unsure,unsure,True,1.0,unsure
,ASDW5B4B,A Novel Pancreatic Tumor Detection and Diagnosis Using Adaptive TransResUnet Aided Segmentation and ASPP with Multi-Scale EfficientNet-Based Classification,exclude,exclude,exclude,True,1.0,exclude
,CQJ6U8GK,Bilayer Fiber-Reinforced Composite-Hydrogel Scaffolds With Bioactive Glass for Bone Tissue Regeneration,exclude,exclude,exclude,True,1.0,exclude
,NVTUI38R,An intestinal matrix-based human lung cancer model reflects clinical data from gefitinib on dosage-dependent efficacy,exclude,exclude,exclude,True,1.0,exclude
,HTI9YI8V,Geometric and dosimetric impact of 3D generative adversarial network-based metal artifact reduction algorithm on VMAT and IMPT for the head and neck region,exclude,exclude,exclude,True,1.0,exclude
,I8J9WSTP,Comparison of Immediate Implant Placement Accuracy Between Novice and Experienced Operators Using Aggressive and Apical-Aggressive Thread Implant With dCAIS: An In Vitro Model Study,unsure,unsure,unsure,True,1.0,unsure
,HN62NC7A,"Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT, and finite element analysis",unsure,unsure,unsure,True,1.0,unsure
,JTQCYKPI,"Reconstructing dietary ecology of extinct strepsirrhines (Primates, Mammalia) with new approaches for characterizing and analyzing tooth shape",exclude,exclude,exclude,True,1.0,exclude
,A2IQLI82,Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,unsure,unsure,unsure,True,1.0,unsure
,KJCSZZKL,Accuracy of digital impressions for three- unit and four-unit implant supported fixed dental prostheses using a novel device,unsure,unsure,unsure,True,1.0,unsure
,UEXGMEK7,Automated condylar seating assessment using a deep learning-based three-step approach,unsure,unsure,unsure,True,1.0,unsure
,6Z8WC5MR,Comparing 3D Tooth Movement When Implementing the Same Virtual Setup on Different Software Packages,include,include,include,True,1.0,include
,KY63Y6R9,Zirconia endocrown with intracanal extension and zi posts on maxillary molars: in silico study,unsure,include,include,False,0.6666666666666666,include
,IAU2WQCS,Comparing a knowledge-based 3D reconstruction algorithm to TomTec 3D echocardiogram algorithm in measuring left cardiac chamber volumes in the pediatric population,exclude,exclude,exclude,True,1.0,exclude
,QRK3VBMA,Optimization of Resin Printing Parameters for Improved Surface Roughness Using Metaheuristic Algorithms: A Multifaceted Approach,unsure,unsure,unsure,True,1.0,unsure
,T5ULN7W4,Material-discriminating chromatic X-ray stationary intraoral computed tomography technology,unsure,unsure,unsure,True,1.0,unsure
,URS4TJAG,Multiscale 3D Whole Joint Cellular and Molecular Mapping Reveals Disease-Specific Neurovascular Plasticity Underlying the Structure-Pain Relationship,exclude,exclude,exclude,True,1.0,exclude
,4S9PAY5N,Biomechanical effect of implant design on four implants supporting mandibular full-arch fixed dentures: In vitro test and finite element analysis,exclude,unsure,unsure,False,0.6666666666666666,unsure
,F998RIHV,Clinical efficacy of maxillary digital removable partial dentures based on direct intraoral scanning and selective laser melting technology: a double-blind randomized controlled crossover clinical trial,unsure,unsure,unsure,True,1.0,unsure
,8NVWKNJM,Evaluation of Four-Dimensional Computed Tomography as a Technique for Quantifying Carpal Motion,exclude,exclude,exclude,True,1.0,exclude
,BPXF2FW7,RANKL neutralisation prevents osteoclast activation in a human in vitro ameloblastoma-bone model,unsure,unsure,unsure,True,1.0,unsure
,TAIBSVUD,Evaluating a preclinical orthodontic training using haptic-enhanced VR simulation system: a longitudinal study,unsure,unsure,unsure,True,1.0,unsure
,QW9W4XKJ,Automatic and standardized reporting of perioperative MRIs in patients with central nervous system tumors,exclude,exclude,exclude,True,1.0,exclude
,ZD6BVLA7,Accuracy of dental implant surgery with robotic position feedback and registration algorithm: An in-vitro study,unsure,unsure,unsure,True,1.0,unsure
,UBSHIVXV,Accuracy of intraoral scanning methods for maxillary Kennedy class I arch,exclude,exclude,exclude,True,1.0,exclude
,FLGPJH3R,Penetration of inferior alveolar nerve canal increased by bicortical fixation after bilateral sagittal split osteotomy in mandibular prognathism,unsure,exclude,exclude,False,0.6666666666666666,exclude
,52HGP6QH,An application framework of 3D assessment image registration accuracy and untouched surface area in canal instrumentation laboratory research with micro-computed tomography,include,include,include,True,1.0,include
