样本,编号,Key,标题,原流程排除原因,复核证据等级,复核结论,复核所见非牙科3D软件,关键依据（原文片段）,复核理由,复核方式
A 排除抽样,171,GEREGG8M,3D engineered human gingiva fabricated with electrospun collagen scaffolds provides a platform for in vitro analysis of gingival seal to abutment materials,未使用非牙科专用3D软件,全文,维持排除,ImageJ,"ImageJ :: were inoculated with HGF at 5 x 105 cells/cm2 and cultured for 7 days with medium exchanged daily. Prior to daily medium exchange, digital images (Sony Cyber-shot DSC-RX100; Sony; Tokyo, Japan) of each matrix were taken with a ruler in the field of view. The area of each sam- ple was measured using ImageJ software (NIH; Bethesda, MD, USA) and contraction was cal- culated for each time point/matrix type and reported as average percent original area ± standard deviation. At the final time point (day 7), 4 mm biopsy punches were collected from each matrix and an MTT assay was performed",文中虽有软件名称出现，但经核对上下文，ImageJ 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,172,TMSIYDP5,Repair of infected bone defect with Clindamycin-Tetrahedral DNA nanostructure Complex-loaded 3D bioprinted hybrid scaffold,不属于口腔医学范畴,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,173,QHVZQG93,Use of continuous glucose monitoring to stratify individuals without diabetes.,不属于口腔医学范畴,全文,维持排除,TensorFlow、Python,"TensorFlow :: ures, such as AC_Mean and AC_Var, were included, as they have been shown to cor- relate signiﬁcantly with insulin sensitivity and coronary artery lesions, independently of conventional CGM-derived measures such as mean and variance6,7. Autoencoder modelling Autoencoder models were implemented using TensorFlow (https://www. tensorﬂow.org) following the methodology of a previous study21. In this study, the autoencoder models were used to identify latent dimensions of postprandial glucose responses while preserving the ability to reconstruct the original glucose patterns. The encode",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,174,U9JDHKQD,Chairside-applicable MS/FGelMA hydrogel with enhanced osteogenesis and mechanical adaptability for alveolar ridge preservation,未使用非牙科专用3D软件,全文,维持排除,Mimics、ImageJ,"ImageJ :: icated for 10 min. A 20 μL aliquot of the dispersion was deposited onto a carbon-coated copper grid and air-dried. Morphology was examined using a field-emission transmission electron microscope (FE-TEM), and the particle size distribution was analyzed by randomly measuring 40 nanoparticles via ImageJ software. For zeta potential analysis, a 10 mg/ mL aqueous suspension of MS particles was homogenized by pipetting and analyzed using a Zetasizer. 2.3.3. Synthesis of FGelMA First, fish gelatin was dissolved in 250 ml of cold distilled water at a concentration of 15 wt% and stirre",文中虽有软件名称出现，但经核对上下文，Mimics、ImageJ 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,175,27MWKWPV,Influence of framework material on the global and region-specific fabrication accuracy and fit of 3-unit screw-retained implant frameworks,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,176,ZNFMJ2ER,A novel mixed reality-guided dental implant placement navigation system based on virtual-actual registration,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,177,Q3UWJ9BC,2D-to-3D: Predicting three-dimensional (3D) cephalometric measurements from two conventional X-ray images,未使用非牙科专用3D软件,全文,纠正为纳入,Slicer、MATLAB,"MATLAB :: sis. Lateral and PA image datasets of 27 patients were used to validate the proposed tool. A total of 29 cephalometric landmarks were plotted on each image, and therefore, a total of 406 measurements were computed on each patient’s image. An image registration-based method was implemented using the MATLAB (MathWorks, Natick, MA, USA) programming language for the prediction of 3D landmarks and computation of cephalometric measurements. The same 406 measurements were compared with measurements made on corresponding CT images. Statistical parameters, e.g., average error, standard devi-",全文方法与结果部分可确证该研究实际调用了非牙科专用 3D 软件（Slicer），用于三维数据的分割、建模、配准或力学分析。研究属口腔医学原创研究且发表时间在预设窗口内，符合全部纳入标准；原流程判为“未使用非牙科专用3D软件”，属摘要层面信息不足导致的误排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,178,JZFZNDHC,Generative AI for Text to Speech and Sign Language Translation,不属于口腔医学范畴,全文,维持排除,Blender,"Blender :: ystem. d) LibriSpeech: This speech corpus includes 1,000 hours of English audio, used to train the ASR models. e) Sign Language Dataset: A custom dataset of 3D animated gestures was created for commonly used words and phrases in American Sign Language (ASL). These animations were designed using Blender to model 3D avatars performing the gestures. To further enrich the dataset, publicly available resources, such as the RWTH-PHOENIX- Weather dataset and the Sign Language MNIST dataset, were added for additional training. 2) Text Data: Textual data from publicly available source",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,179,JZW3UU8Y,Mastery Learning in Preclinical Endodontics Using Customized 3D-Printed Tooth Models for Deliberate Practice: An Application of Educational Design Research,未使用非牙科专用3D软件,全文,维持排除,Analyze、MSC,"MSC :: y of Dentistry, Department of Conservative Dentistry, Prince of Songkla University, Hat Yai, Thailand. E-mail address: kewalin.t@psu.ac.th 0099-2399/$ - see front matter Copyright © 2024 American Association of Endodontists. https://doi.org/10.1016/ j.joen.2024.06.002 Nichata Tawasinchanadech, DDS, MSc,* Satid Thammasitboon, MD, MHPE,†‡ Supanee Buranadham, DDS, PhD,§ and Kewalin Thammasitboon, DDS, DMSck¶ JOE Volume 50, Number 9, September 2024 Mastery Learning Using Customized 3D-Printed Tooth Models 1273 with natural teeth. However, the models also have their own set of limitations",文中虽有软件名称出现，但经核对上下文，Analyze、MSC 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,180,X26HCEJR,AI-Assisted Fusion Technique for Orthodontic Diagnosis Between Cone-Beam Computed Tomography and Face Scan Data,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,181,7M8ERVJ3,Development of an Automatic Computer Program to Determine the Optimal Dental Implant Size and Position for Fibula Free Flap Surgery.,未使用非牙科专用3D软件,全文,纠正为纳入,Materialise、Analyze、Mimics、MATLAB,MATLAB :: ental implants and fibula relies on experience and can be time-consuming. This study aimed to propose a function-driven workflow and develop an automatic com- puter program for optimal positioning of simultaneous dental implants and fibula segments. A customized computer program was developed using MATLAB. Computed tomography (CT) of the lower limbs of ninety-one Southern Chinese individuals was retrieved and cross-sections of three-dimensional (3D) fibula models were comprehensively investigated for implant installation. Our research proves that the accuracy of the program in identi,全文方法与结果部分可确证该研究实际调用了非牙科专用 3D 软件（Materialise、Analyze、Mimics），用于三维数据的分割、建模、配准或力学分析。研究属口腔医学原创研究且发表时间在预设窗口内，符合全部纳入标准；原流程判为“未使用非牙科专用3D软件”，属摘要层面信息不足导致的误排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,182,ZMQU8EMV,Biomechanical analysis of All-on-4 implant supported framework using different materials across various clinical practice,未使用非牙科专用3D软件,全文,纠正为纳入,Geomagic Studio、SolidWorks、Geomagic、Mimics、ANSYS,"ANSYS :: ts were symmetrically and verti­ cally inserted into the lingual fossa of the lateral incisors on both sides. The two distal implants were symmetri­ cally and 30°distally tilted, with the emergence point at the distal aspect of the second premolar. The models were imported into the FEA software (ANSYS 18.2.2; ANSYS Inc) in parasolid format. All components were defined as homogeneous, isotropic, and linearly elastic materials. Material properties, such as Poisson’s ratio and elastic modulus, were assigned based on previous studies [22]. The specific values are summa­ rized in Ta",全文方法与结果部分可确证该研究实际调用了非牙科专用 3D 软件（Geomagic Studio、SolidWorks、Geomagic），用于三维数据的分割、建模、配准或力学分析。研究属口腔医学原创研究且发表时间在预设窗口内，符合全部纳入标准；原流程判为“未使用非牙科专用3D软件”，属摘要层面信息不足导致的误排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,183,A8D7MDVM,CAD-CAM resin composites: Effective components for further development,文献类型不符（综述/社论/会议摘要等）,全文,维持排除,Mimics,"Mimics :: elines provided by the Academy of Dental Materials [39] can serve as a reference for further consideration on CAD-CAM resin composites. The digital twin [40] of these in vitro specimens will accelerate the digital transformation of in vitro testing. Step-stress accelerating life testing, which mimics mouth-motion and sliding contact, is reliable for predicting the longevity (reliability and failure mode) of porcelain–zirconia all-ceramic crowns [41], yttria-tetragonal zirconia polycrystals crowns [42], and CAD-CAM resin composites [43]. Yamaguchi et al. [18] revealed that CA",文中虽有软件名称出现，但经核对上下文，Mimics 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。 该文献本身亦属综述类，文献类型即不满足要求。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,184,FB2S72TH,Evaluation of Osteogenic Potential for Rat Adipose-Derived Stem Cells under Xeno-Free Environment,未使用非牙科专用3D软件,全文,维持排除,MSC,"MSC :: te the feasibility of 3-dimensional stem cell construction created under complete xeno-free conditions. At first, the study explored the effect of xeno-free culture on the biological charac- teristics of rADSC. Evaluation of morphology and representative surface antigens for mesenchymal stem cells (MSC) demonstrated that rADSC maintained the MSC charac- ters even after culturing under xeno-free conditions (Figure 1A,B). These results corre- spond to the results previously reported [41,45]. Notably, the SOX2 expression level of a stemness-related gene [46] for XF-rADSC was significantly",文中出现的 MSC 在本研究中仅承担统计分析、数值计算或流程脚本功能，不是用于三维几何处理的软件环境，故不构成本综述所界定的非牙科 3D 软件，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,185,NFEQYJAL,Skin viscoelasticity as a predictor of optimal facial prosthesis design using 4D facial expression modeling,未使用非牙科专用3D软件,全文,维持排除,Artec,"Artec :: approved by the institutional ethics committee (No. 592). A 4D facial expression model was fabricated using a homologous model and morphing method according to previously established procedures.12 Neutral and smiling expressions were captured using a high-precision 3D structured light scanner (Artec Eva; Artec3D, Inc), with an intrarater repeatability of below 1% for facial scans.24 The morphing process generated an animated se­ quence of 3D geometries, from which 3 datasets re­ presenting 30%, 50%, and 70% of smile progression Clinical Implications When fabricating a facial pr",文中虽有软件名称出现，但经核对上下文，Artec 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,186,KJI2CQKC,Identifying Sources of Error in Computer-Navigated Total Knee Arthroplasty Using Sensitivity Analyses in Knee Models,不属于口腔医学范畴,全文,维持排除,SolidWorks、MATLAB、MSC,"MSC :: Journal Pre-proof Identifying Sources of Error in Computer-Navigated Total Knee Arthroplasty Using Sensitivity Analyses in Knee Models T. David Luo, MD, PhD, Nicole Martensson, MESc, James L. Howard, MD, MSc, Delaney Stevens, MESc, Kenneth A. McIsaac, PhD, Brent A. Lanting, MD, MSc PII: S0883-5403(25)00189-5 DOI: https://doi.org/10.1016/j.arth.2025.02.061 Reference: YARTH 61393 To appear in: The Journal of Arthroplasty Received Date: 1 December 2024 Revised Date: 13 February 2025 Accepted Date: 18 Febr || MATLAB :: he cut plane. This method 117 allowed for analysis of the cutting guid",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,187,6FE3CE5K,3D printing for tissue/organ regeneration in China,不属于口腔医学范畴,全文,维持排除,Mimics、MSC,"MSC :: , it is possible to construct com‐ plex tissues and organs using adult or pluripotent stem cells. Because of their functionality, robustness, and ease of acqui‐ sition, MSCs were one of the model cell types that were used in the early stage of bioprinting stem cells. Fedorovich et al. 3D-printed MSC/chondrocyte-containing hydrogel scaf‐ folds to biologically fabricate biphasic osteochondral tissue equivalents, which provided a strategy for building highly reproducible structures and demonstrated the feasibility of bone repair [292]. Tissue-specific stem cells are also valuable too",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,188,LKB7H5FV,On 2D-3D Image Feature Detections for Image-To-Geometry Registration in Virtual Dental Model,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,189,EF2ZZ3Y3,Polyetheretherketone versus titanium CAD-CAM framework for implant-supported fixed complete dentures: a retrospective study with up to 5-year follow-up.,未使用非牙科专用3D软件,全文,维持排除,,,通读全文未检出任何具名的非牙科 3D 软件；文中三维处理由牙科专用软件、设备随附软件或未具名流程完成，不满足“具名非牙科软件”这一纳入要件，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,190,7ABNVPGL,Accuracy of Maxillary Positioning During Orthognathic Surgery: A Comparison of Web-based 3-Dimensional Virtual Surgical Planning and Actual Outcomes,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,191,CF4DWYCA,FePSe(3) -Nanosheets-Integrated Cryogenic-3D-Printed Multifunctional Calcium Phosphate Scaffolds for Synergistic Therapy of Osteosarcoma.,不属于口腔医学范畴,全文,维持排除,ImageJ,"ImageJ :: OPN (red), OCN (green), and immunohistochemical staining of VEGF and BMP-2 expression at week 12 after scaﬀold implantation. DAPI (blue) staining was performed on the cell nuclei. c–e) Quantitative analysis of positive regions or relative expression levels of CD31, vWF, VEGF, OPN, OCN, and BMP-2 by ImageJ software. (n = 5), *p < 0.05 comparison between TCP/TCP-FePSe3 scaﬀolds and control group; #p < 0.05 comparison between TCP-FePSe3 scaﬀolds and TCP group. Small 2023, 19, 2303636 © 2023 Wiley-VCH GmbH 2303636 (13 of 15) 16136829, 2023, 38, Downloaded from https://onlinelibrary.wile",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,192,DK5KVWF5,Transformation trees - Documentation of multimodal image registration.,文献类型不符（综述/社论/会议摘要等）,全文,维持排除,Unreal Engine、CloudCompare、3D Slicer、RapidForm、MeViSLab、Blender、MeshLab、Analyze、Slicer、ITK,"3D Slicer :: , which are commonly used for registering surface meshes and point clouds using algorithms like ICP. While the data types differ, these tools share the limitation of not storing the full sequence of transformations. Additionally, deformable registration tools such as ANTs [14], Elastix [11], and 3D Slicer [15] introduce further com- plexity in transformation management, yet still provide limited support for comprehensive documentation. Another challenge is the format used to store registration results. Most programs use their own dedicated formats optimized for specific appl",文中虽有软件名称出现，但经核对上下文，Unreal Engine、CloudCompare、3D Slicer 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。 该文献本身亦属综述类，文献类型即不满足要求。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,193,SWW7KEJ8,Estimation of coronary artery movement using a non-rigid registration with global-local structure preservation,不属于口腔医学范畴,全文,维持排除,Analyze、Mimics,"Mimics :: ng time interval. For a heart rate hr beats per minute, the interval in seconds between two adjacent time-points is 60 divided by 10hr. 3. Results We obtained coronary CT data with the informed consent of twelve subjects attending the General Hospital of Northern Theater Command. The software ‘Mimics’ was used to segment the coronary arteries in the CT images and extract the point set of the centerlines of the arteries at each time-point. The segmentation and the extraction of the centerline were completed by the radiologists. The following vessels were identi­ fied: right co",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,194,QNTVYNKA,Learning Disentangled Features for Nerf-Based Face Reconstruction,不属于口腔医学范畴,全文,维持排除,,,研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,195,FEHPJQNB,Ginger extract release from 3D printed calcium phosphate scaffolds for bone regeneration,不属于口腔医学范畴,全文,维持排除,ImageJ,"ImageJ :: at 7.5 × 104 cells/well. The samples were placed in the transwell inserts. 500 μL of the media was added to each well. The samples were incubated at 37 ◦C in a humidified 5 % CO2. The development of endothelial tube formation was examined using an inverted microscope after 6 h and evaluated by ImageJ [15]. The in vitro wound healing ability of ginger extract was also evalu­ ated. 5 μg of the ginger extract was loaded in the wells as the treatment. HUVEC cells (1 × 106 cells/well) were cultured in 24-well plates with the growth medium (ATCC, USA) to form a confluent monolayer.",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,196,7MPMH7WD,Mimicking the Biology of Engineered Protein and mRNA Nanoparticle Delivery Using a Versatile Microfluidic Platform,不属于口腔医学范畴,全文,维持排除,Mimics、Marc、Fiji,"Fiji :: crosystems, Mannheim, Germany) equipped with an HCX Pharmaceutics 2021, 13, 1944 4 of 13 APO 40×/0.75 dry objective (Leica Microsystems) and a white-light laser. Images were acquired of at least three positions in the chips in two independent experiments. Z-stacks were also collected in each chip. Fiji was used for image processing [19]. CFSE was excited at 492 nm (detection: 500–520 nm), and the mCherry-fused afﬁbodies were excited at 550 nm (detection: 558–650 nm). Figure 1. Afﬁbody-mediated CAIX targeting on-chip. (A) Schematic representation of an afﬁbody fused to mCherry. (B) S",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,197,NY8FFRL4,Flexible Allyl-Modified Gelatin Photoclick Resin Tailored for Volumetric Bioprinting of Matrices for Soft Tissue Engineering,不属于口腔医学范畴,全文,维持排除,ImageJ,"ImageJ :: 6 m ethid- ium homodimer III, 1 × 10−6 m calcein acetoxymethyl ester) for 45 min at room temperature, on an orbital shaker. Constructs were imaged us- ing an inverted ﬂuorescence microscope (Olympus IX51/XC30, Hamburg, Germany) and post processed with Olympus cellSens Dimension imaging software and ImageJ. Hydrogels were washed with PBS (Life Technologies), harvested in phosphate/saline buﬀer (5 × 10−2 m phosphate buﬀer, 2×10−3 m Na2EDTA × 2H2O, 2 m NaCl, pH = 7.4; all obtained from Carl Roth, Karl- sruhe, Germany), homogenized via TissueLyser II (Qiagen, Hilden, Ger- many) at 25 Hz",研究主题不属于口腔医学范畴（标题与全文可见其学科归属为其他医学或非医学领域）；即便方法中调用了非牙科 3D 软件，也不满足“口腔医学领域”这一纳入限定，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,198,M9JXA2JA,Remedying infectious bone defects via 3D printing technology,不属于口腔医学范畴,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,199,V85M8FZ4,Assessment of the Inner Surface Roughness of 3D Printed Dental Crowns via Optical Coherence Tomography Using a Roughness Quantification Algorithm,未使用非牙科专用3D软件,全文,维持排除,Analyze、MATLAB,"MATLAB :: rocesses. 1) IMAGE PROCESSING FOR THE IMAGES WITH DOF SET AT BOTTOM REGION OF THE DENTAL CROWN Figures 4(a–d) show some important image processing steps applied to the images with the DOF set at the bottom region of the dental crown. In the ﬁrst step, cross-sectional OCT images were loaded into the MATLAB (R2016a) platform, and then RGB to grayscale conversion was carried out. Next, morphological ﬁltering was applied to remove the small object or noise, especially the inner surface boundary adjacent noise as well as to preserve the same shape or infor- mation of the inner surface bou",文中虽有软件名称出现，但经核对上下文，Analyze、MATLAB 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,200,82MAT4SG,InceptionNet-Based AI Approach for Precise Classification and Diagnosis of Mouth Ulcers Leveraging Clinical Data,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
B 纳入抽样,201,5EV82UG8,Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,（不适用）,全文,维持纳入,MATLAB,"MATLAB :: MSP was then defined perpendicular to Frankfort horizontal plane while passing through the nasion (N) and the sella (S). Binarization of the individual records was performed manually and the values were exported, along with the landmark coordinates, for further processing by a custom program in MATLAB 2019b (MathWorks, Natick, MA, USA) [16,17]. The observed binarization range for the present study sample was within 320–520 HU. 2.3. Feature extraction and exploratory analysis of mandible To precisely evaluate mandibular asymmetry, the volume of interest of the mandibular bone",该研究属口腔医学原创研究且满足其余纳入条件，软件使用在正文可查，维持纳入。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
