样本,编号,Key,Title,流程记录原因,证据等级,PDF,命中非牙科软件,命中牙科专用软件,全文长度,证据片段,摘要
B_纳入抽样,214,MKQJRINH,Three-dimensional volumetric evaluation of dental pulp cavity/tooth ratio in anterior open bite malocclusion using cone beam computed tomography,,全文,Kuharattanachai 等 - 2022 - Three-dimensional volumetric evaluation of dental pulp cavitytooth ratio in anterior open bite malo.pdf,Materialise；3-Matic；Dolphin；Mimics,Dolphin Imaging,34714,"Dolphin :: iography  and CBCT (NewTom Giano, Verona, Italy). Lateral cephalo- grams were taken at maximum intercuspation position with  lip seal in the rest position and Frankfort horizontal plane  according to the natural head position, and then were traced  digitally using a commercially available software (Dolphin  imaging version 11.9, Dolphin Imaging & Management  Solutions, Chatsworth, Calif). Patients were assigned into 2  groups according to the previously described method [11].  Briefly, six cephalometric measurements were analyzed: (1)  the sella-nasion (SN) to gonion-gnathion (GoGn) angle; (2)  the S || Mimics ::  incisor, canine, first  premolar, second premolar, first molar, and second molar  (maxillary third molars were excluded from the study). Measurement of pulp cavity and tooth volume The patients’ DICOM files were obtained by CBCT and con- verted to the STL format usin","Objectives To assess and compare pulp cavity/tooth volume ratio of maxillary permanent teeth between patients exhibiting anterior open bite malocclusion and those exhibiting anterior normal overbite using cone beam computed tomography (CBCT). Materials and methods 3D dental images from 44 patients aged between 15 and 29 years were analyzed. The DICOM files of all dental images were imported into an image processing software for calculating pulp cavity volume and tooth volume. Differences of pulp cavity volume, tooth volume, and pulp cavity/tooth volume ratio of each tooth type from both types of occlusions were analyzed using the independent t test. The intra-class correlation coefficient was used to evaluate intra-examiner reliability. Results The means of pulp cavity/tooth volume ratio in anterior open bite group were significantly greater than those in anterior normal overbite group ("
B_纳入抽样,215,F4LRK4QN,"Development and biomechanical evaluation of subject-specific, anatomically complete 3D finite element models of the temporomandibular joint using the four-finger mouth-opening test",,全文,"Jain 等 - 2026 - Development and biomechanical evaluation of subject-specific, anatomically complete 3D finite elemen.pdf",ANSYS Workbench；SpaceClaim；3D Slicer；Blender；Slicer；ANSYS,,55315,"3D Slicer :: omatic subject and two Class II cases with mild and moderate anterior disc displacement during the four- ﬁnger mouth-opening test. Methods: Three subject-speciﬁc TMJ models were constructed using CBCT for hard tissues and high-resolution MRI for soft tissues. A hybrid anatomical workﬂow integrating 3D Slicer, Blender, and ANSYS SpaceClaim enabled complete maxillofacial reconstruction. Nonlinear FE simulations (ANSYS Workbench) quantiﬁed stresses in the disc, condylar head, condylar neck, articular eminence, and glenoid fossa using validated material proper- ties, frictional contacts, and physiological ","Background: Accurate biomechanical characterization of asymptomatic TMJ function requires anatomically complete, subject-specific models, yet such validated finite element (FE) frameworks remain limited. Objective: To introduce and technically evaluate a novel MRI-validated, kinematically -driven, anatomically complete, subject-specific 3D nonlinear FE TMJ framework, and to demonstrate its biomechanical responses in one asymptomatic subject and two Class II cases with mild and moderate anterior disc displacement during the four-finger mouth-opening test. Methods: Three subject-specific TMJ models were constructed using CBCT for hard tissues and high-resolution MRI for soft tissues. A hybrid anatomical workflow integrating 3D Slicer, Blender, and ANSYS SpaceClaim enabled complete maxillofacial reconstruction. Nonlinear FE simulations (ANSYS Workbench) quantified stresses in the disc, cond"
B_纳入抽样,216,EP3KFPLS,Measured accuracy of intraoral scanners is highly dependent on methodical factors.,,摘要,,,,0,,
B_纳入抽样,217,J4KXNK2R,An integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabricated by multiple digital techniques,,全文,Liu 等 - 2025 - An integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabri.pdf,Geomagic Wrap；Geomagic,3Shape；Dental System,20331,"Geomagic Wrap :: mill Map 600; Amann  Girrbach AG) was used to acquire the data of the cameo  surface of the framework and the entire impression, both  the cameo surface and the intaglio surface, extraorally (Data  C) (Fig. 4B). Data A, Data B, and Data C were imported into a re­ verse engineering software program (Geomagic Wrap; 3D  Systems). Data B were pinned, and Data A were registered  to Data B by using the data from the dentition as common  references (Fig. 4C), while Data C were registered to Data B  by using the data from the cameo surface of the framework  and impression as common references (Fig. 4D). Data C  we","The digital workflow to fabricate an integrated hollow bulb obturator prosthesis with a metal framework for a patient with soft palate defect is described. The framework was digitally designed with an open lattice denture base connector to facilitate the assembly of the hollow bulb obturator and printed with titanium. A functional impression of the palatopharyngeal area was made, and an integrated 3-dimensional (3D) cast was obtained by aligning the data of the functional impression to the preliminary intraoral scan data. The hollow bulb obturator and a palatal cover were designed based on the integrated 3D cast and the framework design data and printed with light-polymerizing denture base resin. The printed framework, obturator, and palatal cover were assembled and bonded without a physical cast, and the definitive prosthesis exhibited good fit, retention, and stability. (J Prosthet Den"
B_纳入抽样,218,HVIZBRYA,Morphological changes of the root apex in anterior teeth with periapical periodontitis: an in-vivo study,,全文,Zhang 等 - 2022 - Morphological changes of the root apex in anterior teeth with periapical periodontitis an in-vivo s.pdf,3D Slicer；Analyze；Slicer,,32758,"3D Slicer ::  an experienced licensed radiologist with the minimum  exposure necessary for adequate image quality, following  strictly the as low as reasonably achievable protocol. The images were exported in Digital Imaging and Com- munications in Medicine (DICOM) data format. Then  the data were imported into 3D Slicer 4.8.1 (https://​ www.​slicer.​org/), a free open-source software for medi- cal image processing [15], analyzed using a 13.9-in. HUA- WEI Mate Book X Pro 2020 (HUAWEI Corporation,  Shenzhen, China) screen with a resolution of 3000 * 2000  pixels in a darkroom. Two‑dimensional (axial slices) measurem || Slicer ::  with periapical periodontitis were enrolled, compared with the healthy con‑ tralateral teeth. Two-dimensional measurement of Cone-beam computed tomography was used to determine the  location and measure diameter of the apical constriction according to Schell’s me","Introduction The aim was to analyze the morphological changes of root apex in anterior teeth with periapical periodontitis. Methods 32 untreated anterior teeth with periapical periodontitis were enrolled, compared with the healthy contralateral teeth. Two-dimensional measurement of Cone-beam computed tomography was used to determine the location and measure diameter of the apical constriction according to Schell's methods. An open-source software (3D Slicer) was used to reconstruct the teeth. The apical constriction form was analysis according to Schell's topography. The distances of apical constriction to apical foramen and anatomical apex were measured respectively. Results The difference value between buccolingual and mesiodistal diameter was (0.06 +/- 0.09) mm and (0.04 +/- 0.04) mm in periapical periodontitis and controls (p < 0.05). The mean distance between apical constriction and"
B_纳入抽样,219,A4YJJ2FI,Unveiling Software Limitations in the Assessment of the Minimum Sectional Area and Volume in Cleft LIP and Palate Patients,,全文,Costa 等 - 2025 - Unveiling Software Limitations in the Assessment of the Minimum Sectional Area and Volume in Cleft L.pdf,InVesalius；ITK-SNAP；Dolphin；Mimics；OsiriX；ITK,Dolphin 3D；Dolphin Imaging；OnDemand3D,34832,"ITK :: d to a growing demand for DICOM software that enables the assessment and measurement of craniofacial structures. This study aimed to compare the airway volume and the minimum axial area in patients with cleft lip and palate using five different imaging software pro- grams: Dolphin3D, InVivo Dental, ITK Snap, InVesalius, and NemoFAB. Initially, 100 CBCT scans were selected by an examiner, and their corresponding DICOM files were collected. The oropharyngeal segments were delineated following the manufacturer’s guidelines, using two different segmentation techniques: interactive and fixed threshold || ITK-SNAP :: s were higher than expected, and significant differences were observed when comparing the groups (p < 0.001). All five software programs showed notable differences in their outputs. Specifically, a statistically significant difference in volume was found across all groups, ","The increasing use of cone beam computed tomography (CBCT) has led to a growing demand for DICOM software that enables the assessment and measurement of craniofacial structures. This study aimed to compare the airway volume and the minimum axial area in patients with cleft lip and palate using five different imaging software programs: Dolphin3D, InVivo Dental, ITK Snap, InVesalius, and NemoFAB. Initially, 100 CBCT scans were selected by an examiner, and their corresponding DICOM files were collected. The oropharyngeal segments were delineated following the manufacturer's guidelines, using two different segmentation techniques: interactive and fixed threshold. The results were analyzed using the Friedman test and Wilcoxon post hoc test, with a 5% significance level for all statistical tests. The findings for both the minimum axial area and total volume revealed that the median values acro"
B_纳入抽样,220,HTUE3J8F,A Comparison of Full Arch Trueness and Precision of Nine Intra-Oral Digital Scanners and Four Lab Digital Scanners.,,全文,Nulty - 2021 - A Comparison of Full Arch Trueness and Precision of Nine Intra-Oral Digital Scanners and Four Lab Di.pdf,CloudCompare；MeshLab,3Shape；CEREC,39645,"CloudCompare :: unyes; i500; and DL206) as well as four lab light scanners (Einscan SE; 300e; E2; and Ineos X5) to investigate the accuracy of each scanner by examining the overall trueness and precision. Ten aligned and cut scans from each of the intra-oral and lab scanners in the in vitro study were brought into CloudCompare. A comparison was made with the master STL using the CloudCompare 3D analysis best-ﬁt algorithm. The results were recorded along with individual standard deviation and a colorimetric map of the deviation across the surface of the STL mesh; a comparison was made to the master STL, quantiﬁed at speci || MeshLab :: rface when scanning the occlusal arc, capturing the areas of interest of each surface while maintaining a common framework for the meshes to align. The scans were exported as an STL format ﬁle using the manufacturer’s proprietary and recommended conversion ","(1) Background: The purpose of this study is to evaluate the full arch scan accuracy (precision and trueness) of nine digital intra-oral scanners and four  lab scanners. Previous studies have compared the accuracy of some intra-oral  scanners, but as this is a field of quickly developing technologies, a more  up-to-date study was needed to assess the capabilities of currently available  models. (2) Methods: The present in vitro study compared nine different  intra-oral scanners (Omnicam 4.6; Omnicam 5.1; Primescan; CS 3600; Trios 3; Trios  4; Runyes; i500; and DL206) as well as four lab light scanners (Einscan SE; 300e;  E2; and Ineos X5) to investigate the accuracy of each scanner by examining the  overall trueness and precision. Ten aligned and cut scans from each of the  intra-oral and lab scanners in the in vitro study were brought into CloudCompare.  A comparison was made with the m"
B_纳入抽样,221,MAV6QNXN,In Silico Mechanical Effort Analysis of the All-On-4 Design Performed With Platform-Switching Distal Short Dental Implants,,全文,Santana 等 - 2023 - In Silico Mechanical Effort Analysis of the All-On-4 Design Performed With Platform-Switching Distal.pdf,ANSYS Workbench；Rhinoceros；ANSYS,,51355,"ANSYS ::  (15.0 mm) and the distance between the bone ridge and the bottom surface of the prosthetic bar (4.0 mm) were maintained in all models. 2.2 Implant System and Study Design. The mandible models, dental implants, and prosthetic components were imported to a nonuniform rational basis spline interface (ANSYS Workbench R18.2, Ansys Inc., Canonsburg, PA). This study used tapered geometry dental implants with internal conical connection and prosthetic components with platform switching (PSW) design. Brieﬂy, the implants were virtually inserted 2.0 mm below the level of the bone ridge [35], accordingly to  || Rhinoceros :: 091009/7016389/bio_145_09_091009.pdf by Shanghai Jiaotong University user on 11 September 2023  generated at the Renato Archer Information Technology Center (CTI, Campinas, SP, Brazil) based on computed tomography (CT) data scans of complete edentulous mandibles using","Short dental implants with platform matching connection have been used for the rehabilitation of atrophic jaws whenever standard-length dental implants cannot be placed without prior bone augmentation. Yet, there remains a lack of data regarding the risk of technical failures when the all-on-4 configuration is performed in atrophic jaws with platform-switching distal short dental implants. Thus, the current study used the finite element method to evaluate the mechanical behavior at the level of the prosthetic components of the all-on-4 concept performed in atrophic mandible using short-length distal implants with platform switching (PSW) connection. Three models of the all-on-4 configuration were generated in human atrophic mandibles. The geometric models consisted of PSW connection tilted standard (AO4T; & theta; = 30 deg; 11 mm-length), straight standard (AO4S; & theta; = 0 deg; 11 mm-"
B_纳入抽样,222,AQ37V5WT,Assessment of the stresses produced on the bone implant/tissue interface to the different insertion angulations of the implant - a three-dimensional analysis by  the finite elements method.,,全文,Brum 等 - 2020 - Assessment of the stresses produced on the bone implanttissue interface to the different insertion.pdf,ANSYS Workbench；SolidWorks；ANSYS；MSC,,26840,"MSC :: nt/tissue  interface to the different insertion angulations of the  implant - a three-dimensional analysis by the finite elements method Joelson-Rodrigues Brum 1, Fabiano-Rito Macedo 1, Millena-Barroso Oliveira 2, Luiz-Renato Paranhos 3,  Rui-Barbosa Brito-Júnior 4, Juliana-Cama Ramacciato 4 1 DDs, MSc, PhD student, Faculdade São Leopoldo Mandic, Campinas, SP, Brazil 2 DDs, Post-Graduation Program in Dentistry, Federal University of Uberlândia (UFU), Uberlândia, MG, Brazil 3 DDs, MSc, PhD, Department of Community and Preventive Dentistry, Federal University of Uberlândia (UFU), Uberlândia, MG,  B || ANSYS ::  to the bone crest; and model M3 - im­ plant angulated at 30° relative to the bone crest. The masticatory loads were simulated with 100 N of intensity and  two loading patterns (axial and oblique) were applied to each model. Then, the models were exported to the finite  elemen","BACKGROUND: The present study aimed to assess the stresses produced on the surface of the bone tissue around dental implants with three different insertion  angulations subjected to axial and oblique loading. MATERIAL AND METHODS: The  study was created according to the recommendations of the Checklist for Reporting  In-vitro Studies (CRIS). The Straumann? bone level RC (4.1 x 10 mm) implant, Cone  Morse connection (CM), RC Straumann Variobase? with abutment (3.5 mm) was placed  in the region of element 16, with the platform positioned at the height of the  bone crest. Three assessment models were produced: model M1 or control - implant  perpendicular to the bone crest; model M2 - implant angulated at 17° relative to  the bone crest; and model M3 - implant angulated at 30° relative to the bone  crest. The masticatory loads were simulated with 100 N of intensity and two  loading patterns "
B_纳入抽样,223,LER47S6U,How to predict the future face? A 3D methodology to forecast the aspect of patients after orthognathic surgeries,,全文,Olivetti 等 - 2025 - How to predict the future face A 3D methodology to forecast the aspect of patients after orthognath.pdf,Materialise；Blender；Dolphin；MATLAB；Python,ProPlan,62352,"Materialise :: ral lack of accuracy highlighted for some of the most wide­ spread 3D prediction software [12–16] could be detrimental for the  patient-surgeon interaction, as the unreliable aesthetic prediction could  raise unrealistic expectations [14]. Modabber et al. investigated the  abilities of ProPlan CMF (Materialise NV, Leuven, Belgium) and Dolphin  Imaging (Dolphin & Management Solution, Chatsworth, California,  USA), to predict the soft tissue aspect; they found that relevantly  different results were obtained for the same patient, suggesting a critical  view on the effective benefits of soft tissue predicti || MATLAB ::  second  purpose was addressed throughout the computation of the normalised  2D cross-correlation. Successively, the segmentation of the images was  performed exploiting the spatial distribution of the coefficient of ab­ sorption for the hard tissue and the k-","Background and objective: Despite the availability of several commercial solutions for predicting the soft tissue outcomes of maxillofacial surgeries, none have proven sufficiently reliable for routine clinical use. This study proposes a 3D methodology for predicting soft tissue displacement following maxillofacial surgery without relying on mechanical modeling, unlike most existing approaches. Methods: Pre- and post-operative Cone Beam Computed Tomography scans of patients with class III malocclusion were collected. Tailored image processing and volume reconstruction techniques were applied to semiautomatically generate 3D soft tissue models. Cephalometric landmarks were identified to perform a geometrical similarity analysis among patients with the same malocclusion class undergoing the same surgical procedure. Vectorial displacement maps were generated to capture the soft tissue chang"
B_纳入抽样,224,ZGJZZYG7,Application of Real-time Augmented Reality-guided Osteotomy and Apex Location in Endodontic Microsurgery: A Surgical Simulation Study Based on 3D-printed Alveolar Bone Model,,全文,Chen 等 - 2023 - Application of Real-time Augmented Reality-guided Osteotomy and Apex Location in Endodontic Microsur.pdf,Reality Composer；Materialise；Vectary；Mimics；Magics,,37188,"Mimics :: udy is presented in Figure 1A. Construction of 3D Periapical Lesion Models We acquired a 150 mm ! 90 mm CBCT scan (J Morita, Kyoto, Japan) of the maxillary and mandibular bone and dentition of one of the authors (Y.C.) (Fig. 1B). The acquired digital imaging and communications ﬁles were imported to Mimics software (V19.0; Materialise, Belgium) to process and reconstruct a virtual 3D model (VM1) comprising alveolar bone with artiﬁcial periapical lesions (APLs) and teeth (Fig. 1C). Digitally superimposed APLs (Fig. 1D) were created as corresponding cavities on the bone (Fig. 1E) (single root: #7, #10, || Magics ::  #26, and #28; buccal root: #5 and #12; mesiobuccal root: #3 and #14; and mesial root: #19, and #30) using Mimics, which had a size designed to encompass the root-end without perforating the cortical plates13. Subsequently, the VM1 was checked, presented as an stereolit",Introduction: Augmented reality (AR) is a novel visualization technique in which pregenerated virtual 3D content is superimposed on surgical sites. This study aimed to validate the viability of AR-guided endodontic microsurgery (ARG) and compare the changes in objective and subjective outcomes of surgical simulation using ARG and freehand (FH) endodontic microsurgery on customized 3D-printed models. Methods: We created and printed a customized 3D alveolar bone model with artificial periapical lesions (APLs) based on cone-beam computed tomography. Eight models with 96 APLs were equally divided into ARG and FH groups. We planned surgical trajectories on rescanned printed models. Four inexperienced residents (IRs) performed ARG and FH on the models and completed pre and intraoperative confidence questionnaires for the subjective outcome. Postoperative cone-beam computed tomography scans of 
B_纳入抽样,225,7S2EB8EK,Comparison between experimental digital image processing and numerical methods for stress analysis in dental implants with different restorative materials,,摘要,,,,0,,
B_纳入抽样,226,B88UY5CW,Retentive design of a small surgical guide for implant surgery: An in-vitro study,,全文,Kobe 等 - 2023 - Retentive design of a small surgical guide for implant surgery An in-vitro study.pdf,GOM Inspect；Meshmixer；Autodesk；GOM,CEREC；Blue Sky Plan,53891,"GOM :: tions to the surgical guide via a drill handle. For each force, either the magnitude of the guide’s  displacement was captured with an intra-oral scanner (CEREC Omnicam AC, Dentsply Sirona; software version:  SW 4.5.2) or the dislodgement of the guide was recorded. Scans were imported for analysis (GOM Inspect 2018,  GOM GmbH), and library files of the surgical guides and implants were superimposed as a joined complex. The  deviation of the implant’s position was calculated from the displacement of the guide’s position  Results: Three-way repeated measures using ANOVA revealed a more significant  || Meshmixer :: ned and the actual positions of an implant. Our aim was to compare the stability of the retentive surgical  guide (RSG) with a conventional surgical guide (CSG) in an in-vitro experiment.  Methods: A platform to evaluate the stability of the surgical guide was designed usi","Objectives: Instability of the surgical guide is an overlooked factor that can result in a difference between the planned and the actual positions of an implant. Our aim was to compare the stability of the retentive surgical guide (RSG) with a conventional surgical guide (CSG) in an in-vitro experiment.Methods: A platform to evaluate the stability of the surgical guide was designed using 3D-modelling software (Meshmixer 3.5, Autodesk). Imaging data from 15 patients with a single missing tooth were used to plan the virtual implant. Two surgical guides were designed (Blue Sky Plan 4.8, Blue Sky Bio) and 3D printed (Form2, Dental SG resin, Formlabs) for each case: the CSG with the default, predetermined software settings, and the RSG, designed on a dental model with a 0.1-mm undercut and altered production parameters (reduced guide-to-teeth offset of 0.07 mm, reduced guide thickness of 2.3 "
B_纳入抽样,227,4BR99TM2,A deep learning framework for automated dental segmentation and diagnostic report generation from cone-beam computed tomography,,全文,Zhou 等 - 2025 - A deep learning framework for automated dental segmentation and diagnostic report generation from co.pdf,3D Slicer；ITK-SNAP；Slicer；Python；ITK,Planmeca,65813,"ITK-SNAP :: actitioners: two  postgraduate dental students conducted the primary  labelling, which included both the tooth contours and  numbering, while an experienced oral radiologist with  eight years of clinical expertise reviewed and refined  the annotations. The annotation process was conducted  using by ITK-SNAP version 4.2.0 (Fig. 3), and the univer­ sal numbering system was applied, ranging from 1 to 32  for individual teeth, with 0 representing the background  and 33 assigned for supernumerary teeth (although the  latter was not utilized during model training). To ensure  consistency and reliability in  || 3D Slicer :: using the same 3:1:1 ratio, which was  employed for model comparison. Additionally, the data­ set was divided into five subsets for the final five-fold  cross-validation.  Page 7 of 19 Zhou et al. Head & Face Medicine (2025) 21:80  Fig. 4  Examples of Tooth Condi","BackgroundTo develop a deep learning-based model that is capable of automatically segmenting teeth in cone-beam computed tomography (CBCT) images and generating auxiliary diagnostic reports.MethodsA two-stage pipeline model comprising a segmentation module and a classification module was designed. The segmentation module integrates the 3D TransUNet model and fine-tuned nnU-Netv2 framework to predict tooth location and numbering. The classification module uses a 3D DenseNet169 model to assess tooth conditions and detect dental diseases. A total of 450 CBCT datasets were collected, preprocessed, and annotated with tooth contours, numbering, and disease status. The dataset was randomly split into training, validation, and test sets at a 3:1:1 ratio. The model's performance was then evaluated by using multiple quantitative metrics.ResultsThe segmentation module achieved a Dice similarity coe"
B_纳入抽样,228,3DRR3UYA,Mechanical response of different frameworks for maxillary all-on-four implant-supported fixed dental prosthesis: 3D finite element analysis,,全文,Güçlü 等 - 2022 - Mechanical response of different frameworks for maxillary all-on-four implant-supported fixed dental.pdf,Rhinoceros；3D-DOCTOR；VRMesh；ALGOR,,39852,"3D-DOCTOR :: eer (Vita VMK Master, A2-Dentin; Vita Zahnfabrik), were used. Four 3D finite element models were established (Table 1). The scanned maxillary completely edentulous jaw bone was acquired from a cone-beam computed tomography database (ILUMA, Orthocad; 3 M Imtec). The sections obtained were taken into 3D-Doctor (ABLE Software Corp. Lexington) software in the DICOM 3.0 format. The cortical bone had a thickness of 2 mm, and the trabecular bone was an internal structure [31]. The scanning of the implants and Table : Implant location and the implant and prosthetic component features of the experimental group || Rhinoceros :: ic arch length with 10 mm cantilever length for all groups. Crown thickness was created as 2 mm in cervico-buccal and palatinal region and the framework was constructed in 0.6-mm thickness. The ﬁnal dimensions of the prosthetic frameworks were the same for all","This study's purpose is to assess the stress distribution in the peri-implant bone, implants, and prosthetic framework using two different posterior implant angles. All-on-four maxillary prostheses fabricated from feldspathic-ceramic-veneered zirconia-reinforced lithium silicate (ZLS) and feldspathic-ceramic-veneered cobalt-chromium (CoCr) were designed with 17 or 30-degree-angled posterior implants. Posterior cantilever and frontal vertical loads were applied to all models. The distribution of maximum and minimum principal stresses (sigma max and sigma min) and von Mises stress (sigma VM) was evaluated. Under posterior cantilever load, with an increase in posterior implant angle, sigma max decreased by 4 and 7 MPa in the cortical bone when ZLS and CoCr were used as a prosthetic framework, respectively. Regardless of the framework material, 17-degree-angled posterior implants showed the "
B_纳入抽样,229,26QMLGSA,Identifying teeth and tooth fragments from digital 3D models.,,全文,Mânica 等 - 2024 - Identifying teeth and tooth fragments from digital 3D models.pdf,ZBrush,,42958,"ZBrush :: man  tooth  and  one  animal  (dog) tooth   (intact   teeth,   heavily   restored   teeth   or   tooth fragments)  were  scanned  using  a Primescan® AC  digital impression  cart  scanner.  The  3D  models  (.ply  ﬁletype) generated  from  scanning  were  ‘‘tidied  up’’,  where  requi- red,  using  ZBrush  software  (Maxon  Industries,  Inc.),  and then  uploaded  to  the  Sketchfab  3D  model  hosting  plat- form  (https://sketchfab.com/). The  background  color  in  the scene  for  each  model  was  selected  to  enhance  contrast  with the  tooth/tooth  fragment,  to  allow  easy  viewing  by  pa","Dental anatomy is an essential skill for human identification in forensic odontology. With the advent of technology enabling virtual autopsies, there is  scope for virtual consultation by forensic odontologists especially when the  expertise is unavailable but needed in zones of conflict or disasters. This study  aimed to investigate potential benefits and challenges of identifying intact and  damaged teeth from 3D scanned digital models. Ten 3D tooth models - nine  permanent and deciduous human teeth and one animal tooth were uploaded on a  hosting platform. A 3-part survey was circulated among 60 forensic odontologists  with questions about demography (P1), tooth identification of the scanned 3D  models (P2) and the perceived usefulness of 3D models for tooth identification  (P3). This was the first time that a survey required the identification of  individual human teeth (intact or no"
B_纳入抽样,230,5LFW4IMR,"Influence of Framework Material on Stress, Fatigue, and Stability of “All-on-Four” System Components-Biomechanical Evaluation with Finite Element Analysis",,全文,"Popovic Grubac 等 - 2026 - Influence of Framework Material on Stress, Fatigue, and Stability of “All-on-Four” System Components.pdf",Geomagic Design X；Geomagic,3Shape,60216,"Geomagic Design X :: lant–abutment connection was an internal hexagon. The screws were modeled in accordance with the Zimmer Biomet USA catalog (catalog No. SCTS). The implants were inserted in the edentulous jaw model; abutments were placed, and the entire assembly was scanned. In CAD (computer-aided design) software (Geomagic Design X, 3D Systems, Rock Hill, SC, USA), a restoration has been scanned into the model. The restoration framework was 12 mm high. The crowns were taken from the computer database. All scanned models (jaw, implants, implant components, restoration parts) were exported in STL format. Then, using reverse-eng","The “all-on-four” concept is a prominent solution for rehabilitating edentulous patients with fixed full-arch restorations. This study aimed to examine the stress distribution pattern, material fatigue, and restoration displacement using different framework materials under static (SL) and dynamic (DL) loading conditions. Six three-dimensional finite element analysis models of an atrophic maxilla rehabilitated via the all-on-four concept were analyzed. Models utilized three different framework materials: Cobalt-Chromium Alloy (CoCr), Zirconia (Zr), and Polyetheretherketone (PEEK). The models were subjected to three types of SL (90, 150, and 200 N) and two cases of DL (150 N) simulating mastication. DL generated higher stress intensities compared to SL. PEEK models showed the highest stress concentrations in the cortical bone (up to 70.44 MPa) and implants across SL models. The PEEK framew"
B_纳入抽样,231,DJZMFHEI,"FEA Comparison of the Mechanical Behavior of Three Dental Crown Materials: Enamel, Ceramic, and Zirconia",,全文,"Ceddia 等 - 2024 - FEA Comparison of the Mechanical Behavior of Three Dental Crown Materials Enamel, Ceramic, and Zirc.pdf",ANSYS Workbench；Inventor；Autodesk；ANSYS,,53365,"ANSYS :: sess which material, either ceramic or zirconia, optimizes the behavior of a restored tooth under various typical clinical conditions and the masticatory load. A finite element analysis (FEA) framework is developed for this purpose. The 3D model of the restored tooth is input into the FEA software (Ansys Workbench R23)and meshed into tetrahedral elements. The presence of masticatory forces is considered: in particular, vertical, 45◦inclined, and horizontal resultant forces of 280 N are applied on five contact points of the occlusal surface. The numerical results show that the maximum stress develop || Autodesk :: irections of future investigations. 2. Materials and Methods 2.1. CAD Model The computer-aided design (CAD) model was obtained from computed tomography (CT) scans of real premolar teeth, also considering the modeling conducted by Yoon et al. [24]. Recomposition and laye","The restoration of endodontically treated teeth is one of the main challenges of restorative dentistry. The structure of the tooth is a complex assembly in which the materials that make it up, enamel and dentin, have very different mechanical behaviors. Therefore, finding alternative replacement materials for dental crowns in the area of restorative care isa highly significant challenge, since materials such as ceramic and zirconia have very different stress load resistance values. The aim of this study is to assess which material, either ceramic or zirconia, optimizes the behavior of a restored tooth under various typical clinical conditions and the masticatory load. A finite element analysis (FEA) framework is developed for this purpose. The 3D model of the restored tooth is input into the FEA software (Ansys Workbench R23)and meshed into tetrahedral elements. The presence of masticato"
B_纳入抽样,232,K24ZBIB8,Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,,全文,Kim 等 - 2025 - Enhancing panoramic dental imaging with AI-driven arch surface fitting achieving improved clarity a.pdf,MATLAB；Python,,56652,"MATLAB :: struction methods. The scans were performed using the PaX-i3D device with a  160 mm × 160 mm field of view at 105-114 kV, 5.6-6.5 mA,  and a voxel size of 0.3 mm. Experiments were conducted on a  PC with a 12th Gen Intel Core i9-12900KF 3.19 GHz CPU,  NVIDIA GeForce RTX 3090 Ti, and 128 GB of RAM.  MATLAB R2023a (MathWorks) was used for developing  and analysing panoramic views. Data generation and segmentation of teeth and jaw Preprocessing stage The preprocessing stage (Figure 2A-F) involves reducing the  size of the input image (3D intermediate panorama,  Figure 2F) to efficiently segment the den || Python :: IoU of tooth shapes, the contrast be­ tween tooth roots and alveolar bone, as well as the IoU and  average pixel values within periapical lesions. Figure 3A-C  illustrates examples of the inclusion of teeth and surrounding  tissues at different thicknesses. An independe","Objectives This study aimed to develop an automated method for generating clearer, well-aligned panoramic views by creating an optimized 3-dimensional (3D) reconstruction zone centred on the teeth. The approach focused on achieving high contrast and clarity in key dental features, including tooth roots, morphology, and periapical lesions, by applying a 3D U-Net deep learning model to generate an arch surface and align the panoramic view.Methods This retrospective study analysed anonymized cone-beam CT (CBCT) scans from 312 patients (mean age 40 years; range 10-78; 41.3% male, 58.7% female). A 3D U-Net deep learning model segmented the jaw and dentition, facilitating panoramic view generation. During preprocessing, CBCT scans were binarized, and a cylindrical reconstruction method aligned the arch along a straight coordinate system, reducing data size for efficient processing. The 3D U-Ne"
