序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
1420,Comparative Evaluation of Biocompatibility between Conventional and Computer-Aided Design/Computer-Aided Manufacturing Dental Polymers Using a Golden Hamster Model,Introduction and aims: Computer-aided design/computer-aided manufacturing (CAD/CAM) dental polymers ,2026-09-10 20:46:26,deepseek-flash,8d2167b4-0f14-49d3-84c7-40751769030e,1.01,exclude,"该研究为口腔材料生物相容性动物实验，未涉及任何3D软件的数据处理、分析或建模，仅涉及CAD/CAM材料的物理加工，不符合""使用非牙科专用3D软件""的核心概念。",无,无,无
1419,Application of Real-time Augmented Reality-guided Osteotomy and Apex Location in Endodontic Microsurgery: A Surgical Simulation Study Based on 3D-printed Alveolar Bone Model,Introduction: Augmented reality (AR) is a novel visualization technique in which pregenerated virtua,2026-09-10 20:46:26,deepseek-flash,d28ac357-6f3c-40c5-98ee-4ca000e487c6,1.43,include,该研究属于牙体牙髓（牙髓显微外科）领域，使用基于免费AR软件开发的框架进行手术模拟，涉及3D数据处理与建模，符合纳入标准。,基于免费AR软件（free AR software）开发的低成本AR应用框架，用于实时增强现实引导的截骨与根尖定位,牙体牙髓病学（牙髓显微外科）,增强现实引导的牙髓显微外科手术模拟（截骨与根尖定位）
1421,Icex: Advances in the automatic extraction and volume calculation of cranial cavities,The use of non-destructive approaches for digital acquisition (e.g. computerised tomography-CT) allo,2026-09-10 20:46:26,deepseek-flash,294a237e-b84b-4cce-80f8-69dc4e3b9bb5,1.3,exclude,该文献属于体质人类学/古生物学领域，研究颅骨（含非人类灵长类及化石）内部空腔的数字化提取与体积计算，并非口腔医学临床实践或研究。,无,无,无
1417,Premolar and Molar Inclination Changes Following Micro-Implant-Assisted Maxillary Skeletal Expander (MSE): A Three-Dimensional Analysis and Visualization,Background: To assess the changes in the inclination of the premolar and molar during a maxillary ex,2026-09-10 20:46:26,deepseek-flash,577500eb-3881-4221-a071-a31a6c86c914,1.62,unsure,该研究属于口腔正畸领域，涉及三维分析，但摘要仅提及OnDemand3D（牙科专用软件），未明确说明是否使用了非牙科专用3D软件，信息不足，需全文复核。,无,无,无
1423,"Image navigator-based, automated coronary magnetic resonance angiography for the detection of coronary artery stenosis",Background: Coronary computed tomography angiography (CCTA) is recommended as the first-line diagnos,2026-09-10 20:46:26,deepseek-flash,fd04c460-d1fc-47ff-8e73-992f322c6903,0.92,exclude,该文献研究冠状动脉磁共振血管造影（CMRA）用于检测冠状动脉狭窄，属于心血管领域，与口腔医学无关。,无,无,无
1422,Three-dimensional virtual planning in mandibular advancement surgery: Soft tissue prediction based on deep learning,The study aimed at developing a deep-learning (DL)-based algorithm to predict the virtual soft tissu,2026-09-10 20:46:26,deepseek-flash,0a996924-9b29-4bb2-be99-cf493fb01c16,1.62,unsure,该文献属于口腔颌面外科（正颌手术）范畴，涉及3D数据处理与建模，但摘要未明确说明是否使用了非牙科专用3D软件（如深度学习模型所依托的软件平台），无法据此排除或确认，需进入全文复核。,无,无,无
1425,ACCURACY OF REMOVABLE PARTIAL DENTURE METAL FRAMEWORKS FABRICATED BY COMPUTER-AIDED DESIGN/COMPUTER-AIDED MANUFACTURING METHOD: A SYSTEMATIC REVIEW AND META-ANALYSIS,Objective This systematic review and meta-analysis aimed to investigate the accuracy of removable pa,2026-09-10 20:46:27,deepseek-flash,65c2eca8-016e-4ff9-b5ae-cd61abad41b0,0.91,exclude,"标题明确标注为""SYSTEMATIC REVIEW AND META-ANALYSIS""，属于综述类文献，不符合原创研究、技术说明或病例报告的文献类型要求。",无,无,无
1426,Quantification of Craniofacial Growth Pattern Based on Deep Learning,Background: Childhood and adolescence constitute a critical period for craniofacial growth. Understa,2026-09-10 20:46:27,deepseek-flash,88307340-23e3-4f42-94ff-f165732e411b,1.08,unsure,"该文献属于口腔医学（正畸/颌面生长）范畴，但摘要未提及是否使用任何3D软件，无法判断是否符合""非牙科专用3D软件""这一核心概念，需全文复核。",无,无,无
1424,Generating Tooth Organoids Using Defined Bioorthogonally Cross-Linked Hydrogels,Generating teeth in vitro requires mimicking tooth developmental processes. Biomaterials are essenti,2026-09-10 20:46:27,deepseek-flash,87fdf878-4a2d-46a4-a513-1ca402942464,1.58,unsure,"该文献属于口腔医学（牙发育/牙器官工程）范畴，但摘要未提及是否使用任何3D软件（非牙科专用或牙科专用），信息不足，无法判断是否符合""使用非牙科专用3D软件""这一核心概念。",无,无,无
1427,3-D printing of chitosan-MSN@dexamethasone scaffold with enhanced properties for bone tissue engineering,Bone tissue engineering (BTE) is an attempt to overcome the limitations of conventional grafting thr,2026-09-10 20:46:27,deepseek-flash,5e792d44-838c-4806-8b6e-fba48ea15872,1.05,exclude,该研究为骨组织工程（非口腔医学）领域的原创研究，与口腔医学无关，不符合PCC框架中的Population/Context标准。,无,无,无
1428,Artificial Intelligence for 3D Reconstruction from 2D Panoramic X-rays to Assess Maxillary Impacted Canines,The objective of this study was to explore the feasibility of current 3D reconstruction in assessing,2026-09-10 20:46:27,deepseek-flash,5d453d39-4091-44e8-9bff-eaa62814e76b,1.34,unsure,该研究属于口腔医学（正畸/颌面影像）范畴，涉及3D重建与AI算法，但摘要未明确说明是否使用了非牙科专用3D软件，信息不足，无法排除其使用通用3D软件的可能性。,无,无,无
1429,Accuracy of a patient 3-dimensional virtual representation obtained from the superimposition of facial and intraoral scans guided by extraoral and intraoral scan body systems,Statement of problem. A patient 3-dimensional virtual representation aims to facilitate the integrat,2026-09-10 20:46:28,deepseek-flash,0e67ae1e-7a20-4c8f-ae7f-8870859404ee,1.42,unsure,该研究属于口腔修复领域的原创临床研究，发表于2022年，符合文献类型和年份要求；但摘要中仅提及使用计算机程序（Matera 2.4）进行三维虚拟患者重建，未明确说明该软件是否为非牙科专用3D软件，信息不足，无法明确判断。,无,无,无
1431,Robust and precise isotropic scaling registration algorithm using bi-directional distance and correntropy,"In orthodontics, a patient is collected a lot of 3D oral cavity data, including oral cavity gypsum a",2026-09-10 20:46:28,deepseek-flash,4e9bc0af-6fef-433f-8660-290aa26a3608,1.18,unsure,该文献属于口腔正畸领域，涉及3D口腔数据的配准算法研究，但摘要未明确说明所使用的软件工具是否为非牙科专用3D软件，信息不足无法判断。,无,无,无
1430,Three-Dimensional Segmentation Assisted with Clustering Analysis for Surface and Volume Measurements of Equine Incisor in Multidetector Computed Tomography Data Sets,Dental diagnostic imaging has progressed towards the use of advanced technologies such as 3D image p,2026-09-10 20:46:28,deepseek-flash,2f9a24a3-9497-44c3-91f6-3cf1c06ee571,1.7,exclude,该文献研究对象为马（equine）的切牙，属于兽医/动物牙科领域，而非人类口腔医学临床实践或研究，明确不符合PCC框架中Population/Context的要求。,无,无,无
1433,Evaluation of the marginal and internal gaps in 3D-printed interim crowns using different finish line detection methods: An in vitro study,Objective This study aimed to evaluate the accuracy of the Dentbird crown software in automatically ,2026-09-10 20:46:28,deepseek-flash,a185f98d-2f12-4330-9922-9f60666ed42c,1.2,exclude,"摘要明确显示研究仅使用了牙科专用软件（Dentbird、CEREC InLab），未提及任何非牙科专用3D软件，符合""明确仅使用牙科专用软件""的排除标准。",无,无,无
1435,Integrating Additive and Traditional Manufacturing for Multiscale Bone Tissue Engineering Scaffolds,Additive manufacturing (AM) has emerged as a cutting-edge technology for fabricating biomimetic scaf,2026-09-10 20:46:28,deepseek-flash,33d455fe-4c97-443f-98ae-7e78e62e57cb,1.07,exclude,"该文献标题和摘要明确表明是一篇综述（review），系统总结了骨组织工程支架的制造进展，不符合纳入标准中""同行评审的原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
1432,Imaging and 3D Analysis Based on Two or More Three-Dimensional CBCT Recordings before and after Orthodontic Treatment and Maxillofacial Therapy,Cone beam computed tomography (CBCT) has emerged as a crucial radiographic technique for orthodontic,2026-09-10 20:46:28,deepseek-flash,d81fe5ac-d447-47f8-b65a-1d4a7a3fb843,1.54,unsure,该研究属于口腔正畸/颌面外科领域，涉及3D数据处理与分析（Procrustes分析、ICP对齐等），但摘要未明确说明所使用的具体3D软件名称，无法判断是否使用了非牙科专用3D软件。,无,无,无
1434,Intraoral Scanners for In Vivo 3D Imaging of the Gingiva and the Alveolar Process,This study aimed to assess the reliability of two intraoral surface scanners for the representation ,2026-09-10 20:46:28,deepseek-flash,1aaaf00b-387e-489e-b293-f0e842320eee,1.3,unsure,该研究属于口腔医学（牙周/修复相关）范畴，但摘要仅提及使用口内扫描仪（CS 3600、TRIOS 3）进行3D成像与叠加分析，未明确说明是否使用了非牙科专用3D软件进行数据处理，信息不足，无法排除其使用通用3D软件的可能。,无,无,无
1438,The butterfly effect in oral and maxillofacial surgery: Understanding and applying chaos theory and complex systems principles,"The present paper provides a historical context for chaos theory, originating in the 1960s with Edwa",2026-09-10 20:46:28,deepseek-flash,429d6a87-cf7d-4518-ba20-439caaaea617,0.63,exclude,摘要明确表明该文为文献综述（literature review，遵循PRISMA-ScR指南），属于非原创研究类型，不符合纳入标准。,无,无,无
1437,Craniofacial and olfactory sensory changes after long-term unilateral nasal obstruction-an animal study using MMP-3-LUC transgenic rats,Nasal obstruction exerts considerable physiological effects on the respiratory system and craniofaci,2026-09-10 20:46:29,deepseek-flash,8b58efe4-55b6-4278-a3e7-43a298e2286c,1.09,unsure,该研究属于口腔颌面/颅面领域，涉及3D图像处理与分析，但摘要未明确说明所使用的具体3D软件是否为非牙科专用软件，信息不足，需全文复核。,无,无,无
1441,Mechanical and biological properties of polymer materials for oral appliances produced with additive 3D printing and subtractive CAD-CAM techniques compared to conventional methods: a systematic review and meta-analysis,Objectives The aim of this review was to analyze mechanical and biological properties of resin mater,2026-09-10 20:46:29,deepseek-flash,23fa1e6c-1dd9-4878-b893-f8c4758e1396,0.94,exclude,"标题明确标注为""systematic review and meta-analysis""，属于综述类文献，不符合原创研究、技术说明或病例报告的文献类型要求。",无,无,无
1439,Adjunctive Therapies in Periodontitis: Current Concepts and the Future,"Periodontitis is a chronic, host-mediated inflammatory disease in which microbial dysbiosis and dysr",2026-09-10 20:46:29,deepseek-flash,f3b9a4bf-f57f-4e4c-b9d0-327c757a4a17,1.17,exclude,摘要明确表明本文为叙述性综述（narrative review），属于非原创研究类型，不符合纳入标准。,无,无,无
1442,In vivo trueness and precision of full-arch implant scans using intraoral scanners with three different acquisition protocols,Objectives: To evaluate an in situ reference acquisition method for implant positions in complete ed,2026-09-10 20:46:29,deepseek-flash,712f3515-21bc-4ae7-a780-6525ef01574c,0.95,unsure,"该研究属于口腔种植领域，涉及3D扫描数据的对齐与偏差分析，但摘要仅提及""industrial scanner""和""proprietary dental laboratory software""，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。",无,无,无
1445,A modular phantom and software to characterize 3D geometric distortion in MRI,Magnetic resonance imaging (MRI) offers outstanding soft tissue contrast that may reduce uncertainti,2026-09-10 20:46:29,deepseek-flash,a2dbb775-d427-4d10-939b-623457f6b8f7,0.72,exclude,该文献研究的是MRI几何畸变表征的模体和软件，属于放射治疗（radiation therapy）领域，与口腔医学无关。,无,无,无
1443,Machine learning and topological data analysis identify unique features of human papillae in 3D scans,The tongue surface houses a range of papillae that are integral to the mechanics and chemistry of ta,2026-09-10 20:46:29,deepseek-flash,1ec77dee-2cdf-4108-823e-8daefbdea18d,1.17,exclude,该研究聚焦于舌乳头的几何与拓扑特征分析，属于基础生物学/味觉研究，未涉及口腔医学临床实践或研究，且未明确使用非牙科专用3D软件进行口腔医学相关应用。,无,无,无
1436,Biomechanical Comparison of Asymmetric Implant Configurations for All-on-Four Treatment Using Three-Dimensional Finite Element Analysis,"Simple Summary The all-on-four concept, in which two implants are placed vertically in the anterior ",2026-09-10 20:46:29,deepseek-flash,dc154284-2c3e-48a9-bbb1-4623c0abd6b0,2.06,unsure,该文献属于口腔种植领域的三维有限元分析研究，符合口腔医学范畴及文献类型要求，但摘要未明确说明所使用的有限元分析软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），需进入全文复核确认。,无,无,无
1440,Regenerative Orthodontics: GBR and Corticotomy to Stretch the Limits of Orthodontic Treatment,Orthodontic therapy could lead to marginal bone resorption in cases where the teeth are moved outsid,2026-09-10 20:46:30,deepseek-flash,bd4a23fe-1917-4e3c-89c8-ca43fea5253e,1.55,include,该研究属于口腔正畸临床研究，明确使用了非牙科专用3D软件（3D Slicer进行CBCT叠加、ImageJ进行图像处理），符合纳入标准。,3D Slicer（DICOM查看器，用于CBCT叠加）；ImageJ（图像处理软件，用于测量颊侧骨板面积）,口腔正畸学,通过CBCT图像叠加与处理，测量正畸治疗前后颊侧骨板面积变化，评估皮质切开术联合引导骨再生（GBR）的骨再生效果
1444,Mechanical Performance of Chairside Ceramic CAD/CAM Restorations and Zirconia Abutments with Different Internal Implant Connections: In Vitro Study and Finite Element Analysis,(computer-aided design-computer-aided manufacturing) CAD/CAM monolithic restorations connected to zi,2026-09-10 20:46:30,deepseek-flash,34503f48-adbe-4cda-930a-12bb3596c7b1,1.37,include,该研究属于口腔种植修复领域，明确使用了有限元分析（FEA）软件进行应力分布模拟，FEA软件（如ANSYS、ABAQUS等）属于非牙科专用3D软件，符合纳入标准。,有限元分析（FEA）软件，用于模拟修复复合体各部分的应力分布,口腔种植修复（种植体基台与CAD/CAM全瓷冠的力学性能）,评估不同内部连接设计下氧化锆基台与全瓷冠的应力分布及力学性能
1448,3D imaging for dental identification: a pilot investigation of a novel segmentation method using an intra oral scanning device,IntroductionForensic dental identification relies on the comparison of antemortem and postmortem den,2026-09-10 20:46:30,deepseek-flash,d8c28a82-b0ed-4ce9-964e-4c1dc68b36e7,1.15,unsure,该文献属于法医口腔学范畴，涉及3D牙科影像的分割与比较，但摘要未明确说明所使用的分割软件是否为非牙科专用3D软件（如3D Slicer、Mimics、Blender等），信息不足无法判断。,无,无,无
1447,Monocular depth estimation based on deep learning for intraoperative guidance using surface-enhanced Raman scattering imaging,Imaging of surface-enhanced Raman scattering (SERS) nanoparticles (NPs) has been intensively studied,2026-09-10 20:46:30,deepseek-flash,e79b25d8-f0f2-4fdf-bd05-1f91426e5526,1.22,exclude,该文献研究的是SERS纳米颗粒成像用于癌症检测，属于肿瘤学/影像学领域，与口腔医学无关，且未涉及任何口腔医学学科。,无,无,无
1449,Enhanced regeneration of large segmental bone defects via hierarchically structured bioactive scaffolds,"Repairing large segmental bone defects poses significant challenges in reconstructive surgery, due t",2026-09-10 20:46:30,deepseek-flash,56df419e-c97c-4877-959c-5a4772f9345c,0.93,exclude,该文献研究骨组织工程支架用于大段骨缺损修复，属于骨科/组织工程范畴，未涉及口腔医学，且摘要未提及任何3D软件的使用。,无,无,无
1450,The application of virtual reality and augmented reality in dentistry - a literature review,"In recent times, dentistry has seen significant technological advancements that have transformed var",2026-09-10 20:46:30,deepseek-flash,0795f50e-f619-462f-9728-7b7e8b7f4cb5,0.88,exclude,"标题明确标注为""literature review""，属于综述类文献，不符合纳入标准中""原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
1446,Stress analysis and risk of failure during clenching in ceramic assembly models: 3-dimensional finite element analysis,Background/purpose: Clenching is a dental parafunctional disorder that jeopar-dizes the life of teet,2026-09-10 20:46:30,deepseek-flash,93cb736b-3d46-47f6-b118-7e7611df2c18,1.41,include,该研究属于口腔修复学领域，明确使用通用有限元分析软件Abaqus进行陶瓷修复体的应力分析，符合非牙科专用3D软件在口腔医学中应用的纳入标准，且为原创研究论文。,Abaqus（通用有限元分析软件），用于模拟陶瓷修复体组件在咬合紧咬状态下的应力分布与失效风险分析。,口腔修复学（prosthodontics）,陶瓷修复体（CAD/CAM及3D打印牙科修复体）在紧咬（clenching）条件下的三维有限元应力分析与失效风险评估，为修复体设计提供参考。
1453,Spontaneous bone regeneration achieved through one-step alignment of human mesenchymal stem cell-embedded collagen,Optimizing cell-matrix interactions for effective bone regeneration remains a significant hurdle in ,2026-09-10 20:46:31,deepseek-flash,2bd3c23b-a43d-4810-bfdd-e81753c70b57,1.14,exclude,该文献为骨组织工程/再生医学研究，使用颅骨缺损模型，属于纯基础组织工程范畴，与口腔医学临床实践或研究无关，且未涉及任何3D软件的数据处理、分析或建模。,无,无,无
1451,A multimodal explainable ai framework to assist in the differential diagnosis of head and neck reactive follicular hyperplasia and follicular lymphoma: an international multicentre study,The differential diagnosis between reactive follicular hyperplasia (RFH) and follicular lymphoma (FL,2026-09-10 20:46:31,deepseek-flash,3b49fd60-b07f-4588-8092-229c347c5493,1.73,exclude,该文献为头颈部反应性滤泡增生与滤泡性淋巴瘤的鉴别诊断研究，属于病理学/肿瘤学范畴，而非口腔医学临床实践或研究；且其内容为人工智能诊断框架，未涉及任何3D软件的使用。,无,无,无
1452,The Integration of Micro-CT Imaging and Finite Element Simulations for Modelling Tooth-Inlay Systems for Mechanical Stress Analysis: A Preliminary Study,This study presents a methodology for developing and validating digital models of tooth-inlay system,2026-09-10 20:46:31,deepseek-flash,5fc556bf-611e-4212-9f2c-88ffc7f83522,1.65,include,该研究属于口腔修复学领域，明确使用了有限元分析（FEA）软件进行力学应力分析，FEA软件（如ANSYS、ABAQUS等）属于非牙科专用3D软件，符合纳入标准。,有限元分析（FEA）软件——用于非线性力学仿真，分析牙-嵌体系统的应力、应变能密度和位移分布,口腔修复学（牙体修复、嵌体/高嵌体系统）,基于micro-CT影像构建牙齿-嵌体数字孪生模型，进行咀嚼负荷下的生物力学应力分析，优化修复体设计与材料选择
1454,3D Accuracy of a Conventional Method Versus Three Digital Scanning Strategies for Completely Edentulous Maxillary Implant Impressions,Purpose: To compare the 3D accuracy of three scanning strategies and conventional impressions using ,2026-09-10 20:46:31,deepseek-flash,dd0dddc6-27fe-4593-96cc-182d00ad1bcc,1.11,unsure,"该研究属于口腔种植领域，涉及数字化扫描与3D偏差分析，但摘要仅提及牙科专用口内扫描仪（TRIOS 3, 3Shape）和计量软件PC-DMIS CAD++，未明确说明是否使用了非牙科专用3D软件进行数据处理或分析，信息不足，需全文复核。",无,无,无
1456,The influence of framework material on stress distribution in maxillary complete-arch fixed prostheses supported by four dental implants: a three-dimensional finite element analysis,The purpose of the present study was to compare the stress distribution patterns of four materials u,2026-09-10 20:46:31,deepseek-flash,bf647639-9182-44b1-b45c-51b88d660f4c,1.05,unsure,该文献属于口腔种植领域的三维有限元分析研究，但摘要未明确说明所使用的软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS等），需进入全文复核确认。,无,无,无
1455,Growth allometry and dental topography in Upper Triassic conodonts support trophic differentiation and molar-like element function,"Conodont elements have high rates of morphological evolution, but the drivers of this disparity are ",2026-09-10 20:46:31,deepseek-flash,74e2b24b-52f2-4fde-bb93-59238952ef0b,1.13,exclude,该文献研究对象为三叠纪牙形石（conodonts），属于古生物学/古生物演化研究，与口腔医学临床实践或研究无关。,无,无,无
1457,Training outcomes of novice clinicians in the use of dynamic computer assisted implant surgery: A prospective comparative study,Background/Purpose: The increasing importance of computer assisted implant surgery (CAIS) in the pra,2026-09-10 20:46:31,deepseek-flash,6b554191-00e3-42d3-9b97-9f8c93738f35,1.18,unsure,该文献属于口腔种植领域的前瞻性原创研究，符合人群与文献类型要求，但摘要未明确提及是否使用了非牙科专用3D软件（仅提及动态计算机辅助种植手术d-CAIS），无法判断软件类型，需全文复核。,无,无,无
1458,Design and validation of a technology for 3D printing training phantoms for ultrasound imaging,"Due to high cost, training phantoms are often inaccessible and their manufacturing technologies are ",2026-09-10 20:46:31,deepseek-flash,e0200a83-acaf-40d4-a60f-22f88ba52bbd,1.05,exclude,该文献主题为超声成像训练体模的设计与验证，属于超声影像/工程领域，与口腔医学无关，未涉及口腔医学任何学科的临床实践或研究。,无,无,无
1463,Direction-oriented fiber guiding with a tunable tri-layer-3D scaffold for periodontal regeneration,Multilayered scaffolds mimicking mechanical and biological host tissue architectures are the current,2026-09-10 20:46:32,deepseek-flash,6596f552-df07-4903-a549-c031c99ac938,1.02,exclude,该文献为牙周再生领域的组织工程/材料学研究，主要涉及支架的制备与体外细胞实验，未涉及口腔临床实践或口腔医学临床研究，且摘要中未显示使用了任何非牙科专用3D软件进行数据处理、分析或建模。,无,无,无
1462,Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstructure placement,Statement of problem. Understanding the factors affecting loading-induced longitudinal peri-implant ,2026-09-10 20:46:32,deepseek-flash,b80656cb-35a2-46f4-ae41-c027d3a6e1a1,1.07,unsure,"该研究属于口腔种植领域，涉及CBCT三维图像叠加与有限元分析（FEA），但摘要仅提及""image-processing software""和FEA，未明确说明所用软件是否为非牙科专用3D软件（如Mimics、3D Slicer、ANSYS等），信息不足，需全文复核确认。",无,无,无
1461,Mandibular ramus height and condyle distance asymmetries in individuals with different facial growth patterns: a cone-beam computed tomography study,Purpose This study aimed to quantify mandibular ramus height and condylar distances asymmetry indexe,2026-09-10 20:46:32,deepseek-flash,c2024f5d-73e9-4efc-a328-22e581d1a2e9,1.18,unsure,该研究属于口腔颌面放射/正畸领域，使用CBCT进行三维测量分析，但摘要仅提及Vistadent 3D软件，未明确说明是否使用了非牙科专用3D软件进行数据处理或分析，信息不足无法判断。,无,无,无
1466,Three-dimensional periodontal investigations using a prototype handheld ultrasound scanner with spatial positioning reading sensor,Aim: To demonstrate the feasibility of the 3D ultrasound periodontal tissue reconstruction of the la,2026-09-10 20:46:32,deepseek-flash,2bbbe672-83a3-453c-938c-78cb6f12ede1,0.93,unsure,该文献属于口腔医学（牙周）范畴，涉及3D重建与数据处理，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足，无法明确判断。,无,无,无
1460,Advantages of a Training Course for Surgical Planning in Virtual Reality for Oral and Maxillofacial Surgery: Crossover Study,"Background: As an integral part of computer-assisted surgery, virtual surgical planning (VSP) leads ",2026-09-10 20:46:32,deepseek-flash,a38eb847-7301-4550-ac4f-5fa34071f062,1.28,include,该研究属于口腔颌面外科领域，明确使用了非牙科专用3D软件3D Slicer进行术前虚拟手术规划中的分割操作，文献类型为原创研究，2023年发表，符合全部纳入标准。,3D Slicer（非牙科专用医学影像软件，用于腓骨和髋骨的分割）；Elucis（VR环境下的3D软件，用于分割操作）,口腔颌面外科（虚拟手术规划）,术前虚拟手术规划中的图像分割（腓骨和髋骨分割），用于颌面重建手术规划
1459,MicroMagnify: A Multiplexed Expansion Microscopy Method for Pathogens and Infected Tissues,Super-resolution optical imaging tools are crucial in microbiology to understand the complex structu,2026-09-10 20:46:32,deepseek-flash,f033a782-443a-4b9b-8d73-e17f71b37fd1,1.69,exclude,该文献为微生物学/感染组织成像方法学研究，研究对象为细菌、真菌及感染组织（含人角膜），并非口腔医学临床实践或研究，与口腔医学范畴无关。,无,无,无
1464,"Three-dimensionally printed implant surgical guide-related experience, knowledge, attitude, and professional behaviors among 2028 dentists in China: A cross-sectional study",Statement of problem. Research on the current place of 3-dimensionally printed implant surgical guid,2026-09-10 20:46:33,deepseek-flash,b0b66caf-829f-4d21-96dd-e7b5b5a00f00,1.61,exclude,"该文献为横断面问卷调查，研究牙医对3D打印种植手术导板的经验、知识、态度和行为，未涉及任何3D软件的数据处理、分析或建模，不符合Concept中""使用非牙科专用3D软件""的要求。",无,无,无
1465,Accuracy of Guided Implant Surgery in 25 Edentulous Arches: A Laboratory Observational Study,Purpose To assess the accuracy of template-guided implant surgery for edentulous arches. Materials a,2026-09-10 20:46:33,deepseek-flash,38e12f97-2c01-49e2-89a2-ee28b3a182c4,1.96,unsure,该研究属于口腔种植领域，涉及3D偏差分析和STL文件处理，但摘要未明确说明使用了何种软件进行3D数据处理与配准，无法判断是否使用了非牙科专用3D软件。,无,无,无
1467,Multi-omics qualification of an organ-on-a-chip model of osteolytic bone metastasis,"Bone is a primary site for metastasis in breast cancer, with up to 70 % of patients with metastatic ",2026-09-10 20:46:34,deepseek-flash,d5a40317-980f-4c04-956b-3c319306df34,1.15,exclude,该文献研究的是乳腺癌骨转移的器官芯片模型，属于肿瘤学/骨生物学领域，与口腔医学无关。,无,无,无
1469,Facial imaging to screen for fetal alcohol spectrum disorder: A scoping review,Facial imaging tools have rapidly advanced in recent years and show potential for use in fetal alcoh,2026-09-10 20:46:34,deepseek-flash,cff7e92f-42e7-496b-b47b-ec3ef8b1c46b,1.17,exclude,"该文献标题明确为""scoping review""（范围综述），属于综述类文献，不符合纳入标准中""原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
1468,Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,PurposeThe objective was to determine the accuracy of 3D-printed dental models subjected to differen,2026-09-10 20:46:34,deepseek-flash,32e1359f-9cdb-471a-8fee-88eceb8d86d4,1.34,unsure,该研究属于口腔医学（修复/数字化）范畴，涉及3D打印牙科模型，但摘要仅明确提及牙科专用软件（3Shape Dental System）用于设计模型，未明确说明是否使用了非牙科专用3D软件（如3D inspection software的具体名称未知），信息不足无法判断。,无,无,无
1470,A method based on 3D affine alignment for the quantification of palatal expansion,Introduction The current methodologies to quantify the palatal expansion are based on a preliminary ,2026-09-10 20:46:34,deepseek-flash,f666bdd1-1c1c-456d-a674-fc7b9f14161b,1.38,include,该研究属于口腔正畸领域，使用开源3D软件MeshLab（非牙科专用软件）进行腭扩张的3D模型叠加与量化分析，符合纳入标准。,MeshLab（开源通用3D网格处理软件），用于3D数字模型的仿射对齐与结构变化量化分析,口腔正畸,腭扩张（上颌扩弓）治疗后3D数字模型的结构变化量化与对齐分析
1472,Influence of Liquid on the Tooth Surface on the Accuracy of Intraoral Scanners: An In Vitro Study,Purpose: To assess the influence of liquid attached on the tooth surfaces on the accuracy (trueness ,2026-09-10 20:46:34,deepseek-flash,9707ee8e-b870-41d2-a162-e2198f17ea77,1.48,include,该研究属于口腔医学（口内扫描精度）范畴，为体外原创研究，且摘要明确使用了非牙科专用3D软件Geomagic Control 2015进行扫描数据处理与分析，符合纳入标准。,Geomagic Control 2015（逆向工程/检测软件），用于处理和分析口内扫描数据、进行3D模型对齐及偏差（RMS）比较,口腔修复/口腔放射（口内扫描精度研究）,评估液体对牙面口内扫描仪精度（真实度与精密度）的影响及吹干方法的效果
1471,Three-dimensional analysis of reconstructed skulls using three different open-source software versus commercial software,This study aimed to compare the 3D skull models reconstructed from computed tomography (CT) images u,2026-09-10 20:46:34,deepseek-flash,66956d74-6a13-4b3f-95e5-e7cc19b33110,1.53,include,该研究使用多种非牙科专用3D软件（Mimics、MITK、3D Slicer、InVesalius、CloudCompare）进行颅骨3D重建与几何分析，属于口腔颌面医学范畴，文献类型为原创研究，符合纳入标准。,Mimics v17.0（商业医学影像软件，用于3D颅骨重建）、MITK Workbench 2016.11（开源医学影像软件，用于3D重建）、3D Slicer 4.8.1（开源医学影像软件，用于3D重建）、InVesalius 3.1（开源医学影像软件，用于3D重建）、CloudCompare v2.8（开源点云/网格分析软件，用于模型叠加与几何分析）,口腔颌面外科/颌面放射,颅骨3D重建、术前规划、模型几何精度比较分析
1473,"Human Bone Marrow Organoids for Disease Modeling, Discovery, and Validation of Therapeutic Targets in Hematologic Malignancies",A lack of models that recapitulate the complexity of human bone marrow has hampered mechanistic stud,2026-09-10 20:46:34,deepseek-flash,f46690d0-093b-42c8-b273-b27b5d23e440,1.13,exclude,该文献研究的是人骨髓类器官用于血液系统恶性肿瘤的疾病建模与治疗靶点验证，属于血液学/肿瘤学范畴，与口腔医学无关。,无,无,无
