file,match_idx,score,matched,_idx,Title_clean,Key,AI分类,在最终613,是否最终613
Kamburoğlu 等 - 3D printing in endodontics report of three clinical cases with innovative approaches 3-D-Druck in d.pdf,1919.0,100.0,True,1919.0,3D printing in endodontics: report of three clinical cases with innovative approaches,QQZNUG9U,unsure,True,True
Kamel 等 - 2024 - Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium.pdf,2066.0,100.0,True,2066.0,Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium CAD\textbackslashCAM 3-unit implant supported frameworks in free end saddle models: a pilot invitro study,8HPQKBVZ,exclude,False,False
Kammer 等 - 2025 - Role of Digital Technologies in Special Care Dentistry A Scoping Review.pdf,22.0,100.0,True,22.0,Role of Digital Technologies in Special Care Dentistry: A Scoping Review.,EILJESU9,exclude,False,False
Kanavakis 等 - 2022 - Novel Anterior Cranial Base Area for Voxel-Based Superimposition of Craniofacial CBCTs..pdf,1918.0,100.0,True,1918.0,Novel Anterior Cranial Base Area for Voxel-Based Superimposition of Craniofacial CBCTs,FPPNK9J9,exclude,False,False
Kang 等 - 2021 - Effect of the presence of orthodontic brackets on intraoral scans..pdf,17.0,100.0,True,17.0,Effect of the presence of orthodontic brackets on intraoral scans.,T8Q2R8EA,exclude,True,True
Kang和Ye - 2023 - Structural composition of antibacterial zinc-doped geopolymers.pdf,1393.0,100.0,True,1393.0,Structural composition of antibacterial zinc-doped geopolymers,PIJCZ274,exclude,False,False
"Karabiber和Eglenen - 2024 - 3D printed indirect bonding trays transfer accuracy of bar vs shell design in a prospective, random.pdf",1461.0,100.0,True,1461.0,"3D printed indirect bonding trays: transfer accuracy of bar vs shell design in a prospective, randomized clinical trial",X6MQB5ZG,include,False,False
Karadede Ünal和Dellaloğlu - 2021 - Digital analysis of tooth sizes among individuals with different malocclusions A study using three-.pdf,667.0,100.0,True,667.0,Digital analysis of tooth sizes among individuals with different malocclusions: A study using three-dimensional digital dental models,4A8X2JVE,exclude,False,False
Karanxha 等 - 2022 - Premolar and Molar Inclination Changes Following Micro-Implant-Assisted Maxillary Skeletal Expander.pdf,1618.0,100.0,True,1618.0,Premolar and Molar Inclination Changes Following Micro-Implant-Assisted Maxillary Skeletal Expander (MSE): A Three-Dimensional Analysis and Visualization,HPTKUJ9W,exclude,False,False
Karasick 等 - 2025 - MarginView3D A Novel Software Enabling Comprehensive Three-Dimensional Surgical Pathology Documenta.pdf,933.0,100.0,True,933.0,MarginView3D: A Novel Software Enabling Comprehensive Three-Dimensional Surgical Pathology Documentation for Improved Intra- and Postoperative Cancer Care,SUL3GW4D,exclude,True,True
Karcioglu 等 - 2025 - ML-based tooth shade assessment to prevent metamerism in different clinic lights..pdf,1158.0,100.0,True,1158.0,ML-based tooth shade assessment to prevent metamerism in different clinic lights,KLN2JNA2,exclude,False,False
Karnatz 等 - 2024 - Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board Application Cr.pdf,1536.0,100.0,True,1536.0,Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board: Application Creation and Implementation Study,TY5VT4UV,include,False,False
Katta 等 - 2023 - Using the Finite Element Method to Determine the Odonto-Periodontal Stress for a Patient with Angle.pdf,897.0,100.0,True,897.0,Using the Finite Element Method to Determine the Odonto-Periodontal Stress for a Patient with Angle Class II Division 1 Malocclusion,863TCEA7,include,True,True
Kau 等 - 2026 - Principal component analysis of 3-dimensional facial soft-tissue morphology in three adult populatio.pdf,2157.0,100.0,True,2157.0,Principal component analysis of 3-dimensional facial soft-tissue morphology in three adult populations,EI2TNAGK,include,False,False
Kawakami 等 - 2023 - Computer-assisted surgery with markerless augmented reality for the surgical removal of mandibular o.pdf,1775.0,100.0,True,1775.0,Computer-assisted surgery with markerless augmented reality for the surgical removal of mandibular odontogenic cysts: report of two clinical cases,7GRJAY7C,include,True,True
Kaygısız Yiğit 等 - 2025 - Artificial intelligence based fully automatic 3D paranasal sinus segmentation..pdf,2255.0,100.0,True,2255.0,Artificial intelligence-based fully automatic 3D paranasal sinus segmentation,ZMBGXJTE,include,True,True
Kazimierczak 等 - 2023 - Correlation Analysis of Nasal Septum Deviation and Results of AI-Driven Automated 3D Cephalometric A.pdf,1739.0,100.0,True,1739.0,Correlation Analysis of Nasal Septum Deviation and Results of AI-Driven Automated 3D Cephalometric Analysis,XRXG22EC,exclude,True,True
Kazimierczak 等 - 2024 - Skeletal facial asymmetry reliability of manual and artificial intelligence-driven analysis-1.pdf,1701.0,100.0,True,1701.0,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,RFPYNGAN,exclude,False,False
Kazimierczak 等 - 2024 - Skeletal facial asymmetry reliability of manual and artificial intelligence-driven analysis..pdf,1701.0,100.0,True,1701.0,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,RFPYNGAN,exclude,False,False
Kazimierczak 等 - 2024 - Skeletal facial asymmetry reliability of manual and artificial intelligence-driven analysis.pdf,1701.0,100.0,True,1701.0,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,RFPYNGAN,exclude,False,False
Kechagias和Zaoutsos - 2023 - Optimising fused filament fabrication surface roughness for a dental implant.pdf,670.0,100.0,True,670.0,Optimising fused filament fabrication surface roughness for a dental implant,BVNKQ2N3,exclude,False,False
Kehl 等 - 2026 - Spatiotemporal mechanical stimuli from dental crypt during tooth development An integrated experime.pdf,949.0,100.0,True,949.0,Spatiotemporal mechanical stimuli from dental crypt during tooth development: An integrated experimental and computational study,A3GV56C7,include,False,False
Keilig 等 - 2024 - Treatment Efficiency of Maxillary and Mandibular Orovestibular Tooth Expansion and Compression Movem.pdf,1703.0,100.0,True,1703.0,Treatment Efficiency of Maxillary and Mandibular Orovestibular Tooth Expansion and Compression Movements with the Invisalign? System in Adolescents and Adults,Z96VKUQ8,exclude,False,False
"Keleş和Karaca - 2023 - Comparison of Stress Distribution Among Standard Dental Implants Placed in Grafted Bone, Zygomatic I.pdf",2008.0,100.0,True,2008.0,"Comparison of Stress Distribution Among Standard Dental Implants Placed in Grafted Bone, Zygomatic Implants, and Subperiosteal Implants in the Atrophic Edentulous Maxilla: 3D Finite Element Analysis",5VMVSI6N,include,True,True
Kelkar 等 - 2021 - Finite element analysis of the effect of framework materials at the bone-implant interface in the al.pdf,311.0,100.0,True,311.0,Finite element analysis of the effect of framework materials at the bone-implant interface in the all-on-four implant system.,QFFZ2SWF,include,True,True
Kelz 等 - 2023 - Growth allometry and dental topography in Upper Triassic conodonts support trophic differentiation a.pdf,1660.0,100.0,True,1660.0,Growth allometry and dental topography in Upper Triassic conodonts support trophic differentiation and molar-like element function,MZW42EWD,exclude,False,False
Kerkhof 等 - 2025 - Depth-based registration of 3D preoperative models to intraoperative patient anatomy using the HoloL.pdf,2185.0,100.0,True,2185.0,Depth-based registration of 3D preoperative models to intraoperative patient anatomy using the HoloLens 2,8FWPXUE2,include,True,True
Keshari Parida 等 - 2025 - ViT-NeBLa A Hybrid Vision Transformer and Neural Beer–Lambert Framework for Single-View 3D Reconstr.pdf,2339.0,100.0,True,2339.0,ViT-NeBLa: A Hybrid Vision Transformer and Neural Beer–Lambert Framework for Single-View 3D Reconstruction of Oral Anatomy From Panoramic Radiographs,JX7Z45RP,include,False,False
Khalaf 等 - 2024 - Tissue surface adaptation and retention of digital obturator after one year of use..pdf,1279.0,100.0,True,1279.0,Tissue surface adaptation and retention of digital obturator after one year of use,MTZIVEQB,include,False,False
"Khalifa 等 - 2023 - Wear, Fatigue, and Fracture Resistance of Different Monolithic CADCAM Onlays as Abutments for Aceta.pdf",93.0,100.0,True,93.0,"WEAR, FATIGUE, AND FRACTURE RESISTANCE OF DIFFERENT MONOLITHIC CAD/CAM ONLAYS AS ABUTMENTS FOR ACETAL RESIN OR COBALT-CHROMIUM REMOVABLE PARTIAL DENTURE FRAMEWORKS.",3L3AZP53,include,True,True
Khalil 等 - 2022 - The microbiological effect of virgin coconut oil on the morphological and volumetric dimensional cha.pdf,2215.0,100.0,True,2215.0,The microbiological effect of virgin coconut oil on the morphological and volumetric dimensional changes of 3D printed surgical guides (in vitro study),QNI34BLU,include,False,False
"Khan 等 - 2023 - Human Bone Marrow Organoids for Disease Modeling, Discovery, and Validation of Therapeutic Targets i-1.pdf",1680.0,99.41520467836258,True,1680.0,"Human Bone Marrow Organoids for Disease Modeling, Discovery, and Validation of Therapeutic Targets in Hematologic Malignancies",BNP6WFER,exclude,False,False
"Khan 等 - 2023 - Human Bone Marrow Organoids for Disease Modeling, Discovery, and Validation of Therapeutic Targets i.pdf",1680.0,100.0,True,1680.0,"Human Bone Marrow Organoids for Disease Modeling, Discovery, and Validation of Therapeutic Targets in Hematologic Malignancies",BNP6WFER,exclude,False,False
Khosravi和Ramos Jr - 2024 - Principles of interdisciplinary orthodontic and restorative treatment.pdf,1218.0,100.0,True,1218.0,Principles of interdisciplinary orthodontic and restorative treatment,IF7WG7DS,exclude,False,False
Khurelbaatar 等 - 2025 - Three-dimensional cranial suture morphometric changes in young rats during normal growth.pdf,1742.0,100.0,True,1742.0,Three-dimensional cranial suture morphometric changes in young rats during normal growth,IWPHXENQ,exclude,False,False
Kidwai 等 - 2021 - Quantitative Craniofacial Analysis and Generation of Human Induced Pluripotent Stem Cells for Muenke.pdf,453.0,100.0,True,453.0,Quantitative Craniofacial Analysis and Generation of Human Induced Pluripotent Stem Cells for Muenke Syndrome: A Case Report.,RN75DXBK,include,False,False
Kikuta 等 - 2025 - Three-Dimensional Hemisided Analysis of the Pharyngeal Airway A Novel Technical Strategy to Evaluat.pdf,749.0,100.0,True,749.0,Three-Dimensional Hemisided Analysis of the Pharyngeal Airway: A Novel Technical Strategy to Evaluate Asymmetric Remodeling After Orthognathic Surgery,E84ZXP9F,include,False,False
Kilic和Caglar - 2024 - An Investigation of Stress Distribution Between Two Different Implant Concept in Implant-Supported M.pdf,1821.0,98.26589595375722,True,1821.0,Investigation of Stress Distribution Between Two Different Implant Concepts in Implant-Supported Maxillary Prostheses with Different Framework Materials: A Finite Element Study,RIBUBPAA,include,True,True
Kim 等 - 2021 - Analysis of the mandibular canal course using unsupervised machine learning algorithm.-1.pdf,400.0,100.0,True,400.0,Analysis of the mandibular canal course using unsupervised machine learning algorithm.,TADKGI4W,exclude,False,False
Kim 等 - 2021 - Analysis of the mandibular canal course using unsupervised machine learning algorithm..pdf,400.0,100.0,True,400.0,Analysis of the mandibular canal course using unsupervised machine learning algorithm.,TADKGI4W,exclude,False,False
Kim 等 - 2021 - Color three-dimensional imaging based on patterned illumination using a negative pinhole array..pdf,1045.0,100.0,True,1045.0,Color three-dimensional imaging based on patterned illumination using a negative pinhole array,PKG7FRXM,exclude,False,False
Kim 等 - 2021 - Prediction of age and sex from paranasal sinus images using a deep learning network.pdf,1819.0,100.0,True,1819.0,Prediction of age and sex from paranasal sinus images using a deep learning network,JKKFZSKB,exclude,False,False
Kim 等 - 2023 - Validation of a Biomechanical Injury and Disease Assessment Platform Applying an Inertial-Based Bios-1.pdf,1079.0,99.42857142857143,True,1079.0,Validation of a Biomechanical Injury and Disease Assessment Platform Applying an Inertial-Based Biosensor and Axis Vector Computation,5R8DUV5Q,exclude,False,False
Kim 等 - 2023 - Validation of a Biomechanical Injury and Disease Assessment Platform Applying an Inertial-Based Bios.pdf,1079.0,100.0,True,1079.0,Validation of a Biomechanical Injury and Disease Assessment Platform Applying an Inertial-Based Biosensor and Axis Vector Computation,5R8DUV5Q,exclude,False,False
Kim 等 - 2024 - Accuracy of Mandibular Removable Partial Denture Frameworks Fabricated by 3D Printing and Convention.pdf,727.0,100.0,True,727.0,Accuracy of Mandibular Removable Partial Denture Frameworks Fabricated by 3D Printing and Conventional Techniques,WA5FYPIY,exclude,True,True
Kim 等 - 2024 - An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium allo.pdf,787.0,100.0,True,787.0,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,GZCR8ZD9,exclude,False,False
Kim 等 - 2024 - Minimizing inconsistencies in gray values in small field-of-view dental computed tomography by modul.pdf,1059.0,100.0,True,1059.0,Minimizing inconsistencies in gray values in small field-of-view dental computed tomography by modulating reconstruction filter intensity: simulation study,AXGUCU7Q,exclude,False,False
Kim 等 - 2024 - Simple and Cost-Effective Generation of 3D Cell Sheets and Spheroids Using Curvature-Controlled Para.pdf,1263.0,100.0,True,1263.0,Simple and Cost-Effective Generation of 3D Cell Sheets and Spheroids Using Curvature-Controlled Paraffin Wax Substrates,TT3FFFAV,exclude,False,False
Kim 等 - 2025 - Automated dentition segmentation 3D UNet-based approach with MIScnn framework.pdf,34.0,100.0,True,34.0,Automated dentition segmentation: 3D UNet-based approach with MIScnn framework.,R4FJVQAW,include,False,False
Kim 等 - 2025 - Enhancing panoramic dental imaging with AI-driven arch surface fitting achieving improved clarity a.pdf,1884.0,100.0,True,1884.0,Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,K24ZBIB8,exclude,False,False
Kim 等 - 2026 - Automatic multi-class classification of 3D relationships between the mandibular third molar and cana.pdf,836.0,100.0,True,836.0,Automatic multi-class classification of 3D relationships between the mandibular third molar and canal on cone-beam computed tomography using a geometry-aware network,9CQF4EX6,include,False,False
Kim 等 - 2026 - Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extra.pdf,1242.0,100.0,True,1242.0,Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extraction: A Randomized Controlled Trial,RHIDMTCI,unsure,False,False
Kim 等 - 2026 - Pressure-based finite element analysis of setup distance in clear aligner canine retraction comparin.pdf,523.0,100.0,True,523.0,Pressure-based finite element analysis of setup distance in clear aligner canine retraction comparing bodily and tipping movements.,IYKJ62I6,include,False,False
Kiong 等 - 2024 - Effect of attachment flash on clear aligner force delivery an in vitro study..pdf,1172.0,100.0,True,1172.0,Effect of attachment flash on clear aligner force delivery: an in vitro study,9VYQRD5N,exclude,False,False
"Klop 等 - 2024 - An open-source, three-dimensional growth model of the mandible.pdf",5.0,100.0,True,5.0,"An open-source, three-dimensional growth model of the mandible.",CLHU5JFE,include,False,False
Klotz 等 - 2024 - Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zir.pdf,1064.0,100.0,True,1064.0,Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zirconia Generations and Framework Thicknesses: An In Vitro Study,CR3SB4FK,exclude,False,False
Ko 等 - 2021 - Effect of build angle and layer height on the accuracy of 3-dimensional printed dental models..pdf,1299.0,100.0,True,1299.0,Effect of build angle and layer height on the accuracy of 3-dimensional printed dental models,P23TVHFB,exclude,True,True
Ko 等 - 2026 - Application of temporary patient-specific plate in head and neck osteocutaneous free flap reconstruc.pdf,124.0,100.0,True,124.0,Application of temporary patient-specific plate in head and neck osteocutaneous free flap reconstruction: a prospective pilot study.,IHFWL9JR,unsure,False,False
Kobayashi 等 - 2022 - Influence of molding angle on the trueness and defects of removable partial denture frameworks fabri.pdf,840.0,100.0,True,840.0,Influence of molding angle on the trueness and defects of removable partial denture frameworks fabricated by selective laser melting,2CXB78BF,exclude,True,True
Kobe 等 - 2023 - Retentive design of a small surgical guide for implant surgery An in-vitro study.pdf,989.0,100.0,True,989.0,Retentive design of a small surgical guide for implant surgery: An in-vitro study,B88UY5CW,include,True,True
Kocak 等 - 2022 - Effect of Internal Design Modification on the Mechanical Properties of Laser Sintered Cobalt-Chromiu.pdf,1962.0,100.0,True,1962.0,Effect of Internal Design Modification on the Mechanical Properties of Laser Sintered Cobalt-Chromium Multi-Unit Metal-Ceramic Frameworks,PJ6EWCT2,exclude,True,True
Koenig 等 - 2022 - Comparison of dimensional accuracy between direct-printed and thermoformed aligners.pdf,1900.0,100.0,True,1900.0,Comparison of dimensional accuracy between direct-printed and thermoformed aligners,EVIJIMCA,include,True,True
Kondaka 等 - 2022 - Prosthetic rehabilitation of untailored defects using patient-specific implants.pdf,359.0,100.0,True,359.0,Prosthetic rehabilitation of untailored defects using patient-specific implants.,YKE5IFLZ,unsure,False,False
Kondarage 等 - 2022 - In situ 4D tomography image analysis framework to follow sintering within 3D-printed glass scaffolds.pdf,1454.0,100.0,True,1454.0,In situ 4D tomography image analysis framework to follow sintering within 3D-printed glass scaffolds,REL9RRAH,exclude,True,True
"Kontio 等 - 2024 - Automated 3-D Computer-Aided Measurement of the Bony Orbit Evaluation of Correlations among Volume,.pdf",505.0,100.0,True,505.0,"Automated 3-D Computer-Aided Measurement of the Bony Orbit: Evaluation of Correlations among Volume, Depth, and Surface Area.",KR5U5D8V,include,False,False
Kopačin 等 - 2024 - Personalized 3D-printed cranial implants for complex cranioplasty using open-source software..pdf,318.0,100.0,True,318.0,Personalized 3D-printed cranial implants for complex cranioplasty using open-source software.,QE8249VZ,exclude,True,True
Korkmaz 等 - 2023 - A novel probabilistic and 3D column P300 stimulus presentation paradigm for EEG-based spelling syste.pdf,1495.0,100.0,True,1495.0,A novel probabilistic and 3D column P300 stimulus presentation paradigm for EEG-based spelling systems,W8WPQ4EQ,exclude,False,False
Korkmaz和Aydın - 2025 - Comparison of Different Frameworks and Implant Angulations in All-On-Four and Six Concepts A Finite.pdf,1053.0,100.0,True,1053.0,Comparison of Different Frameworks and Implant Angulations in All-On-Four and Six Concepts: A Finite Element Analysis,HECHH8ZW,include,True,True
Kozakiewicz-Latała 等 - 2024 - PVA-based formulations as a design-technology platform for orally disintegrating film matrices.pdf,577.0,100.0,True,577.0,PVA-based formulations as a design-technology platform for orally disintegrating film matrices.,QFUV2EYX,exclude,False,False
Krejčí 等 - 2026 - Segmentation of spinal rootlets across MRI contrasts with RootletSeg.pdf,446.0,100.0,True,446.0,Segmentation of spinal rootlets across MRI contrasts with RootletSeg.,FS95B6WA,exclude,False,False
Križaj 等 - 2022 - Making the Most of Single Sensor Information A Novel Fusion Approach for 3D Face Recognition Using.pdf,402.0,100.0,True,402.0,Making the Most of Single Sensor Information: A Novel Fusion Approach for 3D Face Recognition Using Region Covariance Descriptors and Gaussian Mixture Models.,M34352PG,exclude,False,False
Krupali Ashokbhai 等 - 2024 - Leveraging solid solubility and miscibility of etoricoxib in Soluplus® towards manufacturing of 3D p.pdf,2062.0,100.0,True,2062.0,Leveraging solid solubility and miscibility of etoricoxib in Soluplus? towards manufacturing of 3D printed etoricoxib tablets by additive manufacturing,5BZNI5MC,exclude,False,False
Kuan 等 - 2023 - Path Planning and Navigation of Miniature Serpentine Robot for Bronchoscopy Application..pdf,1764.0,100.0,True,1764.0,Path Planning and Navigation of Miniature Serpentine Robot for Bronchoscopy Application,4WCH6H5S,exclude,False,False
Kubík和Španěl - 2024 - LMVSegRNN and Poseidon3D Addressing Challenging Teeth Segmentation Cases in 3D Dental Surface Ortho.pdf,2045.0,100.0,True,2045.0,LMVSegRNN and Poseidon3D: Addressing Challenging Teeth Segmentation Cases in 3D Dental Surface Orthodontic Scans,R7ISRWUL,exclude,False,False
Kuc 等 - 2025 - Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress—A Finite Element Study.pdf,726.0,100.0,True,726.0,Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress-A Finite Element Study,9QEYAAGH,include,False,False
Kuehn 等 - 2022 - Enabling Complex Fibre Geometries Using 3D Printed Axon-Mimetic Phantoms..pdf,2211.0,100.0,True,2211.0,Enabling Complex Fibre Geometries Using 3D Printed Axon-Mimetic Phantoms,5QNKAX9U,exclude,False,False
Kuharattanachai 等 - 2022 - Three-dimensional volumetric evaluation of dental pulp cavitytooth ratio in anterior open bite malo.pdf,1606.0,100.0,True,1606.0,Three-dimensional volumetric evaluation of dental pulp cavity/tooth ratio in anterior open bite malocclusion using cone beam computed tomography,MKQJRINH,include,True,True
Kumar 等 - 2020 - A 3-D Finite Element Analysis of Stress Distribution on Implant-supported Fixed Prosthesis with Four.pdf,114.0,100.0,True,114.0,A 3-D Finite Element Analysis of Stress Distribution on Implant-supported Fixed Prosthesis with Four Different Commercially Available Implant Systems.,WYDE6M86,include,True,True
Kumar 等 - 2023 - Dental Disease Detection and Classification in Radiograph Images using Deep Learning Model.pdf,2352.0,100.0,True,2352.0,Dental Disease Detection and Classification in Radiograph Images using Deep Learning Model,86Y8P3DG,exclude,False,False
"Kumar 等 - 2023 - On Mechanical, Physical, and Bioactivity Characteristics of Material Extrusion Printed Polyether Eth.pdf",1910.0,100.0,True,1910.0,"On Mechanical, Physical, and Bioactivity Characteristics of Material Extrusion Printed Polyether Ether Ketone",74VTAKPD,exclude,False,False
Kumari 等 - 2025 - Fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3D in-vit.pdf,1317.0,100.0,True,1317.0,Fabrication of multilayer heterogeneous cell assembly for pathophysiologically relevant 3D in-vitro IBD disease model for high throughput drug screening,XQQ4EMYY,exclude,False,False
"Kumar和Kumar - 2025 - A Comprehensive Study on Additive Manufacturing Techniques, Machine Learning Integration, and Intern.pdf",2165.0,100.0,True,2165.0,"A Comprehensive Study on Additive Manufacturing Techniques, Machine Learning Integration, and Internet of Things-Driven Sustainability Opportunities",QN62CWY4,exclude,False,False
Kuralt 等 - 2021 - The precision of gingival recession measurements is increased by an automated curvature analysis met.pdf,1084.0,100.0,True,1084.0,The precision of gingival recession measurements is increased by an automated curvature analysis method,5KJ9ZCAV,include,True,True
Kurniawan 等 - 2024 - Optimization of forensic identification through 3-dimensional imaging analysis of labial tooth surfa.pdf,162.0,100.0,True,162.0,Optimization of forensic identification through 3-dimensional imaging analysis of labial tooth surface using open-source software.,MH77VGXZ,include,True,True
Kuusisto 等 - 2023 - Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed t-1.pdf,204.0,99.41520467836258,True,204.0,"Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed tomography (CBCT) images even with artifact reduction, a pilot study.",HG9V8DTX,exclude,False,False
Kuusisto 等 - 2023 - Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed t-2.pdf,204.0,99.41520467836258,True,204.0,"Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed tomography (CBCT) images even with artifact reduction, a pilot study.",HG9V8DTX,exclude,False,False
Kuusisto 等 - 2023 - Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed t.pdf,204.0,100.0,True,204.0,"Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed tomography (CBCT) images even with artifact reduction, a pilot study.",HG9V8DTX,exclude,False,False
Kwon 等 - 2021 - The development of a functional human small intestinal epithelium model for drug absorption.pdf,1153.0,100.0,True,1153.0,The development of a functional human small intestinal epithelium model for drug absorption,DUNG6UUV,exclude,False,False
Kümbüloğlu 等 - 2022 - Stress Distribution on Various Implant-Retained Bar Overdentures.pdf,1391.0,100.0,True,1391.0,Stress Distribution on Various Implant-Retained Bar Overdentures,IIAXIP3S,include,True,True
Küçükkurt - 2026 - Posterior implant angulation without cantilever reduction in mandibular All-on-4 a controlled finit.pdf,178.0,100.0,True,178.0,Posterior implant angulation without cantilever reduction in mandibular All-on-4: a controlled finite element analysis of stress transfer and implant macrodesign effects.,KHNTF6NJ,include,False,False
Kızılırmak 等 - 2025 - Effect of manufacturing type and aging on the fit of metal frameworks an in vitro Micro-CT study..pdf,1122.0,100.0,True,1122.0,Effect of manufacturing type and aging on the fit of metal frameworks: an in vitro Micro-CT study,D4Y88T8X,exclude,False,False
"Laczi 等 - 2025 - Instantaneous center of rotation, the first step to build up the digital laboratory of complex motio.pdf",1553.0,100.0,True,1553.0,"Instantaneous center of rotation, the first step to build up the digital laboratory of complex motions",PZLBG7A6,unsure,False,False
Lai 等 - 2025 - Automated Dental Landmarks Recognition in Special Models via Neural Network.pdf,2288.0,100.0,True,2288.0,Automated Dental Landmarks Recognition in Special Models via Neural Network,3C3LWSIA,include,True,True
Lamparelli 等 - 2026 - 3D environment with BMP-2-releasing nanocarriers enhances osteogenic commitment of human tendon stem.pdf,1345.0,100.0,True,1345.0,3D environment with BMP-2-releasing nanocarriers enhances osteogenic commitment of human tendon stem cells,7ZKZHFDS,exclude,False,False
Lan 等 - 2023 - Stress analysis and risk of failure during clenching in ceramic assembly models 3-dimensional finit.pdf,1651.0,100.0,True,1651.0,Stress analysis and risk of failure during clenching in ceramic assembly models: 3-dimensional finite element analysis,B5653MJF,include,True,True
Lang 等 - 2021 - DLLNet An Attention-Based Deep Learning Method for Dental Landmark Localization on High-Resolution.pdf,458.0,100.0,True,458.0,DLLNet: An Attention-Based Deep Learning Method for Dental Landmark Localization on High-Resolution 3D Digital Dental Models.,64V4MY8B,exclude,False,False
Lang 等 - 2022 - Localization of Craniomaxillofacial Landmarks on CBCT Images Using 3D Mask R-CNN and Local Dependenc.pdf,2418.0,100.0,True,2418.0,Localization of Craniomaxillofacial Landmarks on CBCT Images Using 3D Mask R-CNN and Local Dependency Learning,VDZWG6NT,exclude,False,False
Lan和Su - 2026 - Dynamic finite element analysis of stress distribution in edentulous fixed restorations Effects of.pdf,1294.0,100.0,True,1294.0,Dynamic finite element analysis of stress distribution in edentulous fixed restorations: Effects of different implant configurations and framework materials,JBLBAXQD,include,True,True
Lau 等 - 2022 - A Porcine Model Using Adipose Stem Cell-Loaded Scaffolds for Alveolar Ridge Augmentation..pdf,1083.0,100.0,True,1083.0,A Porcine Model Using Adipose Stem Cell-Loaded Scaffolds for Alveolar Ridge Augmentation,7W7AW9ET,exclude,True,True
"Law - 2024 - CADCAM-FABRICATED RPD FRAMEWORKS SHOW LOWER FIT ACCURACY COMPARED TO CONVENTIONAL CASTING, WITH IND.pdf",1685.0,100.0,True,1685.0,"CAD/CAM-FABRICATED RPD FRAMEWORKS SHOW LOWER FIT ACCURACY COMPARED TO CONVENTIONAL CASTING, WITH INDIRECT 3D PRINTING OFFERING COMPARABLE RESULTS",6TRMWJXT,exclude,False,False
Le 等 - 2021 - Automatic Segmentation of Mandibular Ramus and Condyles.pdf,2320.0,100.0,True,2320.0,Automatic Segmentation of Mandibular Ramus and Condyles,24Y7C84K,exclude,True,True
Leandro 等 - 2024 - Stress distribution on implant- supported zirconia crown of maxillary first molar effect of oblique.pdf,2220.0,100.0,True,2220.0,Stress distribution on implant- supported zirconia crown of maxillary first molar: effect of oblique load on natural and antagonist tooth,GUATC4KK,include,True,True
Lee - 2021 - Digital Workflow for Establishing the Posterior Palatal Seal on a Digital Complete Denture.pdf,708.0,100.0,True,708.0,Digital Workflow for Establishing the Posterior Palatal Seal on a Digital Complete Denture,7DUXHX7E,exclude,True,True
Lee 等 - 2020 - Assessment of the Inner Surface Roughness of 3D Printed Dental Crowns via Optical Coherence Tomograp.pdf,2362.0,100.0,True,2362.0,Assessment of the Inner Surface Roughness of 3D Printed Dental Crowns via Optical Coherence Tomography Using a Roughness Quantification Algorithm,V85M8FZ4,exclude,False,False
"Lee 等 - 2021 - A Complete Digital Workflow for Planning, Simulation, and Evaluation in Orthognathic Surgery..pdf",710.0,100.0,True,710.0,"A Complete Digital Workflow for Planning, Simulation, and Evaluation in Orthognathic Surgery",T43PJP5P,unsure,True,True
Lee 等 - 2022 - Advantages of deep learning with convolutional neural network in detecting disc displacement of the.pdf,1056.0,100.0,True,1056.0,Advantages of deep learning with convolutional neural network in detecting disc displacement of the temporomandibular joint in magnetic resonance imaging,JURF9NTK,exclude,False,False
Lee 等 - 2023 - Three-dimensional soft tissue landmark detection with marching cube algorithm..pdf,291.0,100.0,True,291.0,Three-dimensional soft tissue landmark detection with marching cube algorithm.,VMWZNNZZ,include,False,False
