record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
438,CMTY5QG7,"Comparative Error Analysis of 3D-Modeling, -Printing and - Scanning Methods Used in Orthodontics",10.1109/TIPTEKNO68206.2025.11270148,J Craniomaxillofac Surg,conferencePaper,2025/10,2025,Orthodontics,3D Slicer;Meshmixer;CATIA,3D Data Analysis and Accuracy Assessment,TUR,unsure,保留,会议论文但为牙科主题的完整原创研究（与检索 IEEE 口径一致）,comparativeerroranalysisof3dmodelingprintingandscanningmethodsusedinorthodontics,保留,,10.1109/tiptekno68206.2025.11270148,unsure,2025,10.0,2025-H2,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],"['3D Slicer', 'Meshmixer', 'CATIA']",2025-H2,"['3D Slicer', 'Meshmixer', 'CATIA']",3D Slicer;Meshmixer;CATIA,保留,,in_vitro,2,comparative error analysis of 3d modeling printing and scanning methods used in orthodontics,原始筛查
439,B5653MJF,Stress analysis and risk of failure during clenching in ceramic assembly models: 3-dimensional finite element analysis,10.1016/j.jds.2023.01.015,J Dent Sci,journalArticle,2023/04,2023,Prosthodontics,ABAQUS,Biomechanical Analysis and Simulation / Digital Design and Manufacturing,CHN,include,保留,未发现纳排问题,stressanalysisandriskoffailureduringclenchinginceramicassemblymodels3dimensionalfiniteelementanalysis,保留,,10.1016/j.jds.2023.01.015,include,2023,4.0,2023-H1,['Prosthodontics'],"['Biomechanical Analysis and Simulation', 'Digital Design and Manufacturing']",['ABAQUS'],2023-H1,['ABAQUS'],ABAQUS,保留,,computational,3,stress analysis and risk of failure during clenching in ceramic assembly models 3 dimensional finite element analysis,原始筛查
440,27WN5KMX,Novel three-dimensional methods to analyze the morphology of the nasal cavity and pharyngeal airway,10.2319/070620-610.1,J Dent,journalArticle,2021/05,2021,Orthodontics;Oral and Maxillofacial Radiology,Mimics,Morphological and Phenotypic Analysis / Image Segmentation and 3D Reconstruction,DNK,include,保留,未发现纳排问题,novelthreedimensionalmethodstoanalyzethemorphologyofthenasalcavityandpharyngealairway,保留,,10.2319/070620-610.1,unsure,2021,5.0,2021-H1,"['Orthodontics', 'Oral and Maxillofacial Radiology']","['Morphological and Phenotypic Analysis', 'Image Segmentation and 3D Reconstruction']",['Mimics'],2021-H1,['Mimics'],Mimics,保留,,clinical,1,novel three dimensional methods to analyze the morphology of the nasal cavity and pharyngeal airway,原始筛查
441,2JKFABNV,"Feasibility, trueness and precision of intraoral scanners in digitizing maxillectomy defects with exposed zygomatic implants in situ: An in vitro 3D comparative study",10.1016/j.jdent.2025.105557,J Dent,journalArticle,2025/02,2025,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,JPN,include,保留,未发现纳排问题,feasibilitytruenessandprecisionofintraoralscannersindigitizingmaxillectomydefectswithexposedzygomaticimplantsinsituaninvitro3dcomparativestudy,保留,,10.1016/j.jdent.2025.105557,include,2025,2.0,2025-H1,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2025-H1,['GOM Inspect'],GOM Inspect,保留,,in_vitro,2,feasibility trueness and precision of intraoral scanners in digitizing maxillectomy defects with exposed zygomatic implants in situ an in vitro 3d comparative study,原始筛查
442,RTDGZ4YL,Effects of Periodontal Splints on Biomechanical Behaviors in Compromised Periodontal Tissues and Cement Layer: 3D Finite Element Analysis,10.3390/polym14142835,J Dent,journalArticle,2022/07,2022,Periodontics;Prosthodontics,Mimics;ABAQUS;Geomagic Wrap,Biomechanical Analysis and Simulation,CHN,include,保留,未发现纳排问题,effectsofperiodontalsplintsonbiomechanicalbehaviorsincompromisedperiodontaltissuesandcementlayer3dfiniteelementanalysis,保留,,10.3390/polym14142835,include,2022,7.0,2022-H2,"['Periodontics', 'Prosthodontics']",['Biomechanical Analysis and Simulation'],"['Mimics', 'ABAQUS', 'Geomagic Wrap']",2022-H2,"['Mimics', 'ABAQUS', 'Geomagic Wrap']",Mimics;ABAQUS;Geomagic Wrap,保留,,computational,3,effects of periodontal splints on biomechanical behaviors in compromised periodontal tissues and cement layer 3d finite element analysis,原始筛查
443,Y7RSNUSR,Comparison between digital superimposition and microcomputed tomography methods of fit assessment of removable partial denture frameworks,10.1016/j.prosdent.2023.02.002,J Pers Med,journalArticle,2024/03,2024,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,PRT,include,保留,未发现纳排问题,comparisonbetweendigitalsuperimpositionandmicrocomputedtomographymethodsoffitassessmentofremovablepartialdentureframeworks,保留,,10.1016/j.prosdent.2023.02.002,include,2024,3.0,2024-H1,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2024-H1,['Geomagic Control X'],Geomagic Control X,保留,,in_vitro,2,comparison between digital superimposition and microcomputed tomography methods of fit assessment of removable partial denture frameworks,原始筛查
444,R3L4M4DQ,Biomechanical effects of different materials for an occlusal device on implant-supported rehabilitation in a tooth clenching situation. A 3D finite element analysis,10.1111/jopr.13763,Journal of Prosthodontics,journalArticle,2024/08,2024,Prosthodontics;Oral Implantology,ANSYS;InVesalius;Rhinoceros;SolidWorks,Biomechanical Analysis and Simulation,BRA,include,保留,未发现纳排问题,biomechanicaleffectsofdifferentmaterialsforanocclusaldeviceonimplantsupportedrehabilitationinatoothclenchingsituationa3dfiniteelementanalysis,保留,,10.1111/jopr.13763,include,2024,8.0,2024-H2,"['Prosthodontics', 'Oral Implantology']",['Biomechanical Analysis and Simulation'],"['ANSYS', 'InVesalius', 'Rhinoceros', 'SolidWorks']",2024-H2,"['ANSYS', 'InVesalius', 'Rhinoceros', 'SolidWorks']",ANSYS;InVesalius;Rhinoceros;SolidWorks,保留,,computational,3,biomechanical effects of different materials for an occlusal device on implant supported rehabilitation in a tooth clenching situation a 3d finite element analysis,原始筛查
445,J3WWB7A4,Effect of artificial aging and different surface finishing protocols on the flexural strength and surface hardness of a photopolymer for manufacturing monolithic polychromatic complete dentures using PolyJet 3D printing,10.1111/jopr.13963,Journal of Prosthodontics,journalArticle,2024/10,2024,Prosthodontics,Meshmixer,Digital Design and Manufacturing,USA,exclude,保留,未发现纳排问题,effectofartificialaginganddifferentsurfacefinishingprotocolsontheflexuralstrengthandsurfacehardnessofaphotopolymerformanufacturingmonolithicpolychromaticcompletedenturesusingpolyjet3dprinting,保留,,10.1111/jopr.13963,unsure,2024,10.0,2024-H2,['Prosthodontics'],['Digital Design and Manufacturing'],['Meshmixer'],2024-H2,['Meshmixer'],Meshmixer,保留,,in_vitro,4,effect of artificial aging and different surface finishing protocols on the flexural strength and surface hardness of a photopolymer for manufacturing monolithic polychromatic complete dentures using polyjet 3d printing,原始筛查
446,DVMCH739,An End-to-End Deep Learning Pipeline for Automated Mandible Virtual Surgical Planning Using Real-World Clinical Data,10.1109/ACCESS.2026.3702327,Journal of Prosthodontics,journalArticle,2026,2026,Oral and Maxillofacial Surgery,3D Slicer,Image Segmentation and 3D Reconstruction / Surgical Planning and Precise Implementation,THA,include,保留,未发现纳排问题,anendtoenddeeplearningpipelineforautomatedmandiblevirtualsurgicalplanningusingrealworldclinicaldata,保留,,10.1109/access.2026.3702327,include,2026,,2026-H1,['Oral and Maxillofacial Surgery'],"['Image Segmentation and 3D Reconstruction', 'Surgical Planning and Precise Implementation']",['3D Slicer'],unknown,['3D Slicer'],3D Slicer,保留,,computational,1,an end to end deep learning pipeline for automated mandible virtual surgical planning using real world clinical data,原始筛查
447,KLUTS8EC,CBCT analysis of mandibular position and bilateral symmetry in adult female patients with a deep overbite before and after flat bite plate treatment: a retrospective study,10.1186/s40001-024-02130-w,J Stomatol Oral Maxillofac Surg,journalArticle,2024/11,2024,Orthodontics;Oral and Maxillofacial Radiology,Mimics,Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,cbctanalysisofmandibularpositionandbilateralsymmetryinadultfemalepatientswithadeepoverbitebeforeandafterflatbiteplatetreatmentaretrospectivestudy,保留,,10.1186/s40001-024-02130-w,include,2024,11.0,2024-H2,"['Orthodontics', 'Oral and Maxillofacial Radiology']",['Morphological and Phenotypic Analysis'],['Mimics'],2024-H2,['Mimics'],Mimics,保留,,clinical,1,cbct analysis of mandibular position and bilateral symmetry in adult female patients with a deep overbite before and after flat bite plate treatment a retrospective study,原始筛查
448,4LLWL53K,Intraoral volume changes in relation to the hard tissue shape changes in asymmetric patients before and after orthognathic surgery- A retrospective CT study,10.1016/j.jormas.2023.101629,J Stomatol Oral Maxillofac Surg,journalArticle,2024/02,2024,Oral and Maxillofacial Surgery,Geomagic Freeform,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,IND,exclude,保留,未发现纳排问题,intraoralvolumechangesinrelationtothehardtissueshapechangesinasymmetricpatientsbeforeandafterorthognathicsurgeryaretrospectivectstudy,保留,,10.1016/j.jormas.2023.101629,unsure,2024,2.0,2024-H1,['Oral and Maxillofacial Surgery'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['Geomagic Freeform'],2024-H1,['Geomagic Freeform'],Geomagic Freeform,保留,,clinical,1,intraoral volume changes in relation to the hard tissue shape changes in asymmetric patients before and after orthognathic surgery a retrospective ct study,原始筛查
449,5KJ9ZCAV,The precision of gingival recession measurements is increased by an automated curvature analysis method,10.1186/s12903-021-01858-9,J Stomatol Oral Maxillofac Surg,journalArticle,2021/10,2021,Periodontics,GOM Inspect,Morphological and Phenotypic Analysis,SVN,include,保留,未发现纳排问题,theprecisionofgingivalrecessionmeasurementsisincreasedbyanautomatedcurvatureanalysismethod,保留,,10.1186/s12903-021-01858-9,unsure,2021,10.0,2021-H2,['Periodontics'],['Morphological and Phenotypic Analysis'],['GOM Inspect'],2021-H2,['GOM Inspect'],GOM Inspect,保留,,in_vitro,1,the precision of gingival recession measurements is increased by an automated curvature analysis method,原始筛查
450,VCEI47L3,Finite Element Analysis of Novaloc Attachments at Extreme Angulations and Arch Forms: A Specification Study,10.1111/cid.70082,Journal of Visualized Experiments,journalArticle,2025/08,2025,Prosthodontics;Oral Implantology,3D Slicer;SpaceClaim;ANSYS,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,finiteelementanalysisofnovalocattachmentsatextremeangulationsandarchformsaspecificationstudy,保留,,10.1111/cid.70082,include,2025,8.0,2025-H2,"['Prosthodontics', 'Oral Implantology']",['Biomechanical Analysis and Simulation'],"['3D Slicer', 'SpaceClaim', 'ANSYS']",2025-H2,"['3D Slicer', 'SpaceClaim', 'ANSYS']",3D Slicer;SpaceClaim;ANSYS,保留,,computational,3,finite element analysis of novaloc attachments at extreme angulations and arch forms a specification study,原始筛查
451,7PML7Y2A,Fabrication of Customized dental guide by stereolithography method and evaluation of dimensional accuracy with artificial neural networks,10.1016/j.jmbbm.2021.105071,Journal of the Anatomical Society of India,journalArticle,2022/02,2022,Oral Implantology;Oral and Maxillofacial Surgery,Mimics;3-Matic,Digital Design and Manufacturing / 3D Data Analysis and Accuracy Assessment,TUR,include,保留,未发现纳排问题,fabricationofcustomizeddentalguidebystereolithographymethodandevaluationofdimensionalaccuracywithartificialneuralnetworks,保留,,10.1016/j.jmbbm.2021.105071,include,2022,2.0,2022-H1,"['Oral Implantology', 'Oral and Maxillofacial Surgery']","['Digital Design and Manufacturing', '3D Data Analysis and Accuracy Assessment']","['Mimics', '3-Matic']",2022-H1,"['Mimics', '3-Matic']",Mimics;3-Matic,保留,,computational,2,fabrication of customized dental guide by stereolithography method and evaluation of dimensional accuracy with artificial neural networks,原始筛查
452,4WWZ78KQ,Stress Distribution Pattern in Zygomatic Implants Supporting Different Superstructure Materials,10.3390/ma15144953,J Mech Behav Biomed Mater,journalArticle,2022/07,2022,Oral Implantology;Prosthodontics,Rhinoceros;3D Slicer,Biomechanical Analysis and Simulation,ARM,include,保留,未发现纳排问题,stressdistributionpatterninzygomaticimplantssupportingdifferentsuperstructurematerials,保留,,10.3390/ma15144953,include,2022,7.0,2022-H2,"['Oral Implantology', 'Prosthodontics']",['Biomechanical Analysis and Simulation'],"['Rhinoceros', '3D Slicer']",2022-H2,"['Rhinoceros', '3D Slicer']",Rhinoceros;3D Slicer,保留,,computational,3,stress distribution pattern in zygomatic implants supporting different superstructure materials,原始筛查
453,EEUPFIYZ,Biomechanical Comparison of Asymmetric Implant Configurations for All-on-Four Treatment Using Three-Dimensional Finite Element Analysis,10.3390/life12121963,Life (Basel),journalArticle,2022/12,2022,Oral Implantology;Prosthodontics,3D-DOCTOR;VRMesh;Rhinoceros;ALGOR,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,biomechanicalcomparisonofasymmetricimplantconfigurationsforallonfourtreatmentusingthreedimensionalfiniteelementanalysis,保留,,10.3390/life12121963,unsure,2022,12.0,2022-H2,"['Oral Implantology', 'Prosthodontics']",['Biomechanical Analysis and Simulation'],"['3D-DOCTOR', 'VRMesh', 'Rhinoceros', 'ALGOR']",2022-H2,"['3D-DOCTOR', 'VRMesh', 'Rhinoceros', 'ALGOR']",3D-DOCTOR;VRMesh;Rhinoceros;ALGOR,保留,,computational,3,biomechanical comparison of asymmetric implant configurations for all on four treatment using three dimensional finite element analysis,原始筛查
454,A4YJJ2FI,Unveiling Software Limitations in the Assessment of the Minimum Sectional Area and Volume in Cleft LIP and Palate Patients,10.3390/life15020226,Life (Basel),journalArticle,2025/02,2025,Oral and Maxillofacial Surgery,ITK-SNAP;InVesalius,Morphological and Phenotypic Analysis / Surgical Planning and Precise Implementation,BRA,include,保留,未发现纳排问题,unveilingsoftwarelimitationsintheassessmentoftheminimumsectionalareaandvolumeincleftlipandpalatepatients,保留,,10.3390/life15020226,include,2025,2.0,2025-H1,['Oral and Maxillofacial Surgery'],"['Morphological and Phenotypic Analysis', 'Surgical Planning and Precise Implementation']","['ITK-SNAP', 'InVesalius']",2025-H1,"['ITK-SNAP', 'InVesalius']",ITK-SNAP;InVesalius,保留,,computational,1,unveiling software limitations in the assessment of the minimum sectional area and volume in cleft lip and palate patients,原始筛查
455,IIAXIP3S,Stress Distribution on Various Implant-Retained Bar Overdentures,10.3390/ma15093248,Materials (Basel),journalArticle,2022/05,2022,Prosthodontics,ANSYS,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,stressdistributiononvariousimplantretainedbaroverdentures,保留,,10.3390/ma15093248,include,2022,5.0,2022-H1,['Prosthodontics'],['Biomechanical Analysis and Simulation'],['ANSYS'],2022-H1,['ANSYS'],ANSYS,保留,,computational,3,stress distribution on various implant retained bar overdentures,原始筛查
456,WA5FYPIY,Accuracy of Mandibular Removable Partial Denture Frameworks Fabricated by 3D Printing and Conventional Techniques,10.3390/ma17133148,Materials (Basel),journalArticle,2024/07,2024,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,KOR,exclude,保留,未发现纳排问题,accuracyofmandibularremovablepartialdentureframeworksfabricatedby3dprintingandconventionaltechniques,保留,,10.3390/ma17133148,unsure,2024,7.0,2024-H2,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2024-H2,['GOM Inspect'],GOM Inspect,保留,,in_vitro,2,accuracy of mandibular removable partial denture frameworks fabricated by 3d printing and conventional techniques,原始筛查
457,BDYVLJ3U,Dimensional Accuracy of Different Three-Dimensional Printing Models as a Function of Varying the Printing Parameters,10.3390/ma17143616,Materials (Basel),journalArticle,2024/07,2024,Prosthodontics,Meshmixer;GOM Inspect,Digital Design and Manufacturing / 3D Data Analysis and Accuracy Assessment,DEU,include,保留,未发现纳排问题,dimensionalaccuracyofdifferentthreedimensionalprintingmodelsasafunctionofvaryingtheprintingparameters,保留,,10.3390/ma17143616,include,2024,7.0,2024-H2,['Prosthodontics'],"['Digital Design and Manufacturing', '3D Data Analysis and Accuracy Assessment']","['Meshmixer', 'GOM Inspect']",2024-H2,"['Meshmixer', 'GOM Inspect']",Meshmixer;GOM Inspect,保留,,in_vitro,4,dimensional accuracy of different three dimensional printing models as a function of varying the printing parameters,原始筛查
458,GXJQYRBP,Optimization of Digital Light Processing Three-Dimensional Printing of the Removable Partial Denture Frameworks; The Role of Build Angle and Support Structure Diameter,10.3390/ma15062316,Materials (Basel),journalArticle,2022/03,2022,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,SAU,include,保留,未发现纳排问题,optimizationofdigitallightprocessingthreedimensionalprintingoftheremovablepartialdentureframeworkstheroleofbuildangleandsupportstructurediameter,保留,,10.3390/ma15062316,include,2022,3.0,2022-H1,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2022-H1,['Geomagic Control X'],Geomagic Control X,保留,,in_vitro,2,optimization of digital light processing three dimensional printing of the removable partial denture frameworks the role of build angle and support structure diameter,原始筛查
459,MRYJYM5I,Comparison of Implant Surgery Methods of Cortical Tapping and Cortical Widening in Bone of Various Density: A Three-Dimensional Finite Element Study,10.3390/ma16083261,Materials (Basel),journalArticle,2023/04,2023,Oral Implantology,SolidWorks;ABAQUS;HyperMesh,Biomechanical Analysis and Simulation,KOR,include,保留,未发现纳排问题,comparisonofimplantsurgerymethodsofcorticaltappingandcorticalwideninginboneofvariousdensityathreedimensionalfiniteelementstudy,保留,,10.3390/ma16083261,unsure,2023,4.0,2023-H1,['Oral Implantology'],['Biomechanical Analysis and Simulation'],"['SolidWorks', 'ABAQUS', 'HyperMesh']",2023-H1,"['SolidWorks', 'ABAQUS', 'HyperMesh']",SolidWorks;ABAQUS;HyperMesh,保留,,computational,3,comparison of implant surgery methods of cortical tapping and cortical widening in bone of various density a three dimensional finite element study,原始筛查
460,ZKA8VNG5,Biomechanical Behavior of Different Framework and Superstructure Material Combinations in Two-Implant-Supported Four-Unit Prostheses: A Dynamic Finite Element Analysis,10.3390/ma19112376,Materials (Basel),journalArticle,2026/06,2026,Prosthodontics;Oral Implantology,Mimics,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,biomechanicalbehaviorofdifferentframeworkandsuperstructurematerialcombinationsintwoimplantsupportedfourunitprosthesesadynamicfiniteelementanalysis,保留,,10.3390/ma19112376,include,2026,6.0,2026-H1,"['Prosthodontics', 'Oral Implantology']",['Biomechanical Analysis and Simulation'],['Mimics'],2026-H1,['Mimics'],Mimics,保留,,computational,3,biomechanical behavior of different framework and superstructure material combinations in two implant supported four unit prostheses a dynamic finite element analysis,原始筛查
461,JU74TGET,"Evaluation of Stresses on Implant, Bone, and Restorative Materials Caused by Different Opposing Arch Materials in Hybrid Prosthetic Restorations Using the All-on-4 Technique",10.3390/ma14154308,Materials (Basel),journalArticle,2021/08,2021,Prosthodontics;Oral Implantology,VRMesh;Rhinoceros,Image Segmentation and 3D Reconstruction / Digital Design and Manufacturing,TUR,include,保留,未发现纳排问题,evaluationofstressesonimplantboneandrestorativematerialscausedbydifferentopposingarchmaterialsinhybridprostheticrestorationsusingtheallon4technique,保留,,10.3390/ma14154308,unsure,2021,8.0,2021-H2,"['Prosthodontics', 'Oral Implantology']","['Image Segmentation and 3D Reconstruction', 'Digital Design and Manufacturing']","['VRMesh', 'Rhinoceros']",2021-H2,"['VRMesh', 'Rhinoceros']",VRMesh;Rhinoceros,保留,,computational,4,evaluation of stresses on implant bone and restorative materials caused by different opposing arch materials in hybrid prosthetic restorations using the all on 4 technique,原始筛查
462,AS7ZN4BZ,Assessment of Compatibility between Various Intraoral Scanners and 3D Printers through an Accuracy Analysis of 3D Printed Models,10.3390/ma13194419,Materials (Basel),journalArticle,2020/10,2020,Prosthodontics,Geomagic Design X,3D Data Analysis and Accuracy Assessment,KOR,include,保留,未发现纳排问题,assessmentofcompatibilitybetweenvariousintraoralscannersand3dprintersthroughanaccuracyanalysisof3dprintedmodels,保留,,10.3390/ma13194419,unsure,2020,10.0,2020-H2,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Design X'],2020-H2,['Geomagic Design X'],Geomagic Design X,保留,,in_vitro,2,assessment of compatibility between various intraoral scanners and 3d printers through an accuracy analysis of 3d printed models,原始筛查
463,DJZMFHEI,"FEA Comparison of the Mechanical Behavior of Three Dental Crown Materials: Enamel, Ceramic, and Zirconia",10.3390/ma17030673,Materials (Basel),journalArticle,2024/02,2024,Prosthodontics,ANSYS,Biomechanical Analysis and Simulation,ITA,include,保留,未发现纳排问题,feacomparisonofthemechanicalbehaviorofthreedentalcrownmaterialsenamelceramicandzirconia,保留,,10.3390/ma17030673,include,2024,2.0,2024-H1,['Prosthodontics'],['Biomechanical Analysis and Simulation'],['ANSYS'],2024-H1,['ANSYS'],ANSYS,保留,,computational,3,fea comparison of the mechanical behavior of three dental crown materials enamel ceramic and zirconia,原始筛查
464,WYNW8VHR,Optimization of CBCT data with image processing methods and production with fused deposition modeling 3D printing,10.1007/s11517-023-02889-w,Med Biol Eng Comput,journalArticle,2025/08,2025,Oral Implantology,3D Slicer,Image Segmentation and 3D Reconstruction,TUR,include,保留,未发现纳排问题,optimizationofcbctdatawithimageprocessingmethodsandproductionwithfuseddepositionmodeling3dprinting,保留,,10.1007/s11517-023-02889-w,unsure,2025,8.0,2025-H2,['Oral Implantology'],['Image Segmentation and 3D Reconstruction'],['3D Slicer'],2025-H2,['3D Slicer'],3D Slicer,保留,,computational,1,optimization of cbct data with image processing methods and production with fused deposition modeling 3d printing,原始筛查
465,GIPQHWGT,Development and validation of a 3D anthropomorphic phantom for dental CBCT imaging research,10.1002/mp.16661,Med Phys,journalArticle,2023/11,2023,Oral and Maxillofacial Radiology,3D Slicer,3D Data Analysis and Accuracy Assessment,BEL,include,保留,未发现纳排问题,developmentandvalidationofa3danthropomorphicphantomfordentalcbctimagingresearch,保留,,10.1002/mp.16661,unsure,2023,11.0,2023-H2,['Oral and Maxillofacial Radiology'],['3D Data Analysis and Accuracy Assessment'],['3D Slicer'],2023-H2,['3D Slicer'],3D Slicer,保留,,computational,2,development and validation of a 3d anthropomorphic phantom for dental cbct imaging research,原始筛查
466,8X3LL8Z8,Comparative Analysis of Fused Deposition Modeling and Digital Light Processing Techniques for Dimensional Accuracy in Clear Aligner Manufacturing,10.12659/MSM.940922,Med Sci Monit,journalArticle,2023/08,2023,Orthodontics,CloudCompare;Meshmixer,3D Data Analysis and Accuracy Assessment,POL,include,保留,未发现纳排问题,comparativeanalysisoffuseddepositionmodelinganddigitallightprocessingtechniquesfordimensionalaccuracyinclearalignermanufacturing,保留,,10.12659/msm.940922,include,2023,8.0,2023-H2,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],"['CloudCompare', 'Meshmixer']",2023-H2,"['CloudCompare', 'Meshmixer']",CloudCompare;Meshmixer,保留,,in_vitro,2,comparative analysis of fused deposition modeling and digital light processing techniques for dimensional accuracy in clear aligner manufacturing,原始筛查
467,8GU9PNPM,Influence of Framework Material and Abutment Configuration on Fatigue Performance in Dental Implant Systems: A Finite Element Analysis,10.3390/medicina60091463,Medicina (Kaunas),journalArticle,2024/09,2024,Prosthodontics;Oral Implantology,ABAQUS,Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,influenceofframeworkmaterialandabutmentconfigurationonfatigueperformanceindentalimplantsystemsafiniteelementanalysis,保留,,10.3390/medicina60091463,include,2024,9.0,2024-H2,"['Prosthodontics', 'Oral Implantology']",['Biomechanical Analysis and Simulation'],['ABAQUS'],2024-H2,['ABAQUS'],ABAQUS,保留,,computational,3,influence of framework material and abutment configuration on fatigue performance in dental implant systems a finite element analysis,原始筛查
468,WSCIJHCB,Postoperative facial appearance of patients with extensive oral squamous cell carcinoma can be adequately preserved with in?house virtually planned mandibular  reconstruction.,10.3892/mco.2023.2693,Mol Clin Oncol,journalArticle,2023/12,2023,Oral and Maxillofacial Radiology,3D Slicer,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,DEU,include,保留,未发现纳排问题,postoperativefacialappearanceofpatientswithextensiveoralsquamouscellcarcinomacanbeadequatelypreservedwithinhousevirtuallyplannedmandibularreconstruction,保留,,10.3892/mco.2023.2693,unsure,2023,12.0,2023-H2,['Oral and Maxillofacial Radiology'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['3D Slicer'],2023-H2,['3D Slicer'],3D Slicer,保留,,clinical,1,postoperative facial appearance of patients with extensive oral squamous cell carcinoma can be adequately preserved with in house virtually planned mandibular reconstruction,原始筛查
469,26QMLGSA,Identifying teeth and tooth fragments from digital 3D models.,10.1016/j.morpho.2024.100774,Morphologie,journalArticle,2024/09,2024,Forensic Odontology,ZBrush,Morphological and Phenotypic Analysis,GBR,include,保留,未发现纳排问题,identifyingteethandtoothfragmentsfromdigital3dmodels,保留,,10.1016/j.morpho.2024.100774,unsure,2024,9.0,2024-H2,['Forensic Odontology'],['Morphological and Phenotypic Analysis'],['ZBrush'],2024-H2,['ZBrush'],ZBrush,保留,,clinical,1,identifying teeth and tooth fragments from digital 3d models,原始筛查
470,3RPDNKWU,The level of confidence of dentists in identifying intact and sectioned teeth.,10.1016/j.morpho.2024.100922,Morphologie,journalArticle,2025/03,2025,Forensic Odontology,ZBrush,Morphological and Phenotypic Analysis,GBR,exclude,保留,未发现纳排问题,thelevelofconfidenceofdentistsinidentifyingintactandsectionedteeth,保留,,10.1016/j.morpho.2024.100922,include,2025,3.0,2025-H1,['Forensic Odontology'],['Morphological and Phenotypic Analysis'],['ZBrush'],2025-H1,['ZBrush'],ZBrush,保留,,clinical,1,the level of confidence of dentists in identifying intact and sectioned teeth,原始筛查
471,CD45V2UD,In-house manufactured 3D guides for the localization and treatment of mandibular lesions. Workflow and case series.,10.4103/njms.njms_205_23,Natl J Maxillofac Surg,journalArticle,2024/12,2024,Oral and Maxillofacial Surgery,3D Slicer;Meshmixer,Surgical Planning and Precise Implementation,ESP,include,保留,未发现纳排问题,inhousemanufactured3dguidesforthelocalizationandtreatmentofmandibularlesionsworkflowandcaseseries,保留,,10.4103/njms.njms_205_23,include,2024,12.0,2024-H2,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],"['3D Slicer', 'Meshmixer']",2024-H2,"['3D Slicer', 'Meshmixer']",3D Slicer;Meshmixer,保留,,case_report,1,in house manufactured 3d guides for the localization and treatment of mandibular lesions workflow and case series,原始筛查
472,QUEPSGLA,Evaluating the effect of subcrestal placement on platform switched short dental implants and von mises stress in D3 bone-A 3D FEM study,10.4103/njcp.njcp_362_20,Niger J Clin Pract,journalArticle,2021/05,2021,Oral Implantology,ANSYS;HyperMesh,Biomechanical Analysis and Simulation,ARE,include,保留,未发现纳排问题,evaluatingtheeffectofsubcrestalplacementonplatformswitchedshortdentalimplantsandvonmisesstressind3bonea3dfemstudy,保留,,10.4103/njcp.njcp_362_20,include,2021,5.0,2021-H1,['Oral Implantology'],['Biomechanical Analysis and Simulation'],"['ANSYS', 'HyperMesh']",2021-H1,"['ANSYS', 'HyperMesh']",ANSYS;HyperMesh,保留,,computational,3,evaluating the effect of subcrestal placement on platform switched short dental implants and von mises stress in d3 bone a 3d fem study,原始筛查
