Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_nt
CTHCY5TE,conferencePaper,2023,"Wang, Xudong; Xu, Weiliang; Dhupia, Jaspreet; Bronlund, John; Han, Jianda",Compliance Control and Simulation of a Next-Generation Chewing Robot,2023 42nd Chinese Control Conference (CCC),,1934-1768,10.23919/CCC58697.2023.10239865,,"The aim of the development of the chewing robots is to study the biomechanics of chewing process or produce the bolus for further research by in vitro experiments. Some chewing robots are open loop controlled and couldn't behave like a human. However, to make the chewing robots more bin-mimic, force feedback based closed loop control is required. To improve the efficiency of the in-vitro chewing experiments, a next generation chewing robot with cam-follower based multi-chambers was developed previously, which can be used test the effect of different chewing parameters on the chewing performance and food texture changes simultanously. In this paper, modified admittance control based on the force feedback was applied to the chewing robot. At first, to improve food particle size reduction to a distribution which closely matches that produced by human and protect the components of the robot from breakage or impact damage, a spring mass based system, called remote center compliance (RCC), was developed and applied to the robot to control the chewing force. Then, based on the knowledge of human chewing process, power-based algorithm, and modified admittance control method were used as the feedback to adjust the angular velocity of the motor and corresponding chewing velocity of the teeth. The performance of the control model was also simulated, results showed that the model is reliable to control the robot and make it bio-mimic.",23-Jul,2026/5/16 17:59,2026/6/29 15:40,,4232-4236,,,,,,,,,,,,,en-US,,,,,,,,,D:\Zotero_Articles\storage\4N5BCIIF\Wang 等 - 2023 - Compliance Control and Simulation of a Next-Generation Chewing Robot.pdf,,/1; Force; Biological system modeling; Force feedback; Robot sensing systems; admittance control; chewing robot; chewing velocity; Mathematical models; Process control; remote center compliance; Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compliance control and simulation of a next generation chewing robot
HYRULWD6,journalArticle,2025,"Pham, Thanh Tuan; Suh, Young Soo",Toothbrushing Monitoring Using an RGB-D Camera and Smart Toothbrush-Integrated IMU,IEEE Sensors Journal,,1558-1748,10.1109/JSEN.2025.3587247,,"Accurate tracking of toothbrush position and identifying brushing regions are critical challenges in developing effective oral hygiene monitoring systems. This article presents a novel approach that integrates an inertial measurement unit (IMU) and an orange ball marker attached to a toothbrush with an external red–green–blue-depth (RGB-D) camera. The proposed method consists of two primary components: a toothbrush position estimation algorithm and a toothbrushing region classification method. By leveraging sensor fusion from the IMU and the RGB-D camera, the orientation and position of the toothbrush are accurately estimated. The brushing direction vector is then computed from the relative positions of the toothbrush head and the user’s mouth. This direction vector, combined with acceleration and orientation data, is used as input for a transformer encoder-based classification model, which categorizes brushing activity into 16 distinct regions. Experimental results demonstrate that our classification method outperforms existing approaches, achieving an F1 -score of 94.85% in the all-subjects evaluation and 81.56% in the leave-one-subject-out scenario. Additionally, the toothbrush position estimation algorithm achieves an average root-mean-square error (RMSE) of 1.4 cm. These results highlight the effectiveness and reliability of the proposed method, positioning it as a promising solution for toothbrushing assessment and real-time feedback systems.",25-Aug,2026/5/16 18:00,2026/6/29 15:41,,31254-31265,,16,25,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\7VTQT7XE\Pham和Suh - 2025 - Toothbrushing Monitoring Using an RGB-D Camera and Smart Toothbrush-Integrated IMU.pdf,,Accelerometers; Brushing region classification; Cameras; Estimation; inertial sensors; Inertial sensors; Magnetic sensors; Monitoring; red–green–blue-depth (RGB-D) camera; Sensors; smart toothbrush; Three-dimensional displays; toothbrush position estimation; transformer encoder; Transformers; Vectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toothbrushing monitoring using an rgb d camera and smart toothbrush integrated imu
VTE3SUZ7,conferencePaper,2022,"Arustamyan, Irina G.; Stancheva, Olga A.; Karpishchenko, Sergei A.; Tselobanov, Nikita B.; Efimenko, Georgy A.; Kaplun, Dmitrii I.",A Software Package ?Apnea? for the Diagnosis and Treatment of Obstructive Sleep Apnea,2022 Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),,2376-6565,10.1109/ElConRus54750.2022.9755455,,"According to the international classification of sleep disorders ICSD-3, sleep disorders are grouped into 7 different groups, one of which is ""Obstructive Sleep Apnea"" (OSA). In order to improve the quality of sleep, a mobile application ""Apnea"" was developed. It helps users in self-diagnosis and treatment of snoring and OSA. This will have a positive effect on many areas of life in the future: the number of accidents due to falling asleep while driving will decrease; the working capacity of the population will increase due to the improvement of people, since inadequate sleep increases the risk of many diseases, including sudden death. The software complex analyzes many patient data: name, age, gender, height and weight of the user, neck circumference, waist circumference, patient complaints, recording of the sound phenomenon of the client's snoring, processing of user's photographs to construction of a 3D model and determine the pathology of the dentition, heart rate data processing and activity results during the day. Based on the results of the assessment, users are offered various recommendations compiled by a team of doctors to improve the quality of sleep (smart alarm clock, soothing music, breathing techniques, myofunctional exercises, recommendations for diet therapy, sleep hygiene, etc.).",22-Jan,2026/5/16 17:59,2026/6/29 15:41,,1462-1465,,,,,,,,,,,,,,,,,,,,"TLDR: A mobile application ""Apnea"" was developed that helps users in self-diagnosis and treatment of snoring and OSA, and various recommendations compiled by a team of doctors to improve the quality of sleep are offered.",,,,/无关; Surgery; Sleep apnea; precision medicine; diseases; Three-dimensional displays; Solid modeling; Sociology; mobile application; obstructive sleep apnea (OSA); otorhinolaryngology; Recording; snoring; Software packages; technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a software package apnea for the diagnosis and treatment of obstructive sleep apnea
5UNAWU6T,conferencePaper,2020,"Shih, Chihhsiong; Lai, Quanen; Ho, Huanran; Chu, WillIam Cheng-Chung",Smart Feeder Robot for Severely Disabled Patients,"2020 IEEE 20th International Conference on Software Quality, Reliability and Security Companion (QRS-C)",,,10.1109/QRS-C51114.2020.00103,,"As Taiwan enters an aging society, the number of disabled people increases accordingly, resulting in a growing burden for longterm care and family care managements. We propose an eye-hand integration system with an infrared sensor attached to the end of the arm. Not only can the accuracy of feeding be controlled, but also the position of the spoon/claw can be micro-controlled while picking up food as cleanly as possible. It is more intelligent than other feeding robot arms. It can automatically adjust the position of the head and face of users of different sizes and orientations. As long as the base of the arm is placed close to the head of the bed, feeding the arm can serve the user without special posture adjustment. At the same time, the users' head are mounted with a laser light and a camera which serves as a lighting sources on multiple dark areas on the food table. Given the lighted instructions, the robot arm is guided to different food plate. Disabled patients can then freely choose the order of eating and enjoy the quality of life. We report the details of constructing such system and presents the image processing algorithms for laser light selection operations.",20-Dec,2026/5/16 17:59,2026/6/29 15:39,,603-608,,,,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\H6HFZGJ8\Shih 等 - 2020 - Smart Feeder Robot for Severely Disabled Patients.pdf,,Aging; eye in hand system; food pick selection; intelligent sensing; Manipulators; Mouth; Robot sensing systems; smart feeder; Software quality; Software reliability; Three-dimensional displays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smart feeder robot for severely disabled patients
4GDMUU8D,journalArticle,2024,"Rao, Divya; Singh, Rohit; Kamath, Sudiksha Kottachery; Pendekanti, Sanjeev Kushal; Pai, Divya; Kolekar, Sucheta V.; Holla, M. Raviraja; Pathan, Sameena",OTONet: Deep Neural Network for Precise Otoscopy Image Classification,IEEE Access,,2169-3536,10.1109/ACCESS.2024.3351668,,"Otoscopy is a diagnostic procedure to visualize the external ear canal and eardrum, facilitating the detection of various ear pathologies and conditions. Timely otoscopy image classification offers significant advantages, including early detection, reduced patient anxiety, and personalized treatment plans. This paper introduces a novel OTONet framework specifically tailored for otoscopy image classification. It leverages octave 3D convolution and a combination of feature and region-focus modules to create an accurate and robust classification system capable of distinguishing between various otoscopic conditions. This architecture is designed to efficiently capture and process the spatial and feature information present in otoscopy images. Using a public otoscopy dataset, OTONet has reached a classification accuracy of 99.3% and an F1 score of 99.4% across 11 classes of ear conditions. A comparative analysis demonstrates that OTONet surpasses other established machine learning models, including ResNet50, ResNet50v2, VGG16, Dense-Net169, and ConvNeXtTiny, across various evaluation metrics. The research’s contribution to improved diagnostic accuracy reduced human error, expedited diagnostics, and its potential for telemedicine applications.",2024,2026/5/16 18:00,2026/6/29 15:41,,7734-7746,,,12,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\H5BGEPDQ\Rao 等 - 2024 - OTONet Deep Neural Network for Precise Otoscopy Image Classification.pdf,,Analytical models; applied engineering; Artificial intelligence; Biomedical image processing; Biomedical imaging; convolutional neural networks; Convolutional neural networks; diagnosis; Ear; healthcare; Image classification; Measurement; Media; Medical diagnostic imaging; medical image analysis; Medical services; Ontologies; otology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otonet deep neural network for precise otoscopy image classification
UR5C4NE6,journalArticle,2026,"Ma, Xinghua; Fang, Xinyan; Luo, Gongning; Qiu, Xingyu; Liu, Xin; Huang, Chao; Wang, Kuanquan; Qiu, Zhaowen; Zhang, Tong; Li, Yue; Wei, Lei; Gao, Xin","Interference-Free Causality Learning Promotes Cross-Level, Fine-Grained Diagnosis of Coronary Artery Disease in Coronary CT Angiography",IEEE Transactions on Medical Imaging,,1558-254X,10.1109/TMI.2025.3640646,,"With the growing global threat of coronary artery disease (CAD), automated CAD diagnosis techniques based on coronary CT angiography (CCTA) have been developed. However, their clinical applicability remains limited due to the heterogeneity of stenosis and plaque attributes, as well as confounders within the causal relationships of CAD diagnosis. This work introduces the Attribute-Decoupled Intervention Network (ADI-Net), a confounder-free CAD diagnosis framework designed for fine-grained analysis at both the artery and patient levels, aligning with real-world clinical practice. ADI-Net employs an attribute-decoupled representation that effectively captures the heterogeneous features of stenosis and plaque with differential constraints, enabling precise, fine-grained classification. Additionally, the dynamic-updating causal intervention continuously refines confounder banks and applies the Do-expression within a complete causality, ensuring comprehensive, cross-level assessments. Experiments on CCTA datasets from three clinical centers demonstrate that ADI-Net outperforms state-of-the-art methods in cross-level, fine-grained CAD diagnosis, exhibiting superior robustness, domain adaptability, and data efficiency.",26-May,2026/6/26 17:43,2026/6/29 15:41,,1832-1846,,5,45,,,,,,,,,,,,,,,,,,,,,Angiography; Arteries; Biomedical image processing; causality learning; Cause effect analysis; Computational modeling; Computed tomography; Coronary arteriosclerosis; Coronary artery disease; coronary CT angiography; cross-level; Diseases; fine-grained; Medical diagnostic imaging; Solid modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interference free causality learning promotes cross level fine grained diagnosis of coronary artery disease in coronary ct angiography
93QPIGB9,journalArticle,2025,"Tarigopula, Neha; Tornay, Sandrine; Sincan, Ozge Mercanoglu; Bowden, Richard; Magimai.-Doss, Mathew",Posterior-Based Analysis of Spatio-Temporal Features for Sign Language Assessment,IEEE Open Journal of Signal Processing,,2644-1322,10.1109/OJSP.2025.3531781,,"Sign Language conveys information through multiple channels composed of manual (handshape, hand movement) and non-manual (facial expression, mouthing, body posture) components. Sign language assessment involves giving granular feedback to a learner, in terms of correctness of the manual and non-manual components, aiding the learner's progress. Existing methods rely on handcrafted skeleton-based features for hand movement within a KL-HMM framework to identify errors in manual components. However, modern deep learning models offer powerful spatio-temporal representations for videos to represent hand movement and facial expressions. Despite their success in classification tasks, these representations often struggle to attribute errors to specific sources, such as incorrect handshape, improper movement, or incorrect facial expressions. To address this limitation, we leverage and analyze the spatio-temporal representations from Inflated 3D Convolutional Networks (I3D) and integrate them into the KL-HMM framework to assess sign language videos on both manual and non-manual components. By applying masking and cropping techniques, we isolate and evaluate distinct channels of hand movement, and facial expressions using the I3D model and handshape using the CNN-based model. Our approach outperforms traditional methods based on handcrafted features, as validated through experiments on the SMILE-DSGS dataset, and therefore demonstrates that it can enhance the effectiveness of sign language learning tools.",2025,2026/5/16 18:00,2026/6/29 15:40,,284-292,,,6,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\I4U96RBK\Tarigopula 等 - 2025 - Posterior-Based Analysis of Spatio-Temporal Features for Sign Language Assessment.pdf,,Context modeling; Deep learning; explainability; Feature extraction; Hands; hidden Markov models; Hidden Markov models; Manuals; Production; Sign language; sign language assessment; sign language recognition; Signal processing; Videos; Visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posterior based analysis of spatio temporal features for sign language assessment
BDPNEU69,conferencePaper,2025,"Oral, Okyanus; Feuillen, Thomas; Murtada, Ahmed; Rao, Bhavani Shankar Mysore Rama",Fast Sparsity-Based 3D Near-Field MIMO Imaging Using b-SAGA with a Batch Size Selection Strategy,2025 IEEE Radar Conference (RadarConf25),,2375-5318,10.1109/RadarConf2559087.2025.11205170,,"Near-field imaging with multiple-input multiple-output (MIMO) arrays suffers from high computational cost. This hinders the practicality of conventional optimization techniques for large-scale sparsity-based imaging. In this paper, we address this issue and reduce the total runtime using a stochastic gradient strategy with variance reduction. Specifically, we utilize the Batch-Stochastic-Average-Gradient-Ameliore algorithm, which retains the convergence rate of the full proximal gradient method while reducing per-iteration cost. To our knowledge, this is the first time stochastic gradients with variance reduction have been applied to near-field MIMO radar imaging. In parallel, we provide a practical batch size selection strategy to improve runtime, which can also be used with other batch-based optimization methods for various radar image formation problems. We demonstrate using real-world measurements and total variation regularization that, compared to full and standard stochastic proximal gradient methods, the developed approach achieves speedups of over 5x and 23x, respectively, reducing runtime from the order of minutes to tens of seconds while maintaining high image quality.",25-Oct,2026/6/29 15:25,2026/6/29 15:25,,751-756,,,,,,,,,,,,,,,,,,,,,,,,Imaging; Image quality; Three-dimensional displays; Runtime; Standards; MIMO radar imaging; Radar; Radar imaging; Gradient methods; MIMO radar; near-field; proximal algorithm; stochastic gradient; Total variance; variance reduction technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast sparsity based 3d near field mimo imaging using b saga with a batch size selection strategy
3W2GPYQ8,conferencePaper,2025,"Ahmed, Saadaldeen Rashid; Hadi, Ali; Baddour, Leena Sameer; Ali, Haider Alaa Mohammed; Asaad, Ameer Yalmaz Asaad; Fashakh, Abdulnaser M.; Khames, Qudama; Nassrullah, Aymen Hasan Ali; Miah, Abu Saleh Musa",Alzheimer’s Disease Prediction Using MRI-PET Fusion Through Multi-Modal Deep Learning With Late Fusion Techniques,2025 3rd International Conference on Cyber Resilience (ICCR),,,10.1109/ICCR67387.2025.11292326,,"This research presents an advanced deep learning framework for Alzheimer’s Disease prediction through multimodal MRI-PET fusion, integrating modality-specific encoders and late-stage attention-guided fusion. Utilizing dual-stream 3D CNN architectures—3D-ResNet for structural MRI and a custom PET-CNN for metabolic imaging—the model applies gated attention to maintain modality integrity and enhance semantic alignment at the decision level. Evaluation across large-scale neuroimaging cohorts including ADNI, AIBL, and OASIS-3 yielded classification accuracies up to 98.7%, with peak F1-scores of 0.894 and AUC values ranging from 0.92 to 0.96, confirming reliable stage differentiation among CN, MCI, and AD groups. Against unimodal and early fusion baselines, the proposed system achieved a 5.1–6.2% accuracy increase and reduced false positive rates by 25–28%, particularly in early MCI detection scenarios. Through domain-adaptive regularization and cohort-invariant training, the framework generalizes robustly across external datasets without retraining. The low-latency inference pipeline ( ≤ 160ms per subject) enables clinical integration, while its modular encoder architecture supports scalable extension to new imaging modalities and neurodegenerative markers with minimal reconfiguration.",25-Jul,2026/6/28 2:42,2026/6/29 15:41,,1月8日,,,,,,,,,,,,,,,,,,,,,,,,Accuracy; Alzheimer's disease; Alzheimer’s Disease; Cognitive Decline Prediction; Deep learning; Deep Learning; Late Fusion; Logic gates; Magnetic resonance imaging; Medical AI; MRI-PET Fusion; Multi-Modal Networks; Neuroimaging; Neuroimaging Biomarkers; Semantics; Solid modeling; Three-dimensional displays; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alzheimer s disease prediction using mri pet fusion through multi modal deep learning with late fusion techniques
EQXPU6L4,conferencePaper,2024,"O.F.Ibrahim; Fadhil, Sabeeh Thamer; Kareem, Zaid Hikmat; Manea, Maryam Jamal; Almusawi, Muntather; Ahmed, Abeer; Attiwi, Madi Hashem",AI Diagnosis of Mild Cognitive Impairment in Neurodegenerative Diseases from FDG Pet Images,"2024 International Conference on IoT, Communication and Automation Technology (ICICAT)",,,10.1109/ICICAT62666.2024.10923473,,"Objective This study aimed to develop and validate a deep learning FDG-PET scanning algorithm that may differentiate between patients who have developed moderate cognitive decline compared to the patients having been diagnosed with one of the following neuronal diseases: frontotemporal degeneration and dementia with lewy bodies, and both. A 3D Convolutional brain network that was proposed and trained using images from the Brain scans Institute for Alzheimer’s collection. It contained a dataset used in training and testing the model: the ADNI, which holds data of 822 participants. Also, a dataset from Technological Institute and La Fe Institute was used for the evaluation, which consisted of 91 participants with MCI, of which 71 acquired neurologic condition afterward, while the remaining 19 do not. The model, when tested on the 10% ADNI dataset, identified neurologic illness in patients with an accuracy of 79%, an awareness of 88%, and a specificity of 71%. It further achieved an area around the receiver operating curves of 0.90. Moreover, the model retained its 80% balance accuracy, 75% awareness, 84% specificity, and 0.86 AUC in the external verification. With an overall accuracy of 80% for its balanced classification, this binary classifier algorithm developed through deep learning in PET scan images can become instrumental for the early findings of a neurologic disease in patients with MCI under a standard clinical setting. Definition of Mild Cognitive Impairment MCI is the transitional stage between normal cognitive ageing and dementia, most commonly caused by neurodegenerative diseases such as Alzheimer’s disease. Successful and early identification of patients with MCI at risk for converting their disorder into a neurodegenerative condition is mandatory for timely intervention and management.",24-Nov,2026/5/16 18:00,2026/6/29 15:41,,687-692,,,,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\2S9VX7QY\O.F.Ibrahim 等 - 2024 - AI Diagnosis of Mild Cognitive Impairment in Neurodegenerative Diseases from FDG Pet Images.pdf,,Accuracy; Alzheimer's disease; Alzheimer’s Disease; Artificial Intelligence; Biological neural networks; Brain Imaging; Brain modeling; Convolutional neural networks; Convolutional Neural Networks; Deep learning; Deep Learning; Dementia; Diseases; Early Diagnosis; FDG PET; Hospitals; Mild Cognitive Impairment; Neurodegenerative Disease; Positron emission tomography; Three-dimensional displays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai diagnosis of mild cognitive impairment in neurodegenerative diseases from fdg pet images
KT26QVLT,journalArticle,2024,"Asif, Sohaib; Zhao, Ming; Li, Yangfan; Tang, Fengxiao; Zhu, Yusen",CFI-Net: A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagnosing Multiple Skin Diseases Including Mpox,IEEE Journal of Biomedical and Health Informatics,,2168-2208,10.1109/JBHI.2024.3411658,,"In the domain of medical diagnostics, precise identification of various skin and oral diseases is vital for effective patient care. In particular, Mpox is a potentially dangerous viral disease with zoonotic origins, capable of human-to-human transmission, underscoring the urgency of precise diagnostic methods for timely intervention. This paper introduces a novel approach named the Choquet Fuzzy Integral-based Ensemble (CFI-Net) for accurate classification of skin diseases, with a specific emphasis on detecting Mpox, foot ulcers, and various mouth and oral diseases. Our methodology begins with Transfer Learning, enhancing the classification capabilities of base classifiers (DenseNet169, MobileNetV1 and DenseNet201) by incorporating additional layers. Subsequently, we aggregate the prediction scores from each base classifier using the Choquet fuzzy integral (CFI) to derive the final predicted labels, thus ensuring dynamic and robust predictions. Fuzzy measures, a crucial component of this fuzzy integral-based ensemble method, are typically determined through manual experimentation in previous approaches. However, in our study, we have tackled the challenge of manual tuning by employing meta-heuristic optimization algorithm to precisely configure the fuzzy measures for optimal performance. A rigorous evaluation is conducted on four publicly available datasets, encompassing two Mpox datasets, a foot ulcer dataset, and a mouth and oral disease dataset. The experiments reveal the remarkable effectiveness of CFI-Net in significantly improving disease classification accuracy. Additionally, we employ Grad-CAM analysis to provide insights into the decision-making processes of our models. Our findings underscore the exceptional performance of CFI-Net, achieving accuracy rates of 98.06% and 94.81% for Mpox detection, 99.06% for foot ulcer detection, and an impressive 99.61% for mouth and oral disease classification. This research not only contributes to the advancement of disease diagnosis but also demonstrates the effectiveness of ensemble learning techniques coupled with fuzzy integral-based fusion in enhancing diagnostic accuracy.",24-Sep,2026/5/16 18:27,2026/6/29 15:41,,5573-5586,,9,28,,IEEE J Biomed Health Inform,,,,,,,United States,eng,,,,,,,"TLDR: This paper introduces a novel approach named the Choquet Fuzzy Integral-based Ensemble (CFI-Net) for accurate classification of skin diseases, with a specific emphasis on detecting Mpox, foot ulcers, and various mouth and oral diseases.",,D:\Zotero_Articles\storage\IIUZYJ4Z\Asif 等 - 2024 - CFI-Net A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagn.pdf,,"Humans; Algorithms; transfer learning; Neural Networks, Computer; Skin; Diagnosis, Computer-Assisted/methods; *Fuzzy Logic; Mpox, Monkeypox; Skin Diseases/diagnosis; Transfer learning; Diseases; Medical diagnostic imaging; Medical diagnosis; choquet fuzzy integral-based ense- mble; disease classification; Ensemble learning; fuzzy logic; Fuzzy logic; Mpox; Particle swarm optimization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfi net a choquet fuzzy integral based ensemble network with pso optimized fuzzy measures for diagnosing multiple skin diseases including mpox
5BJNDFYZ,conferencePaper,2020,"Shaafi, Aymen; Salem, Osman; Mehaoua, Ahmed",Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network,2020 IEEE Symposium on Computers and Communications (ISCC),,2642-7389,10.1109/ISCC50000.2020.9219698,,"Accurate and fast recognition of sign language would greatly improve communications between the deaf and the hearers using hand-held devices. We used Myo armband as our wireless data measurement device, which is wearable technology equipped with on-board 3D Accelerometer, 3D Gyroscope and 8 channel Electromyogram acquisition system. The main objective of this paper is to provide a lightweight approach for American Sign Language recognition by reducing the dimensionality of inputs using a novel method. Data from each sensors are aggregated into one dimension to reduce the required time for data processing, as well as the amount of required memory for storage. Afterward, we extract features from aggregated data and we proceed to classification using Support Vector Machine (SVM). We compare the performance of SVM with and without our aggregation approach. Our experimental results prove that our proposed approach improves the speed of model derivation (four times faster than existing methods) and reduces the size of input data with the same accuracy.",20-Jul,2026/5/16 17:59,2026/6/29 15:41,,1月6日,,,,,,,,,,,,,,,,,,,,,,D:\Zotero_Articles\storage\LYXY43W9\Shaafi 等 - 2020 - Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network.pdf,,3D Accelerometer; 3D Gyroscope; ASL; Computational modeling; Gesture recognition; IMU; Memory management; Support vector machines; Surface EMG; SVM; Three-dimensional displays; Wireless communication; Wireless sensor networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,improving the recognition of sign language from acquired data by wireless body area network
LVMS6SDJ,conferencePaper,2020,"de Lima, Edirlei Soares; Gheno, Felipe Jo?o; Viseu, Ana",Sketch-Based Interaction for Planning-Based Interactive Storytelling,2020 19th Brazilian Symposium on Computer Games and Digital Entertainment (SBGames),,2159-6662,10.1109/SBGames51465.2020.00029,,"Drawings have been used for thousands of years as a visual complement to oral and written storytelling. The evolution of technology and the advent of interactive narratives brings the possibility of exploring drawings and storytelling in new ways. This paper presents a new sketch-based interaction method for planning-based interactive storytelling systems, which uses a deep learning model based on a Convolutional Neural Network to recognize digital hand-drawn sketches. By combining real time sketch recognition with a planning-based plot generation algorithm, the proposed system allows users to interact with narratives by sketching objects on smartphones or tablet computers, which are then recognized by the system and converted into virtual objects in the story world, thereby affecting the plot of the narrative. Preliminary results show that the sketch recognition model has a remarkable accuracy for small sets of sketch classes (accuracy of 95.1 % for 14 classes), which are sufficient to provide a good variety of interaction options. In addition, it can also be extended to more complex scenarios while maintaining a considerable accuracy (87.4% for 172 classes and 71.6% for 345 classes).",20-Nov,2026/5/16 18:00,2026/6/29 15:39,,154-162,,,,,,,,,,,,,,,,,,,,"TLDR: A new sketch-based interaction method for planning-based interactive storytelling systems, which uses a deep learning model based on a Convolutional Neural Network to recognize digital hand-drawn sketches to affect the plot of the narrative.",,,,/无关; Visualization; Three-dimensional displays; Planning; Solid modeling; automated planning; Games; interactive narratives; interactive storytelling; Servers; sketch recognition; sketch-based interaction; Tablet computers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sketch based interaction for planning based interactive storytelling
MEMRQFFZ,conferencePaper,2025,"Suganya, S.; Banupriya, B.K; Vadivu, N.; Babu, J. Jagan; Shankar, T.A. Sathish; Krishnamoorthy, Rajaram",Multi-Resolution Transformer-Augmented Efficientnet for Explainable Breast Cancer Histopathology Analysis,"2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",,,10.1109/ICOIICS67115.2025.11390252,,"Diagnosis of breast cancer based on the histopathology images requires clinical reliability that is based on accurate and interpretable models. The proposed study is Multi-Resolution Transformer-Augmented EfficientNet (MRTAE) framework, a framework that combines EfficientNet to extract scale-wise features with a transformer layer to resolve long-range spatial relationships across scales. The model improves contextual perception and offers explainable predictions by use of Grad-CAM++ visualization. Architecture tests on benchmark datasets like BreakHis and Camelyon17 show excellent performance in accuracy, F1-score and interpretability over the traditional CNN-based ones. The suggested MR-TAE can be considered a good compromise between diagnostic accuracy and transparency as a high-tech tool that can help pathologists in the detection and classification of breast cancer.",25-Nov,2026/6/28 2:42,2026/6/29 15:40,,1395-1403,,,,,,,,,,,,,,,,,,,,,,,,Accuracy; Breast cancer; Breast cancer detection; Computational modeling; Context modeling; EfficientNet; Explainable AI; Feature extraction; Histopathology; Histopathology images; Reliability; Spatial resolution; Transformer; Transformers; Transforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multi resolution transformer augmented efficientnet for explainable breast cancer histopathology analysis
