Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferred composite attachments: an in vitro study,effect of print orientation of 3d printed aligner templates on the volumetric accuracy of transferred composite attachments an in vitro study,R6YFN9SG,10.1007/s00784-025-06708-4,CLINICAL ORAL INVESTIGATIONS,journalArticle,2025/12/26,2025,Orthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,ITA,in_vitro,"""Percentage volume deviations of the transferred versus planned attachment were quantified using Geomagic Control software (v.2020.1.1, ©2020 3D Systems, Inc., Rock Hill, SC)""；""The modified digital models were exported to STL-file and imported into Geomagic Control X software (version 2020.1.1, © 2020 3D Systems, Inc., Rock Hill, SC) for the sectioning and isolation of teeth 1.1 and 1.6""；""Cutting planes were created in Geomagic Control X software (v.2020.1.1, ©2020 3D Systems, Inc., Rock Hill, S",全文机构
Comparison of stereolithography (STL) and polygon file format (PLY) for intraoral scans: From chairside to archive.,comparison of stereolithography stl and polygon file format ply for intraoral scans from chairside to archive,5MX98NQ5,10.1016/j.jdent.2025.106253,Journal of dentistry,journalArticle,26-Feb,2026,Prosthodontics,Blender;PyMeshLab;Trimesh,3D Data Analysis and Accuracy Assessment,TWN,computational,"""Original STL files were converted into PLY and then reconverted into STL using four open-source tools: Trimesh, PyMeshLab, Blender 3.6, and Blender 4.4."" / ""The original STL files (STL-0) were converted to PLY format using four tools: Trimesh 4.6 (PLY-TM), PyMeshLab 2023.12 (PLY-PML), Blender 3.6 (PLY-B3.6), and Blender 4.4 (PLY-B4.4).""",全文机构
Spatiotemporal mechanical stimuli from dental crypt during tooth development: An integrated experimental and computational study,spatiotemporal mechanical stimuli from dental crypt during tooth development an integrated experimental and computational study,A3GV56C7,10.1016/j.eml.2026.102449,EXTREME MECHANICS LETTERS,journalArticle,26-Mar,2026,Oral and Maxillofacial Surgery,Avizo;Abaqus,Biomechanical Analysis and Simulation,USA,computational,"""The micro-CT images were reconstructed using Avizo software (Thermo Fisher Scientific, Burlington, MA)."" 以及 ""These meshes were then imported into Abaqus software (Simulia Inc., Johnston, RI) for finite element analysis.""",全文机构
Etched 3D-Printed Polycaprolactone Constructs Functionalized with Reduced Graphene Oxide for Enhanced Attachment of Dental Pulp-Derived Stem Cells,etched 3d printed polycaprolactone constructs functionalized with reduced graphene oxide for enhanced attachment of dental pulp derived stem cells,DCJH8XKA,10.3390/pharmaceutics13122146,PHARMACEUTICS,journalArticle,21-Dec,2021,Oral and Maxillofacial Surgery,Autodesk Inventor,Digital Design and Manufacturing,USA,in_vitro,PCL and rGO-PCL lattice structures were designed in Autodesk Inventor CAD software to tailor interior negative space within constructs and to add sacrificial supports.,Crossref
Impact of the superimposition reference area on intraoral scanning accuracy in a partially dentate maxilla.,impact of the superimposition reference area on intraoral scanning accuracy in a partially dentate maxilla,3FJVJNIB,10.1016/j.prosdent.2024.03.018,The Journal of prosthetic dentistry,journalArticle,24-Jul,2024,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,TUR,in_vitro,Accuracy was assessed by using a 3D analysis program (Geomagic Control X; 3D systems) for each scanner at 4 preselected areas. / surface differences were calculated with a 3D analysis software program (Geomagic Control X; 3D Systems).,模型判读机构
A customised 3D U-Net model for bifid mandibular canal segmentation and detection on CBCT: a diagnostic accuracy study,a customised 3d u net model for bifid mandibular canal segmentation and detection on cbct a diagnostic accuracy study,567Q4TW9,10.1186/s12903-026-08336-0,BMC ORAL HEALTH,journalArticle,2026/4/23,2026,Oral and Maxillofacial Radiology,3D Slicer,Image Segmentation and 3D Reconstruction,FIN,computational,"Ground truth labels were generated through manual voxel-wise segmentation using 3D Slicer (version 5.8; The Slicer Community, Boston, MA, USA).",全文机构
Clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,UYKQ4QIQ,10.22514/jocpd.2025.013,JOURNAL OF CLINICAL PEDIATRIC DENTISTRY,journalArticle,2025,2025,Prosthodontics,Mimics,Image Segmentation and 3D Reconstruction,CHN,clinical,"""The data was exported from the NewTom (NNT) workstation software ... and imported into Materialise Interactive Medical Image Control System (Mimics 21.0 software, Materialise, Belgium)."" 以及 ""The three-dimensional modeling of the oral and maxillofacial region was performed using Mimics 21.0 software (Materialise, Belgium) after importing the CBCT data of the pediatric patients.""",全文机构
2D-to-3D: Predicting three-dimensional (3D) cephalometric measurements from two conventional X-ray images,2d to 3d predicting three dimensional 3d cephalometric measurements from two conventional x ray images,Q3UWJ9BC,10.1007/s00056-025-00599-6,JOURNAL OF OROFACIAL ORTHOPEDICS-FORTSCHRITTE DER KIEFERORTHOPADIE,journalArticle,26-Jul,2026,Orthodontics,3D Slicer;MATLAB,Image Segmentation and 3D Reconstruction,IND,computational,"""An orthodontic expert manually plotted all the 3D cephalometric landmarks using the 3D Slicer software for validation. The landmarks' coordinates were exported from the slicer software to Microsoft Excel""",全文机构
Impact of profile angle of CAD-CAM abutment on the marginal bone loss of implant-supported single-tooth posterior restorations,impact of profile angle of cad cam abutment on the marginal bone loss of implant supported single tooth posterior restorations,92FDR9R4,10.1016/j.prosdent.2023.11.025,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,25-Oct,2025,Prosthodontics,AutoCAD,3D Data Analysis and Accuracy Assessment,KOR,clinical,"using a CAD software program (AutoCAD 2019; Autodesk), 3 lines parallel to the implant platform were drawn apart from the implant-abutment junction in the coronal direction at 1 mm, 2 mm, and 3 mm.",全文机构
Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,biomechanical evaluation of prosthetic framework materials in subperiosteal implants a finite element analysis,A2IQLI82,10.1186/s12903-025-07391-3,BMC ORAL HEALTH,journalArticle,2025/11/29,2025,Prosthodontics,Mimics Innovation Suite;SolidWorks;ANSYS SpaceClaim;ANSYS Workbench,Biomechanical Analysis and Simulation,TUR,computational,"""The obtained CBCT images were converted into STL format using the Mimics Innovation Suite 24.0 software""; ""The STL models of the bone, implant, fixation screws, and prosthetic components were transferred into the SolidWorks software""; ""The modelling process was performed using SolidWorks software""; ""Three-dimensional anatomical models used in the present study were generated using ANSYS SpaceClaim software ... These solid models were then imported into ANSYS 2023 R1 Workbench software""",全文机构
A 3D In-vitro model of the human dentine interface shows long-range osteoinduction from the dentine surface,a 3d in vitro model of the human dentine interface shows long range osteoinduction from the dentine surface,9RK8X4SA,10.1038/s41368-024-00298-9,INTERNATIONAL JOURNAL OF ORAL SCIENCE,journalArticle,2024/5/11,2024,Oral and Maxillofacial Surgery,Autodesk Inventor,Digital Design and Manufacturing,GBR,in_vitro,STL ﬁles were generated using Autodesk Inventor and sliced using the BioX on-board slicer,全文机构
AI-driven automation of occlusal surface design in digital prosthodontics: a clinically validated workflow,ai driven automation of occlusal surface design in digital prosthodontics a clinically validated workflow,PWK5Z86Q,10.1186/s12903-026-07874-x,BMC ORAL HEALTH,journalArticle,2026/2/16,2026,Prosthodontics,3-matic,3D Data Analysis and Accuracy Assessment,CHN,computational,"""occlusal surfaces of target teeth were manually segmented from 90 occlusally aligned intraoral scans ... using 3-matic 17.0 (Materialise, Leuven, Belgium)""；""using surface deviation metrics derived from 3D comparisons in 3-matic software""；""Using 3-matic (Materialise, Leuven, Belgium), the occlusal surface of each reconstructed crown was manually partitioned into three anatomically defined regions""",模型判读机构
Detecting Mandible Fractures in CBCT Scans Using a 3-Stage Neural Network.,detecting mandible fractures in cbct scans using a 3 stage neural network,UVGSTG9C,10.1177/00220345241256618,Journal of dental research,journalArticle,24-Dec,2024,Oral and Maxillofacial Surgery,ITK-SNAP,Image Segmentation and 3D Reconstruction,NLD,computational,"""The complete mandibles and mandibular fractures were segmented slice by slice based on electronic medical records by a resident in OMF surgery (S.S., 4 y experience) and reviewed and revised by an experienced OMF surgeon (T.X., minimum 15 y experience) using ITK-SNAP (version 3.6.0; Appendix Fig. 1A–D).""",Crossref
Digital model superimpositions: are different software algorithms equally accurate in quantifying linear tooth movements?,digital model superimpositions are different software algorithms equally accurate in quantifying linear tooth movements,J4VD92PC,10.1186/s12903-022-02129-x,BMC ORAL HEALTH,journalArticle,2022/3/31,2022,Orthodontics,Geomagic,3D Data Analysis and Accuracy Assessment,IND,computational,"""Both the pretreatment digital scans (T1) and Digital Setups (T2) were converted to STL files to be imported to the three studied software packages: Geomagic, OrthoAnalyzer and Compare."" 及 ""T1 and T2 models were imported as STL files to the tooth measuring software programs, for registration and 3D linear measurements.""",全文机构
Accuracy of face scan-based virtual facebow records: A comparison between two registration methods,accuracy of face scan based virtual facebow records a comparison between two registration methods,U2VNRQWT,10.1111/jopr.70153,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,2026/5/6,2026,Prosthodontics,Blender,3D Data Analysis and Accuracy Assessment,USA,in_vitro,"""The scans were imported into an open-source 3D computer software (Blender, version 2.80; The Blender Foundation).""",Crossref
Microrobotics for Precision Biofilm Diagnostics and Treatment,microrobotics for precision biofilm diagnostics and treatment,ZGJK5PD2,10.1177/00220345221087149,JOURNAL OF DENTAL RESEARCH,journalArticle,22-Aug,2022,Endodontics,SolidWorks,Digital Design and Manufacturing,USA,in_vitro,"""we also developed a molded robotic system using 1 mm negative molds designed in SolidWorks and 3D printed using a ProJet 6000 HD stereolithography printer (3D Systems).""",Crossref
Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium CAD\textbackslashCAM 3-unit implant supported frameworks in free end saddle models: a pilot invitro study,passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium cad textbackslashcam 3 unit implant supported frameworks in free end saddle models a pilot invitro study,8HPQKBVZ,10.1186/s12903-024-04950-y,BMC ORAL HEALTH,journalArticle,2024/10/15,2024,Oral Implantology,Autodesk Meshmixer,Digital Design and Manufacturing,DEU,in_vitro,"The design of the virtual model was modified using a designing software (Autodesk Meshmixer software, Autodesk, Inc.) so that each side was a mirror image of the other. ... Using the same software a soft tissue index that served to create an even space of...",全文机构
Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,effect of different storage conditions on dimensional accuracy of 3d printed dental models,RZZAIR96,10.1111/jopr.13834,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,25-Jul,2025,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,USA,in_vitro,"The generated STL ﬁles were imported into a 3D inspection software, Geomagic Control X (3D Systems, Rock Hill, SC. Version: 2023.1), and superimposed with the original STL ﬁles for comparison. The trueness value was calculated using Geomagic Control X software to compare the paired cloud points of each printed model with the original CAD ﬁle.",Crossref
Mechanotherapeutic Modulation of the Nasal Microenvironment: RAMPA-Induced Maxillofacial Remodeling and Its Pathophysiological Impact on Mucus Rheology and  Chronic Inflammation.,mechanotherapeutic modulation of the nasal microenvironment rampa induced maxillofacial remodeling and its pathophysiological impact on mucus rheology and chronic inflammation,HHXKMFE3,10.3390/bioengineering13060648,"Bioengineering (Basel, Switzerland)",journalArticle,2026/5/30,2026,Orthodontics,ANSYS Workbench;Mimics Innovation Suite,Biomechanical Analysis and Simulation,JPN,computational,"""Finite element analysis was performed using ANSYS Workbench 17.2 (Ansys Inc., Canonsburg, Penn, USA)."" 以及 ""the acquired CBCT DICOM files were analyzed using 3D imaging software (Mimics Innovation Suite; Materialise version 27.0, N.V., Leuven, Belgium).""",Crossref
"Comparison of Low-Dose, Standard-Dose, and High-Definition CBCT Protocols for STL Reconstruction Accuracy in Digital Bone Scaffold Workflows.",comparison of low dose standard dose and high definition cbct protocols for stl reconstruction accuracy in digital bone scaffold workflows,EKQJE262,10.1155/ijod/5536396,International journal of dentistry,journalArticle,2026,2026,Oral and Maxillofacial Surgery,3D Slicer;CloudCompare,Image Segmentation and 3D Reconstruction,ITA,in_vitro,"The resulting DICOM datasets were imported into 3D Slicer (Version 5.8.0, www.slicer.org)... Segmentation of the bone surface was performed using the ""Segment Editor"" module with a global thresholding method. / For mesh registration and deviation analysis, CloudCompare software (Version 2.12, www.cloudcompare.org) was used.",全文机构
Feasibility of augmented reality using dental arch-based registration applied to navigation in mandibular distraction osteogenesis: a phantom experiment,feasibility of augmented reality using dental arch based registration applied to navigation in mandibular distraction osteogenesis a phantom experiment,3TF24KAM,10.1186/s12903-024-05105-9,BMC ORAL HEALTH,journalArticle,2024/10/30,2024,Oral and Maxillofacial Surgery,3-Matic 13.0;Mimics 21.0,Surgical Planning and Precise Implementation,CHN,in_vitro,"""3-Matic 13.0 is used for model editing and postoperative measurements. Mimics 21.0 is used for importing CT data"" 以及 ""Using the point-to-point registration and global registration functions in the 3-matic13.0, the mandibular portion of the preoperative plan was precisely aligned with the corresponding segment in the postoperative 3D model.""",模型判读机构
Automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,Y5SI9D7I,10.1016/j.media.2025.103824,MEDICAL IMAGE ANALYSIS,journalArticle,26-Jan,2026,Oral and Maxillofacial Radiology,ITK-SNAP,Image Segmentation and 3D Reconstruction,CHN,computational,The ground truths of segmentation and landmarkers were manually labeled on MRI by a senior radiologist using ITK-SNAP 4.2.0 software.,全文机构
Comparison of biomechanical performance of custom implants with different designs under functional load: a finite element analysis.,comparison of biomechanical performance of custom implants with different designs under functional load a finite element analysis,7QDPDBCV,10.1186/s12903-026-08610-1,BMC oral health,journalArticle,2026/5/21,2026,Prosthodontics,3D Slicer;Blender;Altair HyperMesh;Altair OptiStruct,Biomechanical Analysis and Simulation,TUR,computational,"Bone and tooth models were generated from tomography data using 3DSlicer software; Reverse engineering and three-dimensional CAD processes were performed with Blender software, while the adaptation of solid models to the analysis environment and the creation of optimized meshes were conducted using ALTAIR HyperMesh software; The ALTAIR OptiStruct solver was employed to solve the generated finite element models.",全文机构
Development and Validation of a Freehand 3-D Ultrasound System for Real-Time Intraoral Image Reconstruction,development and validation of a freehand 3 d ultrasound system for real time intraoral image reconstruction,DFF9LQMV,10.1109/TIM.2026.3690813,IEEE Transactions on Instrumentation and Measurement,journalArticle,2026,2026,Periodontics,3D Slicer,Image Segmentation and 3D Reconstruction,CAN,computational,"All volumes were rendered using the CT-AAA preset colormap in 3-D Slicer, with rendering properties set to composite mode, including shading and surface smoothing.",Crossref
In-vivo evaluation of Artificial Intelligence Driven Remote Monitoring technology for tracking tooth movement and reconstruction of 3-dimensional digital models during orthodontic treatment,in vivo evaluation of artificial intelligence driven remote monitoring technology for tracking tooth movement and reconstruction of 3 dimensional digital models during orthodontic treatment,FFCB7QN3,10.1016/j.ajodo.2023.04.019,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,journalArticle,23-Nov,2023,Orthodontics,Geomagic Control-X 2020,3D Data Analysis and Accuracy Assessment,FRA,clinical,"""Geomagic Control-X 2020 software (3D Systems, Rock Hill, SC) was used to perform all virtual model preparation and to conduct the 3D superimposition-based analysis."" / ""The global deviation between the reconstructed digital models from the DM and iTero scans was compared at each time point using Geomagic Control-X 2020 (3D Systems, Rock Hill, SC).""",全文机构
Biomechanical Evaluation of Framework Materials in All-on-Four Versus All-on-Six Prostheses: A Finite Element Study.,biomechanical evaluation of framework materials in all on four versus all on six prostheses a finite element study,QLPEUI2S,10.1002/cre2.70277,Clinical and experimental dental research,journalArticle,26-Feb,2026,Prosthodontics,MIMICS;Geomagic Design X;SolidWorks;Abaqus,Biomechanical Analysis and Simulation,TUR,computational,"The obtained DICOM 3.0 files were imported into MIMICS software (Materialise, Leuven, Belgium) for anatomical segmentation of the mandible... Surface optimization and refinement of the STL files were performed using Geomagic Design X 2020.0 (3D Systems, USA)... The refined anatomical models were then transferred into SolidWorks 2013... All models were then transferred to Abaqus 2020 (Dassault Systèmes, Johnston, RT, USA) for FEA.",Crossref
"Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT, and finite element analysis",biomechanics of the tooth cervical region investigated using 3d digital image correlation micro ct and finite element analysis,HN62NC7A,10.1038/s41598-026-46083-y,SCIENTIFIC REPORTS,journalArticle,2026/4/13,2026,Prosthodontics,Amira;Blender;FreeCAD,Biomechanical Analysis and Simulation,USA,computational,"""Enamel, dentin, and pulp were segmented in Amira (version 2019.1; www.fei.com) and exported as triangulated surface meshes, which were subsequently remeshed in Blender software (version 4.3; www.blender.org) to ensure watertight interfaces. The enamel, dentin, and pulp meshes were imported into FreeCAD software (version 1.0.2; www. freecad.org).""",全文机构
A Low-Cost Wireless Bite Force Measurement Device,a low cost wireless bite force measurement device,B8ZTR89F,10.3390/ma15114000,MATERIALS,journalArticle,22-Jun,2022,Oral and Maxillofacial Surgery,AutoCAD,Digital Design and Manufacturing,ITA,technical_note,"A custom-made ergonomic interface between the sensor and the participant’s teeth was designed with commercial CAD software (AutoCAD, Autodesk Inc., San Rafael, CA, USA) and printed with a 3D printer",Crossref
Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,5EV82UG8,10.1016/j.compbiomed.2021.104465,COMPUTERS IN BIOLOGY AND MEDICINE,journalArticle,21-Jul,2021,Oral and Maxillofacial Surgery,MATLAB,3D Data Analysis and Accuracy Assessment,KOR,computational,"""Binarization of the individual records was performed manually and the values were exported, along with the landmark coordinates, for further processing by a custom program in MATLAB 2019b (MathWorks, Natick, MA, USA)""",全文机构
Comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions: a clinical study,comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions a clinical study,37R7W5UU,10.4047/jap.2025.17.5.269,JOURNAL OF ADVANCED PROSTHODONTICS,journalArticle,25-Oct,2025,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,KOR,clinical,"Data were analyzed using metrology software (GOM Inspect 2018, Carl Zeiss GOM Metrology GmbH, Braunschweig, Germany). CF+D and CF were superimposed using the best-fit alignment to measure the gap between the rest and rest seat",Crossref
Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla: a finite element study.,biomechanical comparison of titanium and y tzp subperiosteal implants in atrophic maxilla a finite element study,5N9WLQW9,10.1186/s12903-026-08696-7,BMC oral health,journalArticle,2026/6/5,2026,Oral and Maxillofacial Surgery,3D Slicer;Blender;Altair HyperMesh,Biomechanical Analysis and Simulation,TUR,computational,"""The CT dataset of the maxilla was segmented using 3D Slicer software (version 5.6.1/32438; Slicer Community, Boston, MA, USA)""；""the geometry was imported into Blender (Blender Foundation, Amsterdam, The Netherlands) for geometric refinement, surface smoothing, and preparation for finite element analysis""；""subperiosteal implant systems were designed three-dimensionally using Blender software""；""mesh interfaces were refined and optimized using ALTAIR HyperMesh software""",全文机构
Effect of attachment flash on clear aligner force delivery: an in vitro study,effect of attachment flash on clear aligner force delivery an in vitro study,9VYQRD5N,10.1186/s12903-024-04284-9,BMC ORAL HEALTH,journalArticle,2024/5/7,2024,Orthodontics,Autodesk Meshmixer,Digital Design and Manufacturing,MYS,in_vitro,"This STL file of the modified model was further edited in the Autodesk Meshmixer version 3.5 software (Autodesk, Inc., California, USA) before being exported to Chitubox version 1.9.4 software",模型判读机构
Evaluation of the stability of the palatal rugae using the three-dimensional orthodontic treatment,evaluation of the stability of the palatal rugae using the three dimensional orthodontic treatment,IUQMK852,10.1016/j.jdent.2022.104055,JOURNAL OF DENTISTRY,journalArticle,22-Apr,2022,Orthodontics,Geomagic Studio,3D Data Analysis and Accuracy Assessment,CHN,clinical,"The palatal rugae were extracted manually using reverse engineering software (Geomagic Studio; Raindrop Geomagic Inc, Research Triangle Park, NC, USA) and then transformed into a 3D point cloud.",全文机构
Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volumetric and 2D slice-based validation approaches.,evaluation of an ai based segmentation model for mandibular fracture segmentation on cbct using volumetric and 2d slice based validation approaches,SUK2X4DR,10.1186/s12903-026-09016-9,BMC oral health,journalArticle,2026/6/24,2026,Oral and Maxillofacial Surgery,3D Slicer,Image Segmentation and 3D Reconstruction,TUR,computational,Manual segmentation of mandibular fracture regions was performed on CBCT images by-slice by an oral and maxillofacial surgeon (I.A.) using 3D Slicer software (Slicer 5.8.0-win.amd 64).,全文机构
"Comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed  tomography, based on a method of model orientation using anatomical landmarks.",comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed tomography based on a method of model orientation using anatomical landmarks,NJJRVPS5,10.1111/jopr.70145,Journal of prosthodontics : official journal of the American College of Prosthodontists,journalArticle,2026/4/14,2026,Prosthodontics,Geomagic Control X;Mimics Research;Geomagic Wrap,3D Data Analysis and Accuracy Assessment,CHN,clinical,"""The two facial models were imported into a 3D metrology software (Geomagic Control X v.2020.1; 3D Systems) as object file format (OBJ) files for coordinate system reconstruction and model orientation."" 以及 ""CBCT scans were acquired and converted to STL files from the digital imaging and communications in medicine (DICOM) files using Mimics Research software (Version 21.0; Materialize)""",Crossref
Does adding markers increase the accuracy and efficiency of intraoral scanning of complete dentures?,does adding markers increase the accuracy and efficiency of intraoral scanning of complete dentures,92NITIHK,10.1016/j.prosdent.2025.05.016,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,26-Apr,2026,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,USA,in_vitro,Segmented data were saved as STL files and imported into a software program (Geomagic Control X v2023.0.0; 3D Systems Corp) for 3D analysis.,模型判读机构
A finite element analysis of a dental implant with a conformal lattice structure: a parametric exploration under occlusal loading.,a finite element analysis of a dental implant with a conformal lattice structure a parametric exploration under occlusal loading,DTQPUFEH,10.1088/2057-1976/ae7379,Biomedical physics & engineering express,journalArticle,2026/6/5,2026,Oral Implantology,ANSYS Workbench,Biomechanical Analysis and Simulation,CHN,computational,"""the porous structures were exported in STEP format and imported into ANSYS Workbench 2023 R1 for finite element preprocessing and analysis. Within the ANSYS environment, the procedures included material property assignment, contact definition (if applicable), mesh generation, application of boundary and loading conditions, and static structural analysis.""",Crossref
"Evaluation of the accuracy (trueness, precision) and processing time of different 3-dimensional CAD software programs and algorithms for virtual cast alignment.",evaluation of the accuracy trueness precision and processing time of different 3 dimensional cad software programs and algorithms for virtual cast alignment,9792KQV4,10.1016/j.jdent.2025.105619,Journal of dentistry,journalArticle,25-Apr,2025,Prosthodontics,Blender;Meshmixer;Python,3D Data Analysis and Accuracy Assessment,ESP,in_vitro,"""The tested software programs included Blender for Dental, BlueSkyPlan, Dental CAD App (Exocad), Medit Design, NemoSmile, and Meshmixer. Alignment accuracy (trueness and precision) and processing time were recorded using Python software (v3.8)."" 以及 ""Six different 3D CAD software programs were tested: B4D (Blender v.3.6.5...), ... and MSH (Meshmixer v.3.5.474; Autodesk, California, USA).""",全文机构
Three-Dimensional Printed Hydroxyapatite Bone Substitutes Designed by a Novel Periodic Minimal Surface Algorithm Are Highly Osteoconductive,three dimensional printed hydroxyapatite bone substitutes designed by a novel periodic minimal surface algorithm are highly osteoconductive,UKZFIWZJ,10.1089/3dp.2022.0134,3D PRINTING AND ADDITIVE MANUFACTURING,journalArticle,2023/10/1,2023,Oral and Maxillofacial Surgery,Magics,Digital Design and Manufacturing,CHE,in_vitro,"""the same STL ﬁles of the ADMS models were imported into Magics software (V21; Materialise) where the support structures to the building platform were created using ''block type'' support.""",Crossref
Deep learning driven segmentation of maxillary impacted canine on cone beam computed tomography images,deep learning driven segmentation of maxillary impacted canine on cone beam computed tomography images,PKJDLVCU,10.1038/s41598-023-49613-0,SCIENTIFIC REPORTS,journalArticle,2024/1/3,2024,Orthodontics,3-matic,3D Data Analysis and Accuracy Assessment,BEL,computational,"""the surface-based analysis involved importing superimposed STL files of SS and AS to 3-matic software (Materialise NV, Leuven, Belgium), followed by automated part comparison analysis to calculate the root mean square (RMS) difference between both segmented models.""",全文机构
A comparative study of bone remodeling around hydroxyapatite-coated and novel radial functionally graded dental implants using finite element simulation,a comparative study of bone remodeling around hydroxyapatite coated and novel radial functionally graded dental implants using finite element simulation,K8IC6T9C,10.1016/j.medengphy.2022.103775,MEDICAL ENGINEERING & PHYSICS,journalArticle,22-Apr,2022,Oral Implantology,SolidWorks;ANSYS,Biomechanical Analysis and Simulation,IRN,computational,All the computer-aided design (CAD) models in this study were created by SolidWorks 2017. The assembled geometry was inserted into ANSYS version 17.2 for the FE analysis.,全文机构
Instantaneous and Markerless Registration for Mandible Reconstruction Robot With Fibular Holder,instantaneous and markerless registration for mandible reconstruction robot with fibular holder,YUGFZPB8,10.1109/TMRB.2025.3604101,IEEE Transactions on Medical Robotics and Bionics,journalArticle,25-Nov,2025,Oral and Maxillofacial Surgery,SolidWorks,Surgical Planning and Precise Implementation,CHN,computational,"""The scene of the V-shape mount clamping the fibula surface was created in SolidWorks 2022.""",Crossref
"Traditional, 2D and 3D Workflows: What Is Better for Aesthetic Rehabilitation of Superior Anterior Teeth?",traditional 2d and 3d workflows what is better for aesthetic rehabilitation of superior anterior teeth,WJH5GAGS,10.3390/app13106205,APPLIED SCIENCES-BASEL,journalArticle,2023/5/18,2023,Prosthodontics,Blender,Digital Design and Manufacturing,ITA,in_vitro,"The digital model was opened in Blender software® (version 2.90, Blender Foundation®, Amsterdam, The Nederlands), a free software package that was used to design a 3D digital wax-up.",Crossref
Visualizing physiological sclerotic dentin via micro-computed tomography: A pilot study.,visualizing physiological sclerotic dentin via micro computed tomography a pilot study,JFGG5SRB,10.5624/isd.20250123,Imaging science in dentistry,journalArticle,25-Dec,2025,Oral and Maxillofacial Radiology,FIJI (ImageJ),Image Segmentation and 3D Reconstruction,MYS,in_vitro,"""volumetric analysis was performed on the root dentin region using the open-source software FIJI (ImageJ) (ver. 1.54k, National Institutes of Health, Bethesda, USA)""；""Raw scan images were processed using the open-source software Fiji (ImageJ) (ver. 1.54k, National Institutes of Health, USA)""；""Further analysis relating to 3D representation of the physiological sclerotic dentin was conducted using the FIJI (ImageJ) 3D Manager in the 3DSuite plugin""",Crossref
An Innovative “Tooth-On-Chip” Microfluidic Device Emulating the Structure and Physiology of the Dental Pulp Tissue,an innovative tooth on chip microfluidic device emulating the structure and physiology of the dental pulp tissue,CQM5FTNI,10.1002/adhm.202502080,ADVANCED HEALTHCARE MATERIALS,journalArticle,26-Jan,2026,Endodontics,AutoCAD;COMSOL Multiphysics,Digital Design and Manufacturing,CHE,in_vitro,"The “tooth-on-chip” mi- croﬂuidic device layout was drawn using computer-aided design (CAD) software (AutoCAD, AutoDesk Inc.). / Computations were performed using COMSOL Multiphysics (COMSOL Inc.).",Crossref
Novel design of additive manufactured hollow porous implants.,novel design of additive manufactured hollow porous implants,4IAWUJZW,10.1016/j.dental.2020.08.011,Dental materials : official publication of the Academy of Dental Materials,journalArticle,20-Nov,2020,Oral Implantology,ANSYS,Biomechanical Analysis and Simulation,TWN,computational,"The three-dimensional ﬁnite element model was built by ﬁnite element software ANSYS for the ﬁrst-stage mechanical calculation. ... The implant, cortical bone, and cancellous bone were then meshed by the SOLID185 element type provided by ANSYS.",全文机构
Upper Airway Segmentation Based on the Attention Mechanism of Weak Feature Regions,upper airway segmentation based on the attention mechanism of weak feature regions,QDLVNNQA,10.1109/ACCESS.2021.3094032,IEEE Access,journalArticle,2021,2021,Orthodontics,Mimics,Image Segmentation and 3D Reconstruction,CHN,computational,"""After acquiring the CBCT data, and then was read into MIMICS 21.0 (Materialism's Interactive Medical Image Control System) software. After that, the models were reorientated in three planes""",全文机构
