序号,Key,Title,优势,挑战,缺口,原始返回
1665,VRFC6566,Advantages of a Training Course for Surgical Planning in Virtual Reality for Oral and Maxillofacial Surgery: Crossover Study,"A5,A6","C1,C5",G9,"【优势】: A5, A6
【挑战】: C1, C5
【缺口】: G9"
2122,RS26NFUB,Volumetric measurement of manually drawn segmentations in cone beam computed tomography images of newly formed bone after sinus floor augmentation with bovine-derived bone substitutes,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1404,FB4XISL2,Machine learning-assisted diagnosis of parotid tumor by using contrast-enhanced CT imaging features,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
2041,IAAA5PCM,Efficacy of a Virtual 3D Simulation-Based Digital Training Module for Building Dental Technology Students' LongTerm Competency in Removable Partial Denture Design: Prospective Cohort Study,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
1651,B5653MJF,Stress analysis and risk of failure during clenching in ceramic assembly models: 3-dimensional finite element analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1900,EVIJIMCA,Comparison of dimensional accuracy between direct-printed and thermoformed aligners,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1563,27WN5KMX,Novel three-dimensional methods to analyze the morphology of the nasal cavity and pharyngeal airway,"A2,A6",C4,"G1,G4","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G4"
2289,CMTY5QG7,"Comparative Error Analysis of 3D-Modeling, -Printing and - Scanning Methods Used in Orthodontics",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1695,Y7RSNUSR,Comparison between digital superimposition and microcomputed tomography methods of fit assessment of removable partial denture frameworks,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1737,2JKFABNV,"Feasibility, trueness and precision of intraoral scanners in digitizing maxillectomy defects with exposed zygomatic implants in situ: An in vitro 3D comparative study","A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
2104,RTDGZ4YL,Effects of Periodontal Splints on Biomechanical Behaviors in Compromised Periodontal Tissues and Cement Layer: 3D Finite Element Analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1958,R3L4M4DQ,Biomechanical effects of different materials for an occlusal device on implant-supported rehabilitation in a tooth clenching situation. A 3D finite element analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2015,J3WWB7A4,Effect of artificial aging and different surface finishing protocols on the flexural strength and surface hardness of a photopolymer for manufacturing monolithic polychromatic complete dentures using PolyJet 3D printing,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1068,4LLWL53K,Intraoral volume changes in relation to the hard tissue shape changes in asymmetric patients before and after orthognathic surgery- A retrospective CT study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
647,KLUTS8EC,CBCT analysis of mandibular position and bilateral symmetry in adult female patients with a deep overbite before and after flat bite plate treatment: a retrospective study,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1084,5KJ9ZCAV,The precision of gingival recession measurements is increased by an automated curvature analysis method,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
2437,DVMCH739,An End-to-End Deep Learning Pipeline for Automated Mandible Virtual Surgical Planning Using Real-World Clinical Data,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
1077,7PML7Y2A,Fabrication of Customized dental guide by stereolithography method and evaluation of dimensional accuracy with artificial neural networks,"A1,A2,A5,A6",C9,"G1,G2,G4","【优势】: A1, A2, A5, A6
【挑战】: C9
【缺口】: G1, G2, G4"
1639,EEUPFIYZ,Biomechanical Comparison of Asymmetric Implant Configurations for All-on-Four Treatment Using Three-Dimensional Finite Element Analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
2030,4WWZ78KQ,Stress Distribution Pattern in Zygomatic Implants Supporting Different Superstructure Materials,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1391,IIAXIP3S,Stress Distribution on Various Implant-Retained Bar Overdentures,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1868,A4YJJ2FI,Unveiling Software Limitations in the Assessment of the Minimum Sectional Area and Volume in Cleft LIP and Palate Patients,A9,C9,G3,"【优势】: A9
【挑战】: C9
【缺口】: G3"
833,BDYVLJ3U,Dimensional Accuracy of Different Three-Dimensional Printing Models as a Function of Varying the Printing Parameters,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
918,ZKA8VNG5,Biomechanical Behavior of Different Framework and Superstructure Material Combinations in Two-Implant-Supported Four-Unit Prostheses: A Dynamic Finite Element Analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
727,WA5FYPIY,Accuracy of Mandibular Removable Partial Denture Frameworks Fabricated by 3D Printing and Conventional Techniques,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
847,GXJQYRBP,Optimization of Digital Light Processing Three-Dimensional Printing of the Removable Partial Denture Frameworks; The Role of Build Angle and Support Structure Diameter,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
901,MRYJYM5I,Comparison of Implant Surgery Methods of Cortical Tapping and Cortical Widening in Bone of Various Density: A Three-Dimensional Finite Element Study,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
1888,AS7ZN4BZ,Assessment of Compatibility between Various Intraoral Scanners and 3D Printers through an Accuracy Analysis of 3D Printed Models,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1956,DJZMFHEI,"FEA Comparison of the Mechanical Behavior of Three Dental Crown Materials: Enamel, Ceramic, and Zirconia",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1063,VCEI47L3,Finite Element Analysis of Novaloc Attachments at Extreme Angulations and Arch Forms: A Specification Study,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
1733,8X3LL8Z8,Comparative Analysis of Fused Deposition Modeling and Digital Light Processing Techniques for Dimensional Accuracy in Clear Aligner Manufacturing,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1133,JU74TGET,"Evaluation of Stresses on Implant, Bone, and Restorative Materials Caused by Different Opposing Arch Materials in Hybrid Prosthetic Restorations Using the All-on-4 Technique",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2124,GIPQHWGT,Development and validation of a 3D anthropomorphic phantom for dental CBCT imaging research,"A1,A2,A5",C4,"G1,G4","【优势】: A1, A2, A5
【挑战】: C4
【缺口】: G1, G4"
1123,8GU9PNPM,Influence of Framework Material and Abutment Configuration on Fatigue Performance in Dental Implant Systems: A Finite Element Analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1547,QUEPSGLA,Evaluating the effect of subcrestal placement on platform switched short dental implants and von mises stress in D3 bone-A 3D FEM study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
192,WSCIJHCB,Postoperative facial appearance of patients with extensive oral squamous cell carcinoma can be adequately preserved with in?house virtually planned mandibular  reconstruction.,"A5,A6",C4,G4,"【优势】: A5, A6
【挑战】: C4
【缺口】: G4"
1612,5TR3AEI5,Biomechanical Analysis of Prosthetic Designs Retained by Two or Four Implants in the Edentulous Mandible: A Three-Dimensional Finite Element Analysis,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
170,CD45V2UD,In-house manufactured 3D guides for the localization and treatment of mandibular lesions. Workflow and case series.,"A1,A3,A5,A6",C9,"G1,G4","【优势】: A1, A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
1691,WYNW8VHR,Optimization of CBCT data with image processing methods and production with fused deposition modeling 3D printing,"A6,A5",C9,G1,"【优势】: A6, A5
【挑战】: C9
【缺口】: G1"
13,26QMLGSA,Identifying teeth and tooth fragments from digital 3D models.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
49,3RPDNKWU,The level of confidence of dentists in identifying intact and sectioned teeth.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
12,AHMZVPPN,Virtual surgical planning and augmented reality for fixation of plate during Le Fort I osteotomy.,"A5,A6",C4,"G1,G2,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G2, G4"
3,XSN8NLIH,Augmented Reality Navigation in Craniomaxillofacial/Head and Neck Surgery.,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
154,J2CNNQSY,Accuracy of three-dimensional virtual simulation of the soft tissues of the face in OrtogOnBlender for correction of class II dentofacial deformities: an  uncontrolled experimental case-series study.,"A3,A6",C4,"G1,G2","【优势】: A3, A6
【挑战】: C4
【缺口】: G1, G2"
1845,V3VSUWJ5,Geometric Fidelity of Magnetic Resonance Imaging and Computed Tomography-Derived Virtual 3D Models of Porcine Cadaver Mandibles: Conventional Versus Artificial Intelligence-Based Segmentation,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
1139,XN2B2AFD,Biomechanical behavior of all-on-4 concept and alternative designs under different occlusal load configurations for completely edentulous mandible: a 3-D finite element analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1483,6UCDT3F9,Digital (R)Evolution: Open-Source Softwares for Orthodontics,A3,"C1,C3",G9,"【优势】: A3
【挑战】: C1, C3
【缺口】: G9"
405,D9VEKSXK,A volumetric study of mandibular condyles in orthognathic patients by semiautomatic segmentation.,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
254,FIL9LNEE,Stackable Guides: Digital Workflows for Full Arch Dental Implant Rehabilitation.,A5,C9,G2,"【优势】: A5
【挑战】: C9
【缺口】: G2"
882,SP7TFWTM,Automatic landmark identification in cone-beam computed tomography,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
1332,YUDZDAIE,Objective evaluation of orbito-zygomatic reconstruction with scapular tip free flaps to restore facial projection and orbital volume,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
201,82NRY6N3,Predicting craniofacial fibrous dysplasia growth status: an exploratory study of a hybrid radiomics and deep learning model based on computed tomography images.,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
1008,UHQE3CS7,Characterizing orthodontic tooth movement in real time using dental monitoring scans: A pilot study,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
1611,NYKRJAXL,"Euler-angle norms for tooth rotation, torque and tip",A5,C9,G9,"【优势】: A5
【挑战】: C9
【缺口】: G9"
2223,N9ZAH6VU,Accuracy of formula-based volume and image segmentation-based volume in calculation of preoperative cystic jaw lesions' volume,"A2,A3,A5,A6",C4,"G1,G4","【优势】: A2, A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
1589,KDE2M5D3,Automated artificial intelligence-based three-dimensional comparison of orthodontic treatment outcomes with and without piezocision surgery,"A3,A5",C9,"G1,G4","【优势】: A3, A5
【挑战】: C9
【缺口】: G1, G4"
1853,UVUY86IG,Smartphone-based scans of palate models of newborns with cleft lip and palate: Outlooks for three-dimensional image capturing and machine learning plate tool,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
884,BTRBWGA4,CBCT-based volumetric assessment of the maxillary sinus in temporomandibular disorder: Integration of morphometric analysis and classical machine learning classification,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
252,GHGXCYB3,Assessing the accuracy of artificial intelligence in mandibular canal segmentation compared to semi-automatic segmentation on cone-beam computed  tomography images.,A6,C4,"G1,G4","【优势】: A6
【挑战】: C4
【缺口】: G1, G4"
58,YALN4286,A comprehensive technique using digital workflow to improve an unpleasant smile: A clinical report.,"A1,A3,A5",C9,G1,"【优势】: A1, A3, A5
【挑战】: C9
【缺口】: G1"
1157,XV6TN9HP,Impact of different CAD software programs on marginal and internal fit of provisional crowns: An in vitro study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
571,SCQPUB64,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,"A1,A5,A6","C1,C4","G1,G4","【优势】: A1, A5, A6
【挑战】: C1, C4
【缺口】: G1, G4"
2242,NBS4IYNK,Automatic multi-anatomical skull structure segmentation of cone-beam computed tomography scans using 3D UNETR,"A3,A5,A6",C9,"G1,G4","【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
1067,CHPWA376,Effect of supporting implants inclination on stability of fixed partial denture: A finite element study,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
2200,JVG59S45,Cohesive Zone Modeling of Pull-Out Test for Dental Fiber-Silicone Polymer,A6,"C1,C5,C7",G9,"【优势】: A6
【挑战】: C1, C5, C7
【缺口】: G9"
2121,6RH7TWR6,Design of patient specific basal dental implant using Finite Element method and Artificial Neural Network technique,"A1,A2,A5",C9,"G1,G2","【优势】: A1,A2,A5
【挑战】: C9
【缺口】: G1,G2"
1103,YPG9NYLS,Biomechanical evaluation of stress distributions at the implant-abutment complex and peri-implant bone around mandibular dental implants with different neck geometries and inclinations,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2219,AZCWGFVM,Workflow of digitally guided direct composite resin restorations using open source software and 3D printing: a clinical technique,"A3,A5,A6",C9,G9,"【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G9"
1677,VEG8UPY6,Three-dimensional analysis of reconstructed skulls using three different open-source software versus commercial software,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
2087,Z4PR8PUL,Novel 3D segmentation for reliable volumetric assessment of the nasal airway: a CBCT study,"A2,A6",C4,"G1,G3,G4","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G3, G4"
450,3PAYNYFP,An integration protocol for aligning intraoral scans to facial scans using the nasal geometry reference in a fully dentate patient.,"A4,A5",C4,"G1,G4","【优势】: A4, A5
【挑战】: C4
【缺口】: G1, G4"
1191,PKILU3V6,A Case Report of Zygomatic Fracture Reconstruction: Evaluation with Orbital Measurements and Models Registration,"A1,A2,A6",C4,"G1,G4","【优势】: A1, A2, A6
【挑战】: C4
【缺口】: G1, G4"
395,UN8WM3ED,Cutting guides in mandibular tumor ablation: Are we as accurate as we think?,A6,C4,G4,"【优势】: A6
【挑战】: C4
【缺口】: G4"
357,EXREY3AC,Accuracy of intraoral scanning versus conventional impressions for partial edentulous patients with maxillary defects.,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
305,LRM3CUTM,An unusual case of dens invaginatus on a mandibular second molar: a case report.,"A2,A5",C9,G9,"【优势】: A2, A5
【挑战】: C9
【缺口】: G9"
198,LFMJ4JFT,Influence of 3D printing angles on the accuracy of indirect adhesion transfer models: an in vitro study.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
14,LVQV6BQX,Convolutional mesh autoencoders for the 3-dimensional identification of FGFR-related craniosynostosis.,"A2,A6",C9,G1,"【优势】: A2, A6
【挑战】: C9
【缺口】: G1"
495,HIA7QIPW,Effect of full arch two scanning techniques on the accuracy of overdenture conventional and CAD/CAM Co-Cr bars.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
392,T4WWA89F,Evaluation of Non-dental open source software in comparison to dental software in construction of digitally designed partial dentures frameworks.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
757,N6QYS54F,Digital fabrication of removable partial dentures made of titanium alloy and zirconium silicate micro-ceramic using a combination of additive and subtractive manufacturing technologies,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
684,S3TXFJRP,Automatic segmentation and landmark detection of 3D CBCT images using semi supervised learning for assisting orthognathic surgery planning,"A5,A6",C4,G1,"【优势】: A5, A6
【挑战】: C4
【缺口】: G1"
1030,AR2J5ZEV,Canal-Net for automatic and robust 3D segmentation of mandibular canals in CBCT images using a continuity-aware contextual network,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
1188,BQRVT8EM,3D assessment of the nasolabial region in cleft models comparing an intraoral and a facial scanner to a validated baseline,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
723,UVASR96M,Three-dimensional non-destructive visualization of teeth enamel microcracks using X-ray micro-computed tomography,"A2,A6",C9,"G1,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G1, G4"
1150,IPKJEC72,The impact of modifying 3D printing parameters on mechanical strength and physical properties in vat photopolymerisation,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
860,FJHBG6RW,Fully automated condyle segmentation using 3D convolutional neural networks,"A5,A6",C4,G4,"【优势】: A5, A6
【挑战】: C4
【缺口】: G4"
943,D4HHNVLC,Three-dimensional semi-automated volumetric assessment of the pulp space of teeth following regenerative dental procedures,"A3,A6",C9,G1,"【优势】: A3, A6
【挑战】: C9
【缺口】: G1"
1065,C6DR5SCA,Finite element analysis of welded titanium bar and poly ether ether ketone bar in maxillary full arch splinted interim prosthesis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1275,2UMIFZRN,Development and virtual validation of a novel digital workflow to rehabilitate palatal defects by using smartphone-integrated stereophotogrammetry (SPINS),"A3,A6",C4,"G1,G2","【优势】: A3, A6
【挑战】: C4
【缺口】: G1, G2"
1489,JBK4VDNH,AI-based automatic segmentation of craniomaxillofacial anatomy from CBCT scans for automatic detection of pharyngeal airway evaluations in OSA patients,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
1501,JHV3F4QS,A morphometric anthropometric analysis of the upper lip in adult Western Romanian population- a retrospective study,A3,C9,G4,"【优势】: A3
【挑战】: C9
【缺口】: G4"
1411,U8JBS7DW,Interpretable artificial intelligence for classification of alveolar bone defect in patients with cleft lip and palate,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
2056,I3VUEDA6,Multi-objective optimization of custom implant abutment design for enhanced bone remodeling in single-crown implants using 3D finite element analysis,"A1,A2,A6",C4,"G1,G4","【优势】: A1, A2, A6
【挑战】: C4
【缺口】: G1, G4"
1640,R2XL2V5D,Craniofacial and olfactory sensory changes after long-term unilateral nasal obstruction-an animal study using MMP-3-LUC transgenic rats,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1696,5SMCC8Y7,Cone-beam computed tomography-guided volumetric assessment of secondary alveolar bone grafting,"A2,A5,A6",C9,"G1,G3,G4","【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G1, G3, G4"
2055,7KZCURKL,Cone-Beam Angle Dependency of 3D Models Computed from Cone-Beam CT Images,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
44,GBKMLEI9,Patient Specific Classification of Dental Root Canal and Crown Shape.,"A2,A5",C2,"G1,G4","【优势】: A2, A5
【挑战】: C2
【缺口】: G1, G4"
2285,79IB3PRZ,Volumetric differences in temporomandibular joint components in patients with facial asymmetry: A 3D tomographic segmentation study,A2,C9,G9,"【优势】: A2
【挑战】: C9
【缺口】: G9"
2020,SK5KLUVX,Finite Element Analysis of an Implant-Supported FDP with Different Connector Heights,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
704,YMSMMVTX,Dimensional accuracy of medical models of the skull produced by three-dimensional printing technology by advanced morphometric analysis,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
780,W9MD2UYS,Enhancing the accuracy of genioplasty using mixed reality and computer-aided design/manufacturing: a randomized controlled trial,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
498,CEEZPM88,Application of Barophoresis in Chronic Generalized Periodontitis: a Mathematical Substantiation.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
2111,U7MMJUK2,Accelerometry-Enhanced Magnetic Sensor for Intra-Oral Continuous Jaw Motion Tracking,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
483,HJFRIAYZ,Evaluation on a teaching software for removable partial denture framework design.,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
1852,REMSV9YU,Process parameter optimization for removable partial denture frameworks manufactured by selective laser melting,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
2240,IDN8M8Q7,Center of resistance of maxillary canines: a 3D computational model for orthodontic applications,A9,C9,G4,"【优势】: A9
【挑战】: C9
【缺口】: G4"
587,W8LMAKKZ,Investigation of Different Miniscrew Head Designs by Finite Element Analysis.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
464,TYDB4YNK,Effects of Type and Amount of Orthodontic Tooth Movement on Digital Model Superimposition Accuracy.,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
1399,PARZEQ25,Comparison of digital and conventional methods of fit evaluation of partial removable dental prosthesis frameworks fabricated by selective laser melting,"A2,A6",C4,"G1,G3","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G3"
1083,7W7AW9ET,A Porcine Model Using Adipose Stem Cell-Loaded Scaffolds for Alveolar Ridge Augmentation,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
30,UBAZZ8UQ,An Open Source Framework for Free Precise Digital Facial Analysis.,"A1,A3,A5,A6",C8,G1,"【优势】: A1, A3, A5, A6
【挑战】: C8
【缺口】: G1"
1002,RTD3YEDF,Manufacturing accuracy and volumetric changes of stereolithography additively manufactured zirconia with different porosities,"A1,A3",C4,"G1,G3","【优势】: A1, A3
【挑战】: C4
【缺口】: G1, G3"
903,2K22USSR,3D Printing Technology with Reverse Guide Design in Autogenous Tooth Transplantation: An in vitro Pictorial Report,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
820,KAMJ6MSW,Comparison of Fracture Load of the Four Translucent Zirconia Crowns,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1167,AUHQYKM6,Transfer accuracy of four different lingual retainer transfer methods using digital orthodontic models: An in vivo comparative study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1486,BLV4YE3S,Effects of canine movement on maxillary anterior en-masse retraction with clear aligners: a finite element study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1372,6Z8WC5MR,Comparing 3D Tooth Movement When Implementing the Same Virtual Setup on Different Software Packages,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1702,2JTAYJJD,REFERENCE AREAS SELECTION AFFECTS REGISTRATION OF AI-SEGMENTED MANDIBLES ACQUIRED WITH CBCT,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1795,S4H5JVW3,Orthodontic treatment improves gingival morphological symmetry parameters: a retrospective study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2004,QJSKYIQF,Fabrication of Metal-Reinforced Complete Dentures Using the CAD-CAM Technique,A5,C9,G1,"【优势】: A5
【挑战】: C9
【缺口】: G1"
1822,2XCE6F7N,Three-dimensional assessment of two different canine retraction techniques: a randomized split-mouth clinical trial,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2038,7VD2J5PF,Biomechanical evaluation of a customized 3D-printed polyetheretherketone condylar prosthesis,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
2052,THQFPEYX,"Marginal and Internal Gaps, Surface Roughness and Fracture Resistance of Provisional Crowns Fabricated With 3D Printing and Milling Systems",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2204,NKHLQW6Q,Finite element analysis of class II mandibular unilateral distal extension partial dentures,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2320,24Y7C84K,Automatic Segmentation of Mandibular Ramus and Condyles,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
2330,U8CZVJBX,Interactive Volume Rendering Module using Two-Dimensional Transfer Function on Cone-Beam Computed Tomography Data,"A2,A6",C9,G9,"【优势】: A2, A6
【挑战】: C9
【缺口】: G9"
2366,SXD7ZNDY,Digital Twin-Based Stereo Dataset Generation Method for 3D Reconstruction of Teeth,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
2373,GNNPTY9X,Innovative Facial Sculpting of the Human Skull Using 3D Scanning Techniques,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
567,G6977KXR,Influence of Framework Material and Posterior Implant Angulation in Full-Arch All-on-4 Implant-Supported Prosthesis Stress Concentration.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1189,34MP4QBJ,Tooth rotational control with varying attachment configurations in clear aligners under compromised periodontal ligament support: a finite element study,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
1338,TAVPDM8D,"Effect of thermal cycling on the mechanical properties of conventional, milled, and 3D-printed base resin materials: a comparative in vitro study",A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
894,S8P6WG4Y,Fit Accuracy of Cobalt-Chromium and Polyether Ether Ketone Prosthetic Frameworks Produced Using Digital Techniques: In Vitro Pilot Study,A6,C4,"G1,G4","【优势】: A6
【挑战】: C4
【缺口】: G1,G4"
566,YCBI9HI4,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
569,9EGJ5B29,Accuracy of DICOM-DICOM vs. DICOM-STL Protocols in Computer-Guided Surgery: A Human Clinical Study,A9,C9,G4,"【优势】: A9
【挑战】: C9
【缺口】: G4"
570,22IDN6AX,A novel approach to craniofacial analysis using automated 3D landmarking of the skull,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
572,GZCR8ZD9,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
571,RBJV9U6L,Development of 3D in vitro mineralized bone model to reproduce dental implants osseointegration process.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
568,LQZ2C4X4,Randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
573,F5DKTHEG,The geometric relationship between root length and root surface area determined from digital tooth models.,"A2,A5",C9,G1,"【优势】: A2, A5
【挑战】: C9
【缺口】: G1"
567,G9RBUHY9,"Time-resolved prediction of dental implant biomechanics through integration of finite element analysis, osseointegration dynamics, and deep learning","A5,A6","C4,C7","G1,G4","【优势】: A5, A6
【挑战】: C4, C7
【缺口】: G1, G4"
575,IHJYACL8,Multi-Material 3D Printing of a Customized Sports Mouth Guard: Proof-of-Concept Clinical Case,"A1,A2,A3",C4,G1,"【优势】: A1, A2, A3
【挑战】: C4
【缺口】: G1"
574,TXLBAMRE,Accuracy of facial skeletal surfaces segmented from CT and CBCT radiographs,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
