序号,Key,Title,Archetype
475,XN2B2AFD,Biomechanical behavior of all-on-4 concept and alternative designs under different occlusal load configurations for completely edentulous mandible: a 3-D finite element analysis,3
476,V3VSUWJ5,Geometric Fidelity of Magnetic Resonance Imaging and Computed Tomography-Derived Virtual 3D Models of Porcine Cadaver Mandibles: Conventional Versus Artificial Intelligence-Based Segmentation,1
477,6UCDT3F9,Digital (R)Evolution: Open-Source Softwares for Orthodontics,4
478,AHMZVPPN,Virtual surgical planning and augmented reality for fixation of plate during Le Fort I osteotomy.,2
479,J2CNNQSY,Accuracy of three-dimensional virtual simulation of the soft tissues of the face in OrtogOnBlender for correction of class II dentofacial deformities: an  uncontrolled experimental case-series study.,1
480,D9VEKSXK,A volumetric study of mandibular condyles in orthognathic patients by semiautomatic segmentation.,1
481,FIL9LNEE,Stackable Guides: Digital Workflows for Full Arch Dental Implant Rehabilitation.,4
482,YUDZDAIE,Objective evaluation of orbito-zygomatic reconstruction with scapular tip free flaps to restore facial projection and orbital volume,1
483,N9ZAH6VU,Accuracy of formula-based volume and image segmentation-based volume in calculation of preoperative cystic jaw lesions' volume,1
484,82NRY6N3,Predicting craniofacial fibrous dysplasia growth status: an exploratory study of a hybrid radiomics and deep learning model based on computed tomography images.,1
485,SP7TFWTM,Automatic landmark identification in cone-beam computed tomography,1
486,UHQE3CS7,Characterizing orthodontic tooth movement in real time using dental monitoring scans: A pilot study,2
487,KDE2M5D3,Automated artificial intelligence-based three-dimensional comparison of orthodontic treatment outcomes with and without piezocision surgery,1
488,NYKRJAXL,"Euler-angle norms for tooth rotation, torque and tip",1
489,UVUY86IG,Smartphone-based scans of palate models of newborns with cleft lip and palate: Outlooks for three-dimensional image capturing and machine learning plate tool,2
490,BTRBWGA4,CBCT-based volumetric assessment of the maxillary sinus in temporomandibular disorder: Integration of morphometric analysis and classical machine learning classification,1
491,NBS4IYNK,Automatic multi-anatomical skull structure segmentation of cone-beam computed tomography scans using 3D UNETR,1
492,SCQPUB64,Repairing Facial Fractures with Interrupted Maxillary-mandibular Arches by Computer-assisted Reverse Planning Model Surgery.,1
493,GHGXCYB3,Assessing the accuracy of artificial intelligence in mandibular canal segmentation compared to semi-automatic segmentation on cone-beam computed  tomography images.,2
494,XV6TN9HP,Impact of different CAD software programs on marginal and internal fit of provisional crowns: An in vitro study,2
495,JVG59S45,Cohesive Zone Modeling of Pull-Out Test for Dental Fiber-Silicone Polymer,3
496,YALN4286,A comprehensive technique using digital workflow to improve an unpleasant smile: A clinical report.,4
497,CHPWA376,Effect of supporting implants inclination on stability of fixed partial denture: A finite element study,3
498,YPG9NYLS,Biomechanical evaluation of stress distributions at the implant-abutment complex and peri-implant bone around mandibular dental implants with different neck geometries and inclinations,3
499,VEG8UPY6,Three-dimensional analysis of reconstructed skulls using three different open-source software versus commercial software,1
500,6RH7TWR6,Design of patient specific basal dental implant using Finite Element method and Artificial Neural Network technique,3
501,PKILU3V6,A Case Report of Zygomatic Fracture Reconstruction: Evaluation with Orbital Measurements and Models Registration,1
502,3PAYNYFP,An integration protocol for aligning intraoral scans to facial scans using the nasal geometry reference in a fully dentate patient.,2
503,Z4PR8PUL,Novel 3D segmentation for reliable volumetric assessment of the nasal airway: a CBCT study,1
504,AZCWGFVM,Workflow of digitally guided direct composite resin restorations using open source software and 3D printing: a clinical technique,4
505,N6QYS54F,Digital fabrication of removable partial dentures made of titanium alloy and zirconium silicate micro-ceramic using a combination of additive and subtractive manufacturing technologies,4
506,LRM3CUTM,An unusual case of dens invaginatus on a mandibular second molar: a case report.,1
507,UN8WM3ED,Cutting guides in mandibular tumor ablation: Are we as accurate as we think?,2
508,HIA7QIPW,Effect of full arch two scanning techniques on the accuracy of overdenture conventional and CAD/CAM Co-Cr bars.,2
509,LVQV6BQX,Convolutional mesh autoencoders for the 3-dimensional identification of FGFR-related craniosynostosis.,1
510,LFMJ4JFT,Influence of 3D printing angles on the accuracy of indirect adhesion transfer models: an in vitro study.,2
511,EXREY3AC,Accuracy of intraoral scanning versus conventional impressions for partial edentulous patients with maxillary defects.,2
512,T4WWA89F,Evaluation of Non-dental open source software in comparison to dental software in construction of digitally designed partial dentures frameworks.,4
513,S3TXFJRP,Automatic segmentation and landmark detection of 3D CBCT images using semi supervised learning for assisting orthognathic surgery planning,1
514,UVASR96M,Three-dimensional non-destructive visualization of teeth enamel microcracks using X-ray micro-computed tomography,1
515,FJHBG6RW,Fully automated condyle segmentation using 3D convolutional neural networks,1
516,D4HHNVLC,Three-dimensional semi-automated volumetric assessment of the pulp space of teeth following regenerative dental procedures,1
517,AR2J5ZEV,Canal-Net for automatic and robust 3D segmentation of mandibular canals in CBCT images using a continuity-aware contextual network,1
518,C6DR5SCA,Finite element analysis of welded titanium bar and poly ether ether ketone bar in maxillary full arch splinted interim prosthesis,3
519,IPKJEC72,The impact of modifying 3D printing parameters on mechanical strength and physical properties in vat photopolymerisation,2
520,BQRVT8EM,3D assessment of the nasolabial region in cleft models comparing an intraoral and a facial scanner to a validated baseline,2
521,2UMIFZRN,Development and virtual validation of a novel digital workflow to rehabilitate palatal defects by using smartphone-integrated stereophotogrammetry (SPINS),4
522,U8JBS7DW,Interpretable artificial intelligence for classification of alveolar bone defect in patients with cleft lip and palate,1
523,JBK4VDNH,AI-based automatic segmentation of craniomaxillofacial anatomy from CBCT scans for automatic detection of pharyngeal airway evaluations in OSA patients,1
524,JHV3F4QS,A morphometric anthropometric analysis of the upper lip in adult Western Romanian population- a retrospective study,1
525,R2XL2V5D,Craniofacial and olfactory sensory changes after long-term unilateral nasal obstruction-an animal study using MMP-3-LUC transgenic rats,1
526,5SMCC8Y7,Cone-beam computed tomography-guided volumetric assessment of secondary alveolar bone grafting,1
527,I3VUEDA6,Multi-objective optimization of custom implant abutment design for enhanced bone remodeling in single-crown implants using 3D finite element analysis,3
528,79IB3PRZ,Volumetric differences in temporomandibular joint components in patients with facial asymmetry: A 3D tomographic segmentation study,1
529,7KZCURKL,Cone-Beam Angle Dependency of 3D Models Computed from Cone-Beam CT Images,2
530,U7MMJUK2,Accelerometry-Enhanced Magnetic Sensor for Intra-Oral Continuous Jaw Motion Tracking,3
531,GBKMLEI9,Patient Specific Classification of Dental Root Canal and Crown Shape.,1
532,CEEZPM88,Application of Barophoresis in Chronic Generalized Periodontitis: a Mathematical Substantiation.,4
533,SK5KLUVX,Finite Element Analysis of an Implant-Supported FDP with Different Connector Heights,3
534,HJFRIAYZ,Evaluation on a teaching software for removable partial denture framework design.,4
535,YMSMMVTX,Dimensional accuracy of medical models of the skull produced by three-dimensional printing technology by advanced morphometric analysis,2
536,W9MD2UYS,Enhancing the accuracy of genioplasty using mixed reality and computer-aided design/manufacturing: a randomized controlled trial,1
537,RTD3YEDF,Manufacturing accuracy and volumetric changes of stereolithography additively manufactured zirconia with different porosities,4
538,PARZEQ25,Comparison of digital and conventional methods of fit evaluation of partial removable dental prosthesis frameworks fabricated by selective laser melting,2
539,REMSV9YU,Process parameter optimization for removable partial denture frameworks manufactured by selective laser melting,2
540,IDN8M8Q7,Center of resistance of maxillary canines: a 3D computational model for orthodontic applications,3
541,7W7AW9ET,A Porcine Model Using Adipose Stem Cell-Loaded Scaffolds for Alveolar Ridge Augmentation,1
542,TYDB4YNK,Effects of Type and Amount of Orthodontic Tooth Movement on Digital Model Superimposition Accuracy.,2
543,W8LMAKKZ,Investigation of Different Miniscrew Head Designs by Finite Element Analysis.,3
544,UBAZZ8UQ,An Open Source Framework for Free Precise Digital Facial Analysis.,1
545,KAMJ6MSW,Comparison of Fracture Load of the Four Translucent Zirconia Crowns,4
546,S8P6WG4Y,Fit Accuracy of Cobalt-Chromium and Polyether Ether Ketone Prosthetic Frameworks Produced Using Digital Techniques: In Vitro Pilot Study,2
547,2K22USSR,3D Printing Technology with Reverse Guide Design in Autogenous Tooth Transplantation: An in vitro Pictorial Report,1
548,AUHQYKM6,Transfer accuracy of four different lingual retainer transfer methods using digital orthodontic models: An in vivo comparative study,2
549,TAVPDM8D,"Effect of thermal cycling on the mechanical properties of conventional, milled, and 3D-printed base resin materials: a comparative in vitro study",4
550,6Z8WC5MR,Comparing 3D Tooth Movement When Implementing the Same Virtual Setup on Different Software Packages,2
551,BLV4YE3S,Effects of canine movement on maxillary anterior en-masse retraction with clear aligners: a finite element study,3
552,2JTAYJJD,REFERENCE AREAS SELECTION AFFECTS REGISTRATION OF AI-SEGMENTED MANDIBLES ACQUIRED WITH CBCT,2
553,S4H5JVW3,Orthodontic treatment improves gingival morphological symmetry parameters: a retrospective study,1
554,2XCE6F7N,Three-dimensional assessment of two different canine retraction techniques: a randomized split-mouth clinical trial,2
555,QJSKYIQF,Fabrication of Metal-Reinforced Complete Dentures Using the CAD-CAM Technique,4
556,7VD2J5PF,Biomechanical evaluation of a customized 3D-printed polyetheretherketone condylar prosthesis,3
557,THQFPEYX,"Marginal and Internal Gaps, Surface Roughness and Fracture Resistance of Provisional Crowns Fabricated With 3D Printing and Milling Systems",4
558,NKHLQW6Q,Finite element analysis of class II mandibular unilateral distal extension partial dentures,3
559,24Y7C84K,Automatic Segmentation of Mandibular Ramus and Condyles,1
560,U8CZVJBX,Interactive Volume Rendering Module using Two-Dimensional Transfer Function on Cone-Beam Computed Tomography Data,1
561,SXD7ZNDY,Digital Twin-Based Stereo Dataset Generation Method for 3D Reconstruction of Teeth,1
562,GNNPTY9X,Innovative Facial Sculpting of the Human Skull Using 3D Scanning Techniques,1
563,YCBI9HI4,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,4
564,G9RBUHY9,"Time-resolved prediction of dental implant biomechanics through integration of finite element analysis, osseointegration dynamics, and deep learning",3
565,LQZ2C4X4,Randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,1
566,9EGJ5B29,Accuracy of DICOM-DICOM vs. DICOM-STL Protocols in Computer-Guided Surgery: A Human Clinical Study,2
567,22IDN6AX,A novel approach to craniofacial analysis using automated 3D landmarking of the skull,1
568,RBJV9U6L,Development of 3D in vitro mineralized bone model to reproduce dental implants osseointegration process.,4
569,GZCR8ZD9,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,4
570,F5DKTHEG,The geometric relationship between root length and root surface area determined from digital tooth models.,1
571,TXLBAMRE,Accuracy of facial skeletal surfaces segmented from CT and CBCT radiographs,2
572,IHJYACL8,Multi-Material 3D Printing of a Customized Sports Mouth Guard: Proof-of-Concept Clinical Case,4
573,CC9R3U63,Is All-on-four effective in case of partial mandibular resection? A 3D finite element study,3
574,QX8DEXZK,Development of an experimental model for assessment of palatal tissue decomposition by intraoral scanner.,2
575,26HSVAMX,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,4
576,XXD237D5,Ortho-OPD: An Automatic Osteotomy Planes Design Model for Orthognathic Surgery Based on Deep Learning,1
577,4QDY3R9M,Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision and Fitting Accuracy,2
578,WQU7Y7H4,Assessing the Effect of Interimplant Distance and Angle on Different Impression Techniques,2
579,S22NI99I,The impact of mixed reality training method on novice trainees of dental implants: an in vitro study,2
580,7YA2AMRR,Sex and age biological variation of the mandible in a Portuguese population- a forensic and medico-legal approaches with three-dimensional analysis,1
581,SJNPSVRX,Virtual reality and 3D printing in head and neck cancer: an educational experience,1
582,AAF545N2,Evaluation of Root Angulations Through Panoramic Films Using Artificial Intelligence,2
583,YTX9I6KD,Precise sparse-view dental crown reconstruction via 3D Gaussian neural fields,4
584,6P4BE843,Influence of age-related changes on crack growth trajectories and toughening mechanisms in human dentin,3
585,LIFEJWBH,Combining 3D Multi-Object Reconstruction with Finite Element Analysis for Accurate Dental Modelling and Restoration,3
586,KJ67GB6M,Lateral stress distribution analysis on hafnium metal bar for implant superstructure- A finite element analysis.,3
587,ATX75SMI,Evaluation of trueness and precision of removable partial denture metal frameworks manufactured with digital technology and different materials,2
588,SE8L9A5N,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",3
589,2U8ZWJEZ,Accuracy evaluation of dental CBCT and scanned model registration method based on pulp horn mapping surface: an in vitro proof-of-concept,1
590,96FVBXB8,Enlarge the Error Prediction Dataset in 3-D Printing: An Unsupervised Dental Crown Mesh Generator,4
591,52HGP6QH,An application framework of 3D assessment image registration accuracy and untouched surface area in canal instrumentation laboratory research with micro-computed tomography,2
592,4JN55E2T,"Comparison between relining of ill-fitted maxillary complete denture versus CAD/CAM milling of new one regarding patient satisfaction, denture retention and adaptation",2
593,69LQ9WZ4,Accuracy of Static Computer- Assisted Implant Placement in Posterior Edentulous Areas with Different Levels of Tooth- Support by Novice Clinicians.,2
594,4SXNSXGG,Geometric accuracy of magnetic resonance imaging-derived virtual 3-dimensional bone surface models of the mandible in comparison to computed tomography and cone beam computed tomography: A porcine cadaver study,2
595,E84ZXP9F,Three-Dimensional Hemisided Analysis of the Pharyngeal Airway: A Novel Technical Strategy to Evaluate Asymmetric Remodeling After Orthognathic Surgery,1
596,E3EJX7HU,Digital Workflow with Open-Source CAD-CAM Software Aimed to Design a Customized 3D Laser-Printed Titanium Mesh for Guided Bone Regeneration,4
597,S2SASU6I,Evaluation of Zirconia and High Performance Polymer Abutment Surface Roughness and Stress Concentration for Implant-Supported Fixed Dental Prostheses,3
598,6DBVHM5M,A micro-CT-integrated 3D simulation framework reveals fluid transport mechanisms and void dynamics in root canal biomaterials,3
599,ZMQU8EMV,Biomechanical analysis of All-on-4 implant supported framework using different materials across various clinical practice,3
600,WWG3SIDR,Development and validation of a robotic system for milling individualized jawbone cavities in oral and maxillofacial surgery,1
601,W2SGSLB2,A novel digital and visualized guided bone regeneration procedure and digital precise bone augmentation: A case series,1
602,F998RIHV,Clinical efficacy of maxillary digital removable partial dentures based on direct intraoral scanning and selective laser melting technology: a double-blind randomized controlled crossover clinical trial,2
603,X8S8V6W9,Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study,2
604,K9ID822E,Does Printing Orientation Matter in PolyJet 3D Printed Teeth for Endodontics? A Micro-CT Analysis,1
605,R7BP6AWA,Three-dimensional facial volume analysis using algorithm-based personalized aesthetic templates,2
606,ZF4BBLEI,Effect of Palatal Vault Depth on the Trueness of Metal Laser-Sintered and Cast Cobalt-Chromium Removable Partial Denture Frameworks,2
607,RC9HDKWL,"Individual, High-Precision 3D Mandibular Model for Finite Element Analysis of Three-Unit Bridges: A Biomechanical Pilot Study.",3
608,CLHU5JFE,"An open-source, three-dimensional growth model of the mandible.",1
609,K9R7DQR7,"Effect of printing technology, layer height, and orientation on assessment of 3D-printed models.",2
610,QJG6B55I,"Semi-automated three-dimensional analysis of maxillary anomalies in patients with Muenke syndrome, Saethre-Chotzen syndrome or TCF12-related craniosynostosis: A  retrospective study.",1
611,5Q98LR84,pH-responsive polydopamine-coated mesoporous silica nanoplatform integrated into 3D-printed PLA/nHA scaffolds for synergistic bone regeneration,2
612,7IYSLJJL,"TIP, TORQUE & ROTATIONS: How accurately do digital superimposition software packages quantify tooth movement?",2
613,BRDTGEI3,Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,2
614,BIJ37P6U,Digitally-driven optimization of intraoral water jet parameters for plaque removal: a personalized 3D-guided orthogonal study.,4
615,4CWA53IE,Wear at the implant-framework interface between titanium implant platform and the additively manufactured titanium and cobalt-chromium frameworks,2
616,27GSFABH,Complete 3D Kinematics Parameters of the Temporo-Mandibular Joints Using in Vivo Data Fusion,1
617,F558I89A,A method based on 3D affine alignment for the quantification of palatal expansion,2
618,8YNE4S72,The cumulative effect of error in the digital workflow for complete-arch implant-supported frameworks: An in vitro study,2
619,9CQF4EX6,Automatic multi-class classification of 3D relationships between the mandibular third molar and canal on cone-beam computed tomography using a geometry-aware network,2
620,CR3SB4FK,Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zirconia Generations and Framework Thicknesses: An In Vitro Study,4
621,K82RU7NF,The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,2
622,SXVNEQGA,A Novel Guided Zygomatic and Pterygoid Implant Surgery System: A Human Cadaver Study on Accuracy.,1
623,IHRQELW2,The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,2
624,SGT6ZTK7,A Benchmark Dual-Modality Dental Imaging Dataset and a Novel Cognitively Inspired Pipeline for High-Resolution Dental Point Cloud Synthesis,1
625,4BR99TM2,A deep learning framework for automated dental segmentation and diagnostic report generation from cone-beam computed tomography,1
626,72VTFG8B,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual-Inertial Odometry: An In Vivo Pilot Study,1
627,HQDWHX32,Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBCT Images,1
628,ABQTSUVS,In vitro comparison of five desktop scanners and an industrial scanner in the evaluation of an intraoral scanner accuracy.,2
629,9QEYAAGH,Corticotomy Depth as a Modulator of Orthodontic Tooth Movement and PDL Stress-A Finite Element Study,3
630,JJD2I8Q6,Microstructural heterogeneity of the collagenous network in the loaded and unloaded periodontal ligament and its biomechanical implications,1
631,W5WVZD2W,Influence of the preparation design on the survival probability of occlusal veneers,3
632,7G2A3A2R,Redefining MRI-Based Skull Segmentation Through AI-Driven Multimodal Integration.,1
633,BTIMYQVX,Precision-optimized process control in DLP printing of ultra-thin zirconia prostheses: A multi-factor accuracy analysis,2
634,JSU2KA77,Metal Organic Framework-Incorporated Three-Dimensional (3D) Bio-Printable Hydrogels to Facilitate Bone Repair: Preparation and In Vitro Bioactivity Analysis,4
635,5LFW4IMR,"Influence of Framework Material on Stress, Fatigue, and Stability of “All-on-Four” System Components-Biomechanical Evaluation with Finite Element Analysis",3
636,WMXWH3IN,A Machine Learning Pipeline for Cusp Height Prediction in Worn Lower Molars: Methodological Proof-of-Concept and Validation Across Homo,1
637,DLN24UBD,Effect of Different CAD/CAM Milling and 3D Printing Digital Fabrication Techniques on the Accuracy of PMMA Working Models and Vertical Marginal Fit of PMMA Provisional Dental Prosthesis: An In Vitro Study,2
638,I623BJYL,"Surgical Navigation, Augmented Reality, and 3D Printing for Hard Palate Adenoid Cystic Carcinoma En-Bloc Resection: Case Report and Literature Review",1
639,53Y9LVNA,A Comparative study on the Effectiveness of Augmented Reality on Denture Tooth Selection.,1
640,YUDAP2TL,Effect of industrial scanner and framework material interaction on the marginal gaps of CAD-CAM complete arch implant frameworks,2
641,L9XBQG6L,Predicting 3D Post-Orthodontic Facial Outcomes With a Diffusion Model Trained on Unpaired Datasets,1
642,2Y9I2C6I,Intaglio Surface Adaptation of Removable Partial Denture Framework Fabricated by Various Data Acquisition Techniques and Fabrication Approaches.,2
643,WBCEDXET,Modeling fracture in multilayered teeth using the finite volume-based phase field method,3
644,BLI79NLU,Customized 3D-printed models for training in repairing large maxillary sinus membrane perforations.,1
645,MACLY32F,A Novel Digitized Method for the Design and Additive Manufacturing of Orthodontic Space Maintainers,4
646,5SRGE8HN,Automatic orbital segmentation using deep learning-based 2D U-net and accuracy evaluation: A retrospective study,1
647,TI4JGF9N,Subtractive versus additive indirect manufacturing techniques of digitally designed partial dentures,2
648,49PG86KL,Validation of a novel tool for automated tooth modelling by fusion of CBCT-derived roots with the respective IOS-derived crowns,1
649,JVRN27GF,Three-dimensional virtual planning in mandibular advancement surgery: Soft tissue prediction based on deep learning,1
650,CRTLD8EM,IDNet: A Diffusion Model-Enhanced Framework for Accurate Cranio-Maxillofacial Bone Defect Repair,1
651,YYJF9M92,Effects of incremental mandibular advancement on upper airways morphology and anatomical structures: a preliminary CT scan study on body donors.,1
652,46W9JXVL,Suitability and Trueness of the Removable Partial Denture Framework Fabricating by Polyether Ether Ketone with CAD-CAM Technology,2
653,RLHZZQIF,Three-dimensional finite element analysis of full-arch implant-supported dental restorations: complete vs. segmented frameworks,3
654,C4T4CYED,Accuracy and surface roughness of Co-Cr partial denture frameworks with different fabrication methods,2
655,P8WWLP4V,Three-Dimensional Volumetric Analysis of Frontal Ethmoidal Cells and Evaluation of Influential Factors: A Helical Computed Tomography Study,1
656,8PBRU82N,TCFNet: Bidirectional face-bone transformation via a Transformer-based coarse-to-fine point movement network.,1
657,CM5ESAGD,"DIVA, a 3D virtual reality platform, improves undergraduate craniofacial trauma education",1
658,QNI34BLU,The microbiological effect of virgin coconut oil on the morphological and volumetric dimensional changes of 3D printed surgical guides (in vitro study),2
659,7GANPVVG,A novel approach for determining instantaneous centers of rotation of the mandible with an intraoral scanner: A preliminary study.,2
660,YHMC9EU4,An In Vitro Study of the Reproducibility of the Drilling Access of Digitalized Surgical Guides Generated via Three Different Implant Planning Software Programs,4
661,F78S65N9,Mandible Segmentation of Dental CBCT Scans Affected by Metal Artifacts Using Coarse-to-Fine Learning Model,1
662,Y5JWYY4F,Three-dimensional analysis of mandibular and condylar growth using artificial intelligence tools: a comparison of twin-block and Frankel II Appliances,1
663,IYKJ62I6,Pressure-based finite element analysis of setup distance in clear aligner canine retraction comparing bodily and tipping movements.,3
664,B2M3DARR,Computer Aided Orthognathic Surgery: A General Method for Designing and Manufacturing Personalized Cutting/Repositioning Templates,1
665,34EC3W3G,A Comparison of Denture Base Retention and Adaptation Between CAD/CAM and Conventional Fabrication Techniques,2
666,KLM4ETUM,Mechanical Performance of Chairside Ceramic CAD/CAM Restorations and Zirconia Abutments with Different Internal Implant Connections: In Vitro Study and Finite Element Analysis,3
667,2CNYCSQG,Stress distribution in titanium and zirconia implants with full-arch prostheses: a finite element analysis.,3
668,4PBV2R5L,Comparative analysis of five AI platforms for mandibular canal segmentation on CBCT images,1
669,CL73C5HV,Study on fracture behavior of molars based on three-dimensional high-precision computerized tomography scanning and numerical simulation,1
670,W3DKWQAN,Clinical implementation of an EU MDR-compliant point-of-care manufacturing framework for patient-specific 3D-printed PEEK implants in craniomaxillofacial  reconstruction.,1
671,WVD49PF9,Robot-assisted augmented reality navigation for osteotomy and personalized guide-plate in mandibular reconstruction: a preclinical study,4
672,NV8EMBKE,The accuracy of a novel image-guided hybrid robotic system for dental implant placement: An in vitro study.,1
673,MVGIWU9B,AI-Assisted Identification of the Medial Lingual Foramen on CBCT: A Deep Learning Approach for Preoperative Implant Assessment.,1
674,HCE22CUF,Oral-Anatomical Knowledge-Informed Semi-Supervised Learning for 3D Dental CBCT Segmentation and Lesion Detection,1
675,YWYMMHNG,Workflow for guided implant placement based on anatomic landmarks and the CAD-CAM fabrication of a prosthetic framework for an implant-supported fixed dental prosthesis,1
676,39AN7GMH,STRESS DISTRIBUTION OF MONOLITHIC AND VENEERED THREE-UNIT ZIRCONIA FDPS: A FINITE ELEMENT ANALYSIS,3
677,N6CQF3L9,Combining Coaxial Electrospinning and 3D Printing: Design of Biodegradable Bilayered Membranes with Dual Drug Delivery Capability for Periodontitis  Treatment.,4
678,7ECMK5KU,Performance of Rigid and Soft Transfer Templates Using Viscous and Fluid Resin-Based Composites in the Attachment Bonding Process of Clear Aligners.,2
679,RFPYNGAN,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,2
680,X4AMPF75,A novel fluoride tray-assisted workflow for artificial intelligence-driven automated maxillary gingival segmentation on cone beam CT,1
681,6LPJ3GYL,Reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,1
682,GID4YXLX,Jaw Morphology and Factors Associated with Upper Impacted Canines: Case-Controlled Trial,1
683,ARSEKXEW,Low-Profile Electromagnetic Field Sensors in the Measurement and Modelling of Three-Dimensional Jaw Kinematics and Occlusal Loading,3
684,QY8WZNYX,Digital Dental Biometrics for Human Identification Based on Automated 3D Point Cloud Feature Extraction and Registration,1
685,YYC34XSZ,Fully Digital versus Conventional Workflows for Fabricating Posterior Three-Unit Implant-Supported Reconstructions: A Prospective Crossover Clinical Trial,2
686,EC9P5DI3,In Vivo Assessment of SED: A Novel Biomechanical Indicator for Periodontal Tissue Remodeling in Clear Aligner Therapy,3
687,QLSFY6I6,3D printing titanium grid scaffold facilitates osteogenesis in mandibular segmental defects,4
688,X6MQB5ZG,"3D printed indirect bonding trays: transfer accuracy of bar vs shell design in a prospective, randomized clinical trial",2
689,HSRHKBRU,Computational Evaluation of Stress Distribution in Endocrown-Restored Immature Mandibular Molars: A Finite Element Approach,3
690,9SNK3E6R,Effect of Internal Structural Design on Stress Distribution in 3D-Printed Subperiosteal Implants Under Mechanical Loading,3
691,ZPAI37L6,Mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,2
692,6B24QV77,"Procedure Increasing the Accuracy of Modelling and the Manufacturing of Surgical Templates with the Use of 3D Printing Techniques, Applied in Planning the Procedures of Reconstruction of the Mandible",2
693,IJJPZDUJ,Mandibular extracellular vesicles mediate morphogenesis and mineralization of tooth germs in miniature swine through the miR-206/HDAC4 signaling axis,1
694,6J23L4DI,Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,2
695,2REVVA6Z,A Digital Workflow for the Fabrication of a Milled Removable Partial Denture,4
696,5GKX37T6,Patient-specific virtual surgical planning for tongue reconstruction: evaluating hyperelastic inverse FEM with four simulated tongue cancer cases,1
697,KHNTF6NJ,Posterior implant angulation without cantilever reduction in mandibular All-on-4: a controlled finite element analysis of stress transfer and implant macrodesign  effects.,3
698,XGS4APUB,Multi-view deep learning for mandibular landmark localization,1
699,HI8MENLK,Three-Dimensional Finite Element Analysis of Stress Distribution in a Tooth Restored with Full Coverage Machined Polymer Crown,3
700,8F9WEIIK,Comparing the trueness of 3D printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs: An in vitro study,2
701,68LCNUVN,Direct ink writing with dental composites: A paradigm shift toward sustainable chair-side production,2
702,I8JFM7AT,Automated artificial intelligence-driven 3-dimensional craniofacial superimposition for clinically useful treatment outcomes in growing patients: A  multicenter study.,1
703,DHQBWA35,Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Technology for Removable Partial Denture Frameworks,4
704,UEHCEHSN,A Three-Year Prospective Study Comparing Stereolithography Printed Models to Classical Impression and Plaster Cast Models in Orthodontic Therapy: A 3D Objectification Approach,2
705,R8CJZGFR,Comparison of marginal accuracy in two different materials used in provisional crown and bridge - an in vitro experimental study,2
706,BBL9T48I,Biomimetic 3D-printed gyroid scaffolds with versatile bioactive coatings for complex craniomaxillofacial bone regeneration,4
707,QHUP7V97,Intelligent geometry compensation for additive manufactured oral maxillary stent by genetic algorithm and backpropagation network,4
708,AY6279X7,Geometric plane alignment as a methodological requirement for accurate angular measurement in three-dimensional craniofacial imaging.,1
709,2TPBCDEY,Accuracy of guided implant surgery obtained using 3D-printed surgical guides - An in vitro comparison of four evaluation methods,2
710,9D6677BV,Effect of framework material and gyroid lattice design on the biomechanics of all-on-four full-arch prostheses.,3
711,RB2EMABN,In vivo trueness and precision of full-arch implant scans using intraoral scanners with three different acquisition protocols,2
712,CKG49MIJ,Prosthesis repair of oral implants based on artificial intelligenc`e finite element analysis,3
713,VXGSB6P7,"Hierarchical 2D to 3D micro/nano-histology of human dental caries lesions using light, X-ray and electron microscopy",1
714,T6EQ48WZ,Study on 3D printed MXene-berberine-integrated scaffold for photo-activated antibacterial activity and bone regeneration,1
715,K9NG599R,Multi-Architecture deep learning for CBCT segmentation of dental hard tissues and pulp in mixed dentition.,1
716,DFBH82QS,Protease-responsive protein hydrogel enabling spatiotemporal ClO2 release for precision treatment of intracellular infections and periodontitis,1
717,RYA4IC44,"Impact of framework material, cantilever design, and wing configuration on stress distribution in patient specific additively manufactured subperiosteal jaw implants: a 3D finite element analysis",3
